idno,year,approval,partyid,perfin,nateco,age,educ,class,nonwhite,female
1,1990,1,1,-1,-2,49,3,4,0,1
1,1991,2,2,-1,-2,50,3,4,0,1
1,1992,1,2,-1,-1,51,3,4,0,1
2,1990,-1,2,-1,-2,18,2,4,1,1
2,1991,-1,1,-1,-2,19,2,4,1,1
2,1992,-1,1,-1,-2,20,2,4,1,1
3,1990,1,-1,-2,-1,26,3,1,0,1
3,1991,2,0,0,-2,27,3,1,0,1
3,1992,-1,1,-1,-1,28,3,1,0,1
4,1990,-1,0,-1,-2,30,3,1,0,0
4,1991,-1,0,-1,-2,31,3,1,0,0
4,1992,-2,0,-1,-1,32,3,1,0,0
5,1990,1,-2,0,-1,69,3,6,0,1
5,1991,2,-2,0,-1,70,3,6,0,1
5,1992,2,-3,-1,0,71,3,6,0,1
6,1990,1,-2,-1,0,19,4,4,0,0
6,1991,2,-2,0,-1,20,4,4,0,0
6,1992,-2,0,0,0,21,4,4,0,0
7,1990,1,2,1,0,36,5,1,0,1
7,1991,1,2,1,0,37,5,1,0,1
7,1992,1,2,1,-1,38,5,1,0,1
8,1990,2,-1,-1,-2,66,4,4,0,0
8,1991,-2,-1,-1,-1,67,4,4,0,0
8,1992,2,0,-1,0,68,4,4,0,0
9,1990,-2,-1,0,0,76,3,4,0,1
9,1991,1,-1,0,0,77,3,4,0,1
9,1992,2,-1,0,1,78,3,4,0,1
10,1990,-1,3,0,-1,35,6,4,0,0
10,1991,1,2,1,0,36,6,4,0,0
10,1992,-2,3,0,-2,37,6,4,0,0
11,1990,2,1,0,0,32,2,1,1,1
11,1991,2,1,0,-1,33,2,1,1,1
11,1992,-2,3,0,-2,34,2,1,1,1
12,1990,1,1,-2,-2,38,7,4,0,1
12,1991,2,2,-1,-2,39,7,4,0,1
12,1992,-2,2,-1,-1,40,7,4,0,1
13,1990,1,1,2,-1,48,3,6,0,1
13,1991,-2,1,1,-1,49,3,6,0,1
13,1992,-1,1,-1,-1,50,3,6,0,1
14,1990,1,-1,-1,0,64,3,6,0,1
14,1991,2,2,0,-1,65,3,6,0,1
14,1992,1,-1,1,0,66,3,6,0,1
15,1990,2,2,1,-1,37,4,1,0,1
15,1991,2,2,2,1,38,4,1,0,1
15,1992,1,2,1,-2,39,4,1,0,1
16,1990,1,2,-1,-1,62,3,1,1,1
16,1991,1,1,0,-1,63,3,1,1,1
16,1992,-2,2,0,0,64,3,1,1,1
17,1990,-1,-2,-1,-1,47,2,1,0,1
17,1991,-1,-2,-1,-1,48,2,1,0,1
17,1992,1,-2,-1,-1,49,2,1,0,1
18,1990,2,1,0,-1,47,2,3,0,0
18,1991,2,-2,-1,-1,48,2,3,0,0
18,1992,1,0,1,-1,49,2,3,0,0
19,1990,1,0,-2,-2,31,6,3,0,0
19,1991,2,1,-1,-2,32,6,3,0,0
19,1992,-2,1,1,-1,33,6,3,0,0
20,1990,-2,3,0,-2,77,1,1,0,1
20,1991,-2,3,-1,-1,78,1,1,0,1
20,1992,-2,3,-1,-2,79,1,1,0,1
21,1990,-1,-2,1,-1,64,3,6,0,0
21,1991,1,-2,1,-1,65,3,6,0,0
21,1992,-1,-2,1,-1,66,3,6,0,0
22,1990,1,-3,0,-1,74,2,1,0,0
22,1991,2,-3,-1,0,75,2,1,0,0
22,1992,2,-2,0,0,76,2,1,0,0
23,1990,1,-1,0,-1,77,3,4,0,1
23,1991,2,-1,0,-1,78,3,4,0,1
23,1992,1,-3,0,-1,79,3,4,0,1
24,1990,1,-2,-1,-1,38,4,1,0,1
24,1991,2,-1,1,0,39,4,1,0,1
24,1992,-1,1,-1,-2,40,4,1,0,1
25,1990,1,2,0,0,71,2,1,0,1
25,1991,1,3,0,-1,72,2,1,0,1
25,1992,-2,3,0,-2,73,2,1,0,1
26,1990,2,3,2,1,54,1,1,1,0
26,1991,2,3,2,1,55,1,1,1,0
26,1992,-2,3,-1,-2,56,1,1,1,0
27,1990,-2,3,-2,-2,33,3,4,0,0
27,1991,-2,3,-1,-2,34,3,4,0,0
27,1992,-2,3,0,-2,35,3,4,0,0
28,1990,2,2,0,-1,75,5,4,0,1
28,1991,2,3,1,-1,76,5,4,0,1
28,1992,2,-3,1,-1,77,5,4,0,1
29,1990,-1,2,-1,-2,45,3,4,0,1
29,1991,1,2,-1,-2,46,3,4,0,1
29,1992,-2,2,0,-2,47,3,4,0,1
30,1990,-1,1,1,-1,19,3,1,0,1
30,1991,1,0,1,-1,20,3,1,0,1
30,1992,-2,1,-1,-2,21,3,1,0,1
31,1990,2,1,-2,0,18,3,1,0,0
31,1991,2,-1,1,-1,19,3,1,0,0
31,1992,-2,0,0,0,20,3,1,0,0
32,1990,-1,3,1,0,53,3,1,0,1
32,1991,2,3,0,0,54,3,1,0,1
32,1992,1,3,-2,0,55,3,1,0,1
33,1990,1,-3,0,-1,34,3,1,0,1
33,1991,1,-3,1,0,35,3,1,0,1
33,1992,1,-3,0,0,36,3,1,0,1
34,1990,-1,2,0,-1,75,3,4,0,1
34,1991,-1,1,0,0,76,3,4,0,1
34,1992,-2,1,0,0,77,3,4,0,1
35,1990,2,1,2,-1,24,4,4,0,1
35,1991,2,-1,1,0,25,4,4,0,1
35,1992,2,-2,-1,-2,26,4,4,0,1
36,1990,-1,3,0,-1,74,3,4,0,1
36,1991,1,2,0,-1,75,3,4,0,1
36,1992,-2,3,0,-1,76,3,4,0,1
37,1990,1,2,1,-2,47,7,6,1,0
37,1991,1,1,1,-2,48,7,6,1,0
37,1992,-1,2,1,-2,49,7,6,1,0
38,1990,1,3,0,-2,47,2,1,1,1
38,1991,2,3,-1,-1,48,2,1,1,1
38,1992,-2,3,-1,-1,49,2,1,1,1
39,1990,-2,3,1,-1,66,6,4,0,1
39,1991,-2,2,1,-1,67,6,4,0,1
39,1992,-2,3,-1,-1,68,6,4,0,1
40,1990,1,1,1,-1,34,3,1,0,1
40,1991,1,2,0,0,35,3,1,0,1
40,1992,-2,1,1,-1,36,3,1,0,1
41,1990,2,2,-1,-2,38,5,1,0,1
41,1991,2,2,-1,-2,39,5,1,0,1
41,1992,1,1,-1,-2,40,5,1,0,1
42,1990,1,2,-2,0,27,6,1,0,1
42,1991,2,2,-1,-2,28,6,1,0,1
42,1992,-1,1,0,-1,29,6,1,0,1
43,1990,-1,3,1,0,19,4,4,0,0
43,1991,1,2,1,0,20,4,4,0,0
43,1992,-1,2,1,0,21,4,4,0,0
44,1990,-2,2,-2,-1,28,4,1,0,0
44,1991,-2,1,-1,-2,29,4,1,0,0
44,1992,-2,2,-2,0,30,4,1,0,0
45,1990,-1,3,-1,-1,71,2,1,1,1
45,1991,-1,3,-1,-1,72,2,1,1,1
45,1992,-1,1,-1,-1,73,2,1,1,1
46,1990,1,-3,1,0,27,6,3,0,0
46,1991,2,-2,-1,-2,28,6,3,0,0
46,1992,1,-2,1,-2,29,6,3,0,0
47,1990,1,0,0,0,30,3,4,0,0
47,1991,1,0,1,-1,31,3,4,0,0
47,1992,1,0,-1,-1,32,3,4,0,0
48,1990,1,-2,0,-1,31,3,1,0,0
48,1991,1,-2,-1,-1,32,3,1,0,0
48,1992,1,-2,-1,0,33,3,1,0,0
49,1990,2,-2,-2,-2,62,2,4,0,1
49,1991,-1,-1,-2,-2,63,2,4,0,1
49,1992,-2,1,-2,-2,64,2,4,0,1
50,1990,-1,3,1,-1,81,2,4,0,0
50,1991,-1,3,-1,-1,82,2,4,0,0
50,1992,-2,3,-1,-1,83,2,4,0,0
51,1990,1,-1,0,0,68,5,4,0,1
51,1991,2,-3,0,-1,69,5,4,0,1
51,1992,2,-1,-1,-1,70,5,4,0,1
52,1990,1,-3,-1,-1,58,3,1,0,0
52,1991,2,-2,-1,-1,59,3,1,0,0
52,1992,2,-2,-1,-1,60,3,1,0,0
53,1990,-2,3,-2,-2,38,7,4,0,1
53,1991,-2,3,-2,-1,39,7,4,0,1
53,1992,-2,3,-2,-2,40,7,4,0,1
54,1990,1,-2,1,-1,23,6,4,0,1
54,1991,2,-2,1,-1,24,6,4,0,1
54,1992,-1,-2,2,1,25,6,4,0,1
55,1990,2,-1,1,0,30,6,4,0,0
55,1991,2,-2,1,0,31,6,4,0,0
55,1992,1,-2,-1,-1,32,6,4,0,0
56,1990,2,-1,1,0,60,3,1,0,0
56,1991,1,-1,-1,0,61,3,1,0,0
56,1992,1,0,-1,-2,62,3,1,0,0
57,1990,2,-2,0,-1,51,3,4,0,0
57,1991,2,-3,1,-1,52,3,4,0,0
57,1992,2,-3,1,-1,53,3,4,0,0
58,1990,1,-3,-2,-2,50,7,6,0,0
58,1991,2,-3,2,-2,51,7,6,0,0
58,1992,-2,-3,-2,-1,52,7,6,0,0
59,1990,1,3,2,-1,24,6,4,0,0
59,1991,1,2,2,-1,25,6,4,0,0
59,1992,2,-3,2,0,26,6,4,0,0
60,1990,-2,3,2,0,68,4,4,1,0
60,1991,-1,3,-2,-1,69,4,4,1,0
60,1992,-2,3,-2,-2,70,4,4,1,0
61,1990,-2,3,0,-1,72,3,3,0,1
61,1991,-2,3,-1,-2,73,3,3,0,1
61,1992,-2,3,0,-2,74,3,3,0,1
62,1990,2,-2,1,1,37,4,4,0,0
62,1991,2,2,0,-1,38,4,4,0,0
62,1992,1,-3,0,-1,39,4,4,0,0
63,1990,2,-1,2,-1,77,4,3,0,1
63,1991,1,-2,1,-2,78,4,3,0,1
63,1992,-1,1,1,-1,79,4,3,0,1
64,1990,1,-2,-2,-2,44,4,4,0,0
64,1991,1,0,1,-1,45,4,4,0,0
64,1992,-1,0,-2,-2,46,4,4,0,0
65,1990,1,2,2,-1,41,3,4,0,0
65,1991,1,2,1,0,42,3,4,0,0
65,1992,-1,1,-1,-1,43,3,4,0,0
66,1990,2,3,1,0,35,6,4,0,0
66,1991,1,-3,1,0,36,6,4,0,0
66,1992,1,-3,1,0,37,6,4,0,0
67,1990,1,-3,0,-2,73,3,1,0,1
67,1991,2,-3,0,0,74,3,1,0,1
67,1992,2,-2,0,-2,75,3,1,0,1
68,1990,1,2,1,-2,30,3,4,0,1
68,1991,2,1,1,-1,31,3,4,0,1
68,1992,1,1,-2,-2,32,3,4,0,1
69,1990,2,-1,1,0,25,4,1,0,0
69,1991,2,-1,1,0,26,4,1,0,0
69,1992,1,-1,1,0,27,4,1,0,0
70,1990,-1,1,-2,-1,20,4,1,0,1
70,1991,-1,2,0,-2,21,4,1,0,1
70,1992,-2,1,1,-1,22,4,1,0,1
71,1990,1,3,-1,0,69,4,1,0,0
71,1991,2,1,1,-1,70,4,1,0,0
71,1992,-2,1,0,0,71,4,1,0,0
72,1990,-2,3,1,-1,51,2,1,0,0
72,1991,2,3,1,1,52,2,1,0,0
72,1992,2,3,1,0,53,2,1,0,0
73,1990,1,-2,1,-1,68,7,6,0,1
73,1991,2,-2,0,-1,69,7,6,0,1
73,1992,1,-3,0,-1,70,7,6,0,1
74,1990,1,-1,-1,0,79,2,4,0,1
74,1991,2,0,0,-1,80,2,4,0,1
74,1992,1,-1,0,-1,81,2,4,0,1
75,1990,1,-2,1,-1,71,3,4,0,0
75,1991,1,-1,0,-1,72,3,4,0,0
75,1992,1,-1,-1,-2,73,3,4,0,0
76,1990,-2,3,0,-1,72,1,4,0,1
76,1991,1,3,0,-1,73,1,4,0,1
76,1992,-2,3,0,-2,74,1,4,0,1
77,1990,1,-1,0,-1,28,6,1,0,0
77,1991,1,1,1,1,29,6,1,0,0
77,1992,-2,1,-2,-1,30,6,1,0,0
78,1990,-1,1,-2,-1,56,3,3,0,0
78,1991,1,-2,-1,-2,57,3,3,0,0
78,1992,-1,2,-2,-1,58,3,3,0,0
79,1990,2,-2,0,0,37,4,1,0,0
79,1991,2,-2,-1,0,38,4,1,0,0
79,1992,1,-2,1,0,39,4,1,0,0
80,1990,1,-1,0,-2,61,1,1,0,1
80,1991,2,-3,0,-1,62,1,1,0,1
80,1992,2,-3,0,-2,63,1,1,0,1
81,1990,1,1,2,-1,32,3,3,0,1
81,1991,-2,0,2,-2,33,3,3,0,1
81,1992,-2,1,0,-2,34,3,3,0,1
82,1990,-2,-2,-2,0,46,6,4,1,1
82,1991,1,-2,-2,-1,47,6,4,1,1
82,1992,-1,-2,0,0,48,6,4,1,1
83,1990,2,-3,0,-1,74,6,4,0,1
83,1991,2,-3,0,-1,75,6,4,0,1
83,1992,2,-3,-1,0,76,6,4,0,1
84,1990,-2,2,-1,-1,44,2,1,0,1
84,1991,1,2,-1,-1,45,2,1,0,1
84,1992,-2,0,-1,-1,46,2,1,0,1
85,1990,-2,1,-2,-2,35,4,1,1,1
85,1991,-2,2,-2,-1,36,4,1,1,1
85,1992,-2,1,1,-1,37,4,1,1,1
86,1990,2,-3,0,-1,61,3,4,0,0
86,1991,2,-3,1,-1,62,3,4,0,0
86,1992,-1,-3,0,-1,63,3,4,0,0
87,1990,-2,1,1,-1,62,4,4,0,1
87,1991,-2,1,0,-2,63,4,4,0,1
87,1992,-2,1,1,-1,64,4,4,0,1
88,1990,2,-3,0,-1,70,7,4,0,0
88,1991,2,-1,0,-1,71,7,4,0,0
88,1992,2,-3,0,-1,72,7,4,0,0
89,1990,2,-2,-1,-2,35,3,4,0,1
89,1991,2,-2,-1,-2,36,3,4,0,1
89,1992,1,-2,-1,-2,37,3,4,0,1
90,1990,2,-2,2,0,83,3,6,0,1
90,1991,2,-2,2,2,84,3,6,0,1
90,1992,2,-2,2,-1,85,3,6,0,1
91,1990,-2,3,-2,-2,82,3,4,0,0
91,1991,-2,3,-2,-2,83,3,4,0,0
91,1992,-2,3,-2,-2,84,3,4,0,0
92,1990,-2,3,1,0,18,3,4,1,1
92,1991,-2,3,-1,0,19,3,4,1,1
92,1992,-2,3,-1,-1,20,3,4,1,1
93,1990,1,-2,1,0,28,4,4,0,1
93,1991,2,-2,-1,-1,29,4,4,0,1
93,1992,1,-2,1,-1,30,4,4,0,1
94,1990,-2,0,-1,0,21,3,1,1,1
94,1991,-1,-1,1,0,22,3,1,1,1
94,1992,1,0,1,-2,23,3,1,1,1
95,1990,2,-3,2,0,26,6,1,0,1
95,1991,2,-3,1,0,27,6,1,0,1
95,1992,2,-3,2,-1,28,6,1,0,1
96,1990,-2,3,-1,-2,79,2,4,0,1
96,1991,-2,3,2,-2,80,2,4,0,1
96,1992,-2,3,0,-2,81,2,4,0,1
97,1990,-1,2,0,-2,61,3,4,0,0
97,1991,1,3,0,-2,62,3,4,0,0
97,1992,-2,1,0,-2,63,3,4,0,0
98,1990,2,-3,0,-1,49,3,6,0,1
98,1991,2,-3,0,-1,50,3,6,0,1
98,1992,1,-3,0,-1,51,3,6,0,1
99,1990,2,-3,2,-1,57,1,3,0,1
99,1991,2,-3,2,-2,58,1,3,0,1
99,1992,2,-3,2,-1,59,1,3,0,1
100,1990,1,0,0,-1,25,3,1,0,1
100,1991,1,-1,1,-2,26,3,1,0,1
100,1992,1,1,1,-1,27,3,1,0,1
101,1990,2,-2,1,-1,21,4,1,0,0
101,1991,2,-2,1,-1,22,4,1,0,0
101,1992,1,-2,1,-1,23,4,1,0,0
102,1990,-2,1,2,-1,41,5,1,0,1
102,1991,1,3,1,1,42,5,1,0,1
102,1992,-2,3,-2,-2,43,5,1,0,1
103,1990,1,3,2,-2,51,2,1,1,1
103,1991,2,3,2,0,52,2,1,1,1
103,1992,-1,3,0,-2,53,2,1,1,1
104,1990,-2,2,0,0,28,7,4,0,0
104,1991,-1,1,1,-1,29,7,4,0,0
104,1992,1,0,0,0,30,7,4,0,0
105,1990,-1,2,0,1,52,3,4,0,0
105,1991,2,-2,-1,-1,53,3,4,0,0
105,1992,1,-3,-1,-1,54,3,4,0,0
106,1990,1,-3,1,-1,26,6,6,0,1
106,1991,2,-3,2,-2,27,6,6,0,1
106,1992,1,-3,2,-1,28,6,6,0,1
107,1990,1,2,1,-2,37,5,4,0,1
107,1991,2,2,1,0,38,5,4,0,1
107,1992,1,1,1,-1,39,5,4,0,1
108,1990,-2,-2,0,-1,73,4,4,0,1
108,1991,1,-2,0,1,74,4,4,0,1
108,1992,-2,-2,0,-1,75,4,4,0,1
109,1990,1,2,1,-1,39,6,4,0,0
109,1991,1,0,-1,0,40,6,4,0,0
109,1992,-2,2,-1,-1,41,6,4,0,0
110,1990,-2,3,-1,-2,59,3,1,0,1
110,1991,1,2,0,0,60,3,1,0,1
110,1992,-2,2,0,0,61,3,1,0,1
111,1990,2,0,1,0,33,3,4,0,1
111,1991,2,-1,1,-1,34,3,4,0,1
111,1992,1,0,-2,-1,35,3,4,0,1
112,1990,-2,3,-2,-2,57,7,4,1,1
112,1991,-2,3,-2,-2,58,7,4,1,1
112,1992,-2,3,-2,-2,59,7,4,1,1
113,1990,-1,3,0,-1,66,6,4,1,0
113,1991,1,1,0,-2,67,6,4,1,0
113,1992,-1,1,-1,-1,68,6,4,1,0
114,1990,-1,3,1,-1,31,3,3,0,0
114,1991,-1,3,1,0,32,3,3,0,0
114,1992,-2,3,-1,0,33,3,3,0,0
115,1990,-1,2,1,-1,34,3,1,1,1
115,1991,1,2,-1,0,35,3,1,1,1
115,1992,-2,2,-1,-2,36,3,1,1,1
116,1990,1,-2,1,0,22,6,4,0,1
116,1991,2,-2,1,-1,23,6,4,0,1
116,1992,1,-2,1,-1,24,6,4,0,1
117,1990,-2,2,1,-2,70,2,3,0,0
117,1991,-1,2,-2,-2,71,2,3,0,0
117,1992,-2,3,0,-2,72,2,3,0,0
118,1990,-1,-2,-1,-1,33,4,1,0,0
118,1991,2,-3,-1,0,34,4,1,0,0
118,1992,2,-3,-1,-1,35,4,1,0,0
119,1990,-1,1,-2,-2,40,3,1,1,0
119,1991,-2,1,-1,-1,41,3,1,1,0
119,1992,-2,1,-2,-2,42,3,1,1,0
120,1990,2,1,1,-1,47,3,1,0,1
120,1991,2,2,1,-2,48,3,1,0,1
120,1992,1,2,0,-1,49,3,1,0,1
121,1990,1,2,0,-1,72,2,4,0,1
121,1991,2,3,0,0,73,2,4,0,1
121,1992,-2,2,1,-2,74,2,4,0,1
122,1990,1,-1,-2,-2,48,5,1,0,0
122,1991,2,-2,-2,-2,49,5,1,0,0
122,1992,2,-3,-2,-2,50,5,1,0,0
123,1990,2,2,-1,-1,38,7,4,0,0
123,1991,1,-1,-1,-2,39,7,4,0,0
123,1992,-1,2,-1,0,40,7,4,0,0
124,1990,-2,3,-2,-2,58,4,1,0,0
124,1991,-2,3,-2,-2,59,4,1,0,0
124,1992,-2,3,-2,-2,60,4,1,0,0
125,1990,-2,3,-2,0,58,6,3,0,0
125,1991,-2,3,1,1,59,6,3,0,0
125,1992,-2,3,-2,-2,60,6,3,0,0
126,1990,1,-1,1,0,27,4,1,0,0
126,1991,1,-1,1,-1,28,4,1,0,0
126,1992,-1,-1,1,-1,29,4,1,0,0
127,1990,-2,1,1,-1,20,3,4,0,1
127,1991,-2,2,-1,-1,21,3,4,0,1
127,1992,-2,1,0,-2,22,3,4,0,1
128,1990,-1,2,-1,-1,49,3,1,1,0
128,1991,2,2,1,-1,50,3,1,1,0
128,1992,-1,2,0,-2,51,3,1,1,0
129,1990,-2,3,-2,0,82,1,1,1,0
129,1991,1,3,0,0,83,1,1,1,0
129,1992,-2,3,0,-1,84,1,1,1,0
130,1990,-2,3,0,-2,35,2,1,1,1
130,1991,-2,2,-2,-2,36,2,1,1,1
130,1992,-2,3,-2,-2,37,2,1,1,1
131,1990,1,1,1,-1,31,4,1,0,1
131,1991,-1,2,1,-2,32,4,1,0,1
131,1992,-1,1,1,-1,33,4,1,0,1
132,1990,1,2,0,0,68,3,1,0,1
132,1991,2,2,0,-1,69,3,1,0,1
132,1992,1,2,0,-2,70,3,1,0,1
133,1990,-1,3,1,-2,75,3,4,0,0
133,1991,2,1,1,-1,76,3,4,0,0
133,1992,-1,2,0,-2,77,3,4,0,0
134,1990,2,-1,2,-1,26,4,3,0,0
134,1991,2,-1,1,-2,27,4,3,0,0
134,1992,-2,0,-2,-2,28,4,3,0,0
135,1990,1,-1,0,0,72,2,1,0,1
135,1991,1,-1,0,0,73,2,1,0,1
135,1992,1,-1,0,0,74,2,1,0,1
136,1990,1,-2,1,-2,29,3,1,0,1
136,1991,1,-2,1,-1,30,3,1,0,1
136,1992,1,0,-1,-2,31,3,1,0,1
137,1990,2,-3,1,-1,59,7,3,0,0
137,1991,2,-2,0,-1,60,7,3,0,0
137,1992,1,-3,0,-1,61,7,3,0,0
138,1990,2,2,-1,-1,29,6,4,0,0
138,1991,2,2,1,-2,30,6,4,0,0
138,1992,1,2,-1,-1,31,6,4,0,0
139,1990,-2,2,-2,-1,28,2,1,0,1
139,1991,1,1,-1,-1,29,2,1,0,1
139,1992,-2,0,-1,-1,30,2,1,0,1
140,1990,1,-2,-2,-1,62,3,1,0,1
140,1991,1,-2,-1,-1,63,3,1,0,1
140,1992,1,-2,1,0,64,3,1,0,1
141,1990,-2,2,0,0,65,4,2,0,0
141,1991,-1,2,0,-2,66,4,2,0,0
141,1992,-2,0,-2,-1,67,4,2,0,0
142,1990,2,-3,-1,-1,56,3,1,0,0
142,1991,2,-3,0,0,57,3,1,0,0
142,1992,1,-2,0,-1,58,3,1,0,0
143,1990,2,-2,-1,-1,27,5,4,0,1
143,1991,2,-2,-1,-1,28,5,4,0,1
143,1992,-1,-2,2,-1,29,5,4,0,1
144,1990,2,1,-1,-1,43,3,4,0,1
144,1991,2,-1,0,0,44,3,4,0,1
144,1992,2,-1,-1,0,45,3,4,0,1
145,1990,2,2,-2,-1,32,2,1,0,0
145,1991,2,2,-2,-1,33,2,1,0,0
145,1992,-2,0,1,-1,34,2,1,0,0
146,1990,2,3,1,-1,66,2,1,1,0
146,1991,2,0,1,-2,67,2,1,1,0
146,1992,-2,3,1,-2,68,2,1,1,0
147,1990,-2,2,1,-2,18,3,6,0,1
147,1991,-2,2,1,-2,19,3,6,0,1
147,1992,-2,1,1,-2,20,3,6,0,1
148,1990,-2,1,0,-2,67,3,4,0,1
148,1991,-2,0,0,-1,68,3,4,0,1
148,1992,-2,1,0,-2,69,3,4,0,1
149,1990,2,-3,1,-1,35,5,1,1,0
149,1991,-2,2,1,0,36,5,1,1,0
149,1992,-2,3,1,0,37,5,1,1,0
150,1990,1,-1,0,-1,46,4,1,0,1
150,1991,2,-2,-1,-1,47,4,1,0,1
150,1992,1,-2,0,-1,48,4,1,0,1
151,1990,2,2,1,-1,21,5,4,0,0
151,1991,2,2,-1,-2,22,5,4,0,0
151,1992,-1,1,-1,-1,23,5,4,0,0
152,1990,1,-1,-1,-1,26,4,1,0,0
152,1991,2,-2,0,1,27,4,1,0,0
152,1992,-1,1,0,-2,28,4,1,0,0
153,1990,1,-1,1,-2,31,4,4,0,0
153,1991,2,-1,-1,-1,32,4,4,0,0
153,1992,1,-1,-1,0,33,4,4,0,0
154,1990,2,-3,0,-1,42,3,4,0,1
154,1991,2,-3,-1,0,43,3,4,0,1
154,1992,1,-3,1,0,44,3,4,0,1
155,1990,2,-3,1,1,77,5,6,0,1
155,1991,2,-3,1,0,78,5,6,0,1
155,1992,-2,-2,1,-2,79,5,6,0,1
156,1990,-2,3,-2,-2,65,4,4,0,1
156,1991,-2,3,-2,-2,66,4,4,0,1
156,1992,-2,3,-2,-2,67,4,4,0,1
157,1990,1,0,0,-2,64,3,4,0,1
157,1991,1,0,0,1,65,3,4,0,1
157,1992,-1,0,-1,-2,66,3,4,0,1
158,1990,-1,1,-2,-1,35,6,4,0,1
158,1991,1,1,-2,-2,36,6,4,0,1
