idno,year,approval,partyid,perfin,nateco,age,educ,class,nonwhite,female
158,1992,-1,2,1,0,37,6,4,0,1
159,1990,-2,0,-2,-2,37,4,1,0,1
159,1991,-2,0,1,-2,38,4,1,0,1
159,1992,-2,0,0,-1,39,4,1,0,1
160,1990,-1,-1,0,-1,51,3,4,0,0
160,1991,-2,-1,-1,-2,52,3,4,0,0
160,1992,-1,-1,0,0,53,3,4,0,0
161,1990,-1,3,2,-1,37,6,4,0,1
161,1991,2,3,1,-1,38,6,4,0,1
161,1992,-2,3,0,0,39,6,4,0,1
162,1990,2,-2,-1,-2,69,4,1,0,1
162,1991,1,-3,-1,-1,70,4,1,0,1
162,1992,2,-3,-1,0,71,4,1,0,1
163,1990,1,3,0,-1,80,4,1,0,0
163,1991,1,3,0,0,81,4,1,0,0
163,1992,2,2,0,-1,82,4,1,0,0
164,1990,1,3,-1,-2,53,2,1,0,1
164,1991,2,2,-1,-2,54,2,1,0,1
164,1992,1,3,-1,-1,55,2,1,0,1
165,1990,-2,2,0,0,44,1,1,0,0
165,1991,-1,2,-1,0,45,1,1,0,0
165,1992,-2,2,0,-1,46,1,1,0,0
166,1990,2,1,1,-2,25,3,4,0,1
166,1991,2,1,1,-1,26,3,4,0,1
166,1992,1,1,0,-1,27,3,4,0,1
167,1990,-1,0,0,-1,42,4,4,0,0
167,1991,1,0,-1,-1,43,4,4,0,0
167,1992,-2,0,0,0,44,4,4,0,0
168,1990,1,2,1,-2,37,6,4,0,0
168,1991,1,2,0,-1,38,6,4,0,0
168,1992,-2,2,1,-2,39,6,4,0,0
169,1990,2,-1,0,-1,56,4,1,1,0
169,1991,2,-1,-1,-1,57,4,1,1,0
169,1992,1,0,1,0,58,4,1,1,0
170,1990,1,-2,1,0,25,4,3,0,0
170,1991,1,-2,1,0,26,4,3,0,0
170,1992,1,-1,0,-2,27,4,3,0,0
171,1990,-1,3,0,-2,70,2,1,0,1
171,1991,1,2,-1,-1,71,2,1,0,1
171,1992,-2,3,-1,-2,72,2,1,0,1
172,1990,2,-1,2,-1,30,6,1,0,0
172,1991,2,-2,1,-1,31,6,1,0,0
172,1992,-2,1,0,-2,32,6,1,0,0
173,1990,2,-3,1,-1,31,4,1,0,0
173,1991,2,-3,1,0,32,4,1,0,0
173,1992,2,-3,1,2,33,4,1,0,0
174,1990,-2,-3,1,-1,46,3,4,0,1
174,1991,2,-3,1,0,47,3,4,0,1
174,1992,1,-3,0,0,48,3,4,0,1
175,1990,1,2,1,-1,47,3,3,0,0
175,1991,2,1,1,-1,48,3,3,0,0
175,1992,-2,1,0,-1,49,3,3,0,0
176,1990,2,-1,0,0,67,7,4,0,0
176,1991,1,-1,0,-1,68,7,4,0,0
176,1992,-1,-1,0,0,69,7,4,0,0
177,1990,2,1,-1,-1,23,3,3,0,0
177,1991,1,2,0,0,24,3,3,0,0
177,1992,1,-2,0,-1,25,3,3,0,0
178,1990,2,-1,1,-1,18,3,4,0,0
178,1991,2,-1,1,-2,19,3,4,0,0
178,1992,-1,-1,-1,-2,20,3,4,0,0
179,1990,2,3,-1,-2,37,3,1,0,1
179,1991,2,2,1,0,38,3,1,0,1
179,1992,-2,3,1,0,39,3,1,0,1
180,1990,1,-2,2,-1,28,5,4,0,0
180,1991,2,-1,2,0,29,5,4,0,0
180,1992,-1,-1,2,1,30,5,4,0,0
181,1990,1,2,0,-1,61,3,1,0,1
181,1991,2,2,1,-1,62,3,1,0,1
181,1992,-2,1,0,-2,63,3,1,0,1
182,1990,1,-3,0,0,62,6,3,0,0
182,1991,2,-3,1,-1,63,6,3,0,0
182,1992,2,-3,0,1,64,6,3,0,0
183,1990,-2,-3,1,0,43,4,1,0,0
183,1991,2,-2,-2,1,44,4,1,0,0
183,1992,-1,-2,1,0,45,4,1,0,0
184,1990,-2,2,1,-2,47,7,4,0,1
184,1991,-1,1,1,-2,48,7,4,0,1
184,1992,-2,2,1,-2,49,7,4,0,1
185,1990,-1,2,1,-1,18,2,1,0,1
185,1991,2,-1,1,-1,19,2,1,0,1
185,1992,-2,1,-2,-2,20,2,1,0,1
186,1990,-2,3,0,0,81,1,1,0,0
186,1991,-2,2,0,0,82,1,1,0,0
186,1992,-2,3,0,0,83,1,1,0,0
187,1990,-1,2,-1,-1,30,7,4,1,1
187,1991,-1,1,1,-2,31,7,4,1,1
187,1992,-2,2,0,-2,32,7,4,1,1
188,1990,-2,2,1,-1,58,3,1,0,1
188,1991,2,2,1,0,59,3,1,0,1
188,1992,-2,3,0,-2,60,3,1,0,1
189,1990,2,-2,2,-1,42,4,4,0,0
189,1991,2,-2,2,-1,43,4,4,0,0
189,1992,2,-3,2,1,44,4,4,0,0
190,1990,-2,1,0,-1,35,6,1,0,1
190,1991,-1,1,-1,-1,36,6,1,0,1
190,1992,-2,1,-1,-2,37,6,1,0,1
191,1990,-2,-1,0,-1,43,6,3,0,0
191,1991,1,-1,-1,-2,44,6,3,0,0
191,1992,-2,-1,0,-1,45,6,3,0,0
192,1990,2,-2,0,-1,76,4,4,0,0
192,1991,1,-1,-1,0,77,4,4,0,0
192,1992,-1,-1,0,-1,78,4,4,0,0
193,1990,2,-3,1,-2,38,3,3,0,1
193,1991,2,-3,2,1,39,3,3,0,1
193,1992,2,-3,2,0,40,3,3,0,1
194,1990,1,3,-1,-1,44,7,6,0,0
194,1991,1,3,1,0,45,7,6,0,0
194,1992,1,2,1,0,46,7,6,0,0
195,1990,-2,3,-2,-2,27,6,4,0,0
195,1991,-2,3,-2,-2,28,6,4,0,0
195,1992,-2,3,-1,-2,29,6,4,0,0
196,1990,1,1,1,-2,34,3,1,1,0
196,1991,2,1,1,0,35,3,1,1,0
196,1992,-2,2,1,1,36,3,1,1,0
197,1990,-2,1,-1,-2,49,2,3,0,0
197,1991,-2,0,-1,-2,50,2,3,0,0
197,1992,-2,0,-2,-2,51,2,3,0,0
198,1990,-2,2,1,-1,29,5,1,0,1
198,1991,1,1,1,0,30,5,1,0,1
198,1992,1,-1,1,0,31,5,1,0,1
199,1990,1,3,1,1,27,4,1,0,0
199,1991,-1,2,1,2,28,4,1,0,0
199,1992,-2,2,1,-1,29,4,1,0,0
200,1990,-1,3,-1,-2,49,4,4,1,0
200,1991,2,3,-1,1,50,4,4,1,0
200,1992,-2,3,1,-2,51,4,4,1,0
201,1990,-2,2,1,-1,45,3,1,1,1
201,1991,2,3,1,-1,46,3,1,1,1
201,1992,-2,3,0,-2,47,3,1,1,1
202,1990,1,-1,0,2,33,7,4,0,0
202,1991,2,-3,0,-1,34,7,4,0,0
202,1992,1,-2,0,0,35,7,4,0,0
203,1990,-1,1,-1,0,51,1,1,0,0
203,1991,2,0,-2,-1,52,1,1,0,0
203,1992,-2,1,0,0,53,1,1,0,0
204,1990,1,3,1,-2,46,4,1,1,1
204,1991,2,2,1,-1,47,4,1,1,1
204,1992,-1,2,1,0,48,4,1,1,1
205,1990,2,3,-1,-2,34,3,4,0,1
205,1991,2,1,1,-2,35,3,4,0,1
205,1992,-2,1,-1,-2,36,3,4,0,1
206,1990,1,0,2,-2,65,6,4,0,1
206,1991,2,-2,0,-2,66,6,4,0,1
206,1992,-2,0,-2,-2,67,6,4,0,1
207,1990,-2,2,2,-2,38,4,4,0,0
207,1991,1,2,1,-1,39,4,4,0,0
207,1992,2,-3,1,0,40,4,4,0,0
208,1990,2,-2,1,-1,28,4,4,0,1
208,1991,2,-2,1,1,29,4,4,0,1
208,1992,1,-1,1,0,30,4,4,0,1
209,1990,1,-1,-2,-2,41,4,1,1,0
209,1991,1,-2,-2,-1,42,4,1,1,0
209,1992,-2,0,-2,-2,43,4,1,1,0
210,1990,-2,3,0,-1,42,4,1,1,1
210,1991,-1,3,-1,-2,43,4,1,1,1
210,1992,-2,3,2,-2,44,4,1,1,1
211,1990,-2,3,1,-2,35,7,4,1,1
211,1991,2,3,1,-2,36,7,4,1,1
211,1992,1,3,1,-1,37,7,4,1,1
212,1990,-2,3,-1,0,25,4,1,0,0
212,1991,-1,3,1,-1,26,4,1,0,0
212,1992,1,3,0,-1,27,4,1,0,0
213,1990,-1,3,1,-1,61,2,1,0,0
213,1991,1,2,1,-1,62,2,1,0,0
213,1992,-1,2,0,-1,63,2,1,0,0
214,1990,-2,3,0,-1,65,6,4,0,0
214,1991,-2,2,-1,-2,66,6,4,0,0
214,1992,-2,3,-1,-2,67,6,4,0,0
215,1990,-1,-3,0,-1,41,2,4,0,0
215,1991,2,-3,1,-1,42,2,4,0,0
215,1992,1,-3,-1,0,43,2,4,0,0
216,1990,1,3,1,0,49,3,1,1,0
216,1991,1,3,0,-1,50,3,1,1,0
216,1992,-2,3,0,-2,51,3,1,1,0
217,1990,1,3,0,0,67,3,1,0,0
217,1991,1,3,0,0,68,3,1,0,0
217,1992,-1,2,0,-1,69,3,1,0,0
218,1990,-2,3,-1,-1,64,2,4,1,1
218,1991,-2,3,-1,-2,65,2,4,1,1
218,1992,-2,3,-2,-2,66,2,4,1,1
219,1990,-1,-1,-1,-1,55,6,4,0,1
219,1991,-2,-1,0,-1,56,6,4,0,1
219,1992,-2,3,0,-2,57,6,4,0,1
220,1990,1,0,-2,-2,35,4,4,0,1
220,1991,2,-1,-2,-2,36,4,4,0,1
220,1992,2,-1,-1,-1,37,4,4,0,1
221,1990,1,-3,1,1,68,4,4,0,1
221,1991,2,-3,0,0,69,4,4,0,1
221,1992,1,-3,0,0,70,4,4,0,1
222,1990,2,-2,-1,0,63,3,6,0,1
222,1991,2,-3,-1,-1,64,3,6,0,1
222,1992,2,-3,0,0,65,3,6,0,1
223,1990,1,2,2,-1,25,6,4,0,0
223,1991,1,-1,1,-2,26,6,4,0,0
223,1992,-2,2,1,0,27,6,4,0,0
224,1990,1,-3,0,-1,60,6,4,0,1
224,1991,2,-3,0,0,61,6,4,0,1
224,1992,1,-3,0,0,62,6,4,0,1
225,1990,1,-3,1,-1,79,3,4,0,1
225,1991,2,-3,0,0,80,3,4,0,1
225,1992,2,-3,0,-1,81,3,4,0,1
226,1990,-1,-2,1,-1,79,2,1,0,1
226,1991,1,-2,0,-1,80,2,1,0,1
226,1992,-1,-1,-1,-1,81,2,1,0,1
227,1990,2,-2,-1,-1,42,4,6,0,0
227,1991,2,-1,-2,-2,43,4,6,0,0
227,1992,1,-2,1,0,44,4,6,0,0
228,1990,-1,-2,0,-2,68,7,5,0,0
228,1991,1,-2,-1,-2,69,7,5,0,0
228,1992,1,-2,-2,-2,70,7,5,0,0
229,1990,2,-1,-1,-1,39,4,1,0,0
229,1991,2,-1,1,0,40,4,1,0,0
229,1992,2,-1,1,-1,41,4,1,0,0
230,1990,-1,2,-1,-2,63,3,1,0,1
230,1991,-1,1,-2,-1,64,3,1,0,1
230,1992,-2,1,-2,-2,65,3,1,0,1
231,1990,1,-1,0,-1,38,4,1,0,0
231,1991,2,0,-1,-1,39,4,1,0,0
231,1992,2,1,-1,-2,40,4,1,0,0
232,1990,2,2,1,0,33,4,1,0,1
232,1991,2,1,1,0,34,4,1,0,1
232,1992,-2,3,-1,-2,35,4,1,0,1
233,1990,1,-3,-1,-2,27,3,1,0,0
233,1991,2,-3,-1,-2,28,3,1,0,0
233,1992,-2,-1,1,-2,29,3,1,0,0
234,1990,-1,3,1,-1,46,7,4,0,0
234,1991,-2,2,0,-1,47,7,4,0,0
234,1992,-2,3,1,-2,48,7,4,0,0
235,1990,2,-1,-1,-2,60,4,4,0,1
235,1991,2,-3,0,0,61,4,4,0,1
235,1992,1,-1,-2,-1,62,4,4,0,1
236,1990,-2,3,1,-1,46,3,1,0,0
236,1991,1,2,0,-1,47,3,1,0,0
236,1992,-1,2,-1,-1,48,3,1,0,0
237,1990,-1,-2,1,0,79,1,4,0,0
237,1991,2,-2,-1,-1,80,1,4,0,0
237,1992,-1,-1,-1,-1,81,1,4,0,0
238,1990,2,-2,1,-1,51,7,6,1,0
238,1991,2,-2,1,1,52,7,6,1,0
238,1992,-1,-2,1,-1,53,7,6,1,0
239,1990,1,2,2,-1,33,3,1,0,0
239,1991,2,2,1,0,34,3,1,0,0
239,1992,1,1,-1,1,35,3,1,0,0
240,1990,2,3,1,-1,38,4,4,0,0
240,1991,-1,3,-1,-1,39,4,4,0,0
240,1992,-2,3,-1,-1,40,4,4,0,0
241,1990,2,-1,1,-1,37,2,1,0,1
241,1991,2,-3,1,1,38,2,1,0,1
241,1992,-1,-2,0,-1,39,2,1,0,1
242,1990,-2,3,-2,-2,57,5,2,1,0
242,1991,-2,3,-2,-2,58,5,2,1,0
242,1992,-2,3,-1,-2,59,5,2,1,0
243,1990,1,-2,-1,-1,35,3,4,0,1
243,1991,1,-2,1,-1,36,3,4,0,1
243,1992,1,-2,1,1,37,3,4,0,1
244,1990,-1,2,-1,-1,35,4,1,0,0
244,1991,-1,1,0,0,36,4,1,0,0
244,1992,-2,2,0,-2,37,4,1,0,0
245,1990,-1,1,0,-1,53,3,4,0,1
245,1991,1,1,0,-1,54,3,4,0,1
245,1992,-1,1,0,-1,55,3,4,0,1
246,1990,2,-3,0,-1,75,6,6,0,0
246,1991,2,-2,1,0,76,6,6,0,0
246,1992,1,-3,0,0,77,6,6,0,0
247,1990,2,-1,1,-1,27,4,1,0,1
247,1991,2,-2,1,1,28,4,1,0,1
247,1992,2,-2,-1,-1,29,4,1,0,1
248,1990,-2,1,2,0,24,3,3,0,0
248,1991,-2,-1,2,0,25,3,3,0,0
248,1992,-1,0,1,-1,26,3,3,0,0
249,1990,-2,0,1,-1,33,4,4,0,0
249,1991,1,0,1,-1,34,4,4,0,0
249,1992,-2,2,2,-2,35,4,4,0,0
250,1990,2,-2,-1,-1,19,3,1,0,1
250,1991,2,-2,-1,0,20,3,1,0,1
250,1992,1,-2,1,-1,21,3,1,0,1
251,1990,1,-3,1,0,18,3,4,0,1
251,1991,2,-2,1,-1,19,3,4,0,1
251,1992,-2,-2,1,-1,20,3,4,0,1
252,1990,2,-3,1,-1,41,5,4,0,1
252,1991,2,-2,0,-1,42,5,4,0,1
252,1992,2,-2,-1,-2,43,5,4,0,1
253,1990,1,3,0,-2,44,7,4,0,1
253,1991,1,3,1,-1,45,7,4,0,1
253,1992,1,3,0,-2,46,7,4,0,1
254,1990,1,-2,1,-1,51,3,4,0,1
254,1991,2,-1,1,0,52,3,4,0,1
254,1992,2,-3,1,0,53,3,4,0,1
255,1990,2,-1,-1,-2,23,3,4,0,0
255,1991,2,-1,0,0,24,3,4,0,0
255,1992,-1,-1,1,-1,25,3,4,0,0
256,1990,2,-1,0,-1,65,3,4,0,1
256,1991,2,-2,0,-1,66,3,4,0,1
256,1992,-2,1,0,-2,67,3,4,0,1
257,1990,-2,3,-2,-1,39,3,4,0,1
257,1991,-2,3,-2,-2,40,3,4,0,1
257,1992,-1,2,-2,-1,41,3,4,0,1
258,1990,1,0,1,-1,35,7,6,0,1
258,1991,1,0,1,-1,36,7,6,0,1
258,1992,-1,0,1,0,37,7,6,0,1
259,1990,-2,1,1,-1,43,3,4,0,0
259,1991,-2,1,1,-2,44,3,4,0,0
259,1992,-2,1,1,-2,45,3,4,0,0
260,1990,2,-2,-1,-1,28,5,1,0,0
260,1991,2,-1,1,1,29,5,1,0,0
260,1992,1,-2,1,0,30,5,1,0,0
261,1990,1,2,-1,-1,30,4,4,1,0
261,1991,1,2,-1,-1,31,4,4,1,0
261,1992,1,1,1,-2,32,4,4,1,0
262,1990,-2,3,0,-2,65,6,4,0,1
262,1991,-2,3,1,-2,66,6,4,0,1
262,1992,-2,3,-1,-2,67,6,4,0,1
263,1990,2,2,1,-1,29,5,4,1,1
263,1991,-2,2,-1,-1,30,5,4,1,1
263,1992,-2,2,0,-2,31,5,4,1,1
264,1990,1,1,0,-2,74,7,6,0,1
264,1991,-2,0,0,-2,75,7,6,0,1
264,1992,-1,1,0,-2,76,7,6,0,1
265,1990,1,2,1,-1,25,6,3,0,1
265,1991,1,2,1,-1,26,6,3,0,1
265,1992,-1,2,1,-1,27,6,3,0,1
266,1990,1,1,-1,-1,24,3,1,0,1
266,1991,1,1,0,0,25,3,1,0,1
266,1992,-2,0,0,-2,26,3,1,0,1
267,1990,-1,3,1,-1,23,6,4,0,1
267,1991,-1,3,-1,-2,24,6,4,0,1
267,1992,-2,3,1,-2,25,6,4,0,1
268,1990,-2,1,1,-1,24,6,4,0,1
268,1991,-2,1,2,1,25,6,4,0,1
268,1992,-2,3,1,-2,26,6,4,0,1
269,1990,1,-1,1,-1,62,2,2,0,0
269,1991,-1,-1,-1,-1,63,2,2,0,0
269,1992,-2,-1,0,0,64,2,2,0,0
270,1990,-1,2,-2,-2,39,5,4,0,0
270,1991,-2,2,-2,-2,40,5,4,0,0
270,1992,-1,1,-2,-2,41,5,4,0,0
271,1990,-2,3,1,-1,64,3,4,0,1
271,1991,-2,3,1,-2,65,3,4,0,1
271,1992,-2,3,0,-2,66,3,4,0,1
272,1990,-1,-3,1,-1,25,6,6,0,0
272,1991,2,-3,1,0,26,6,6,0,0
272,1992,-1,-3,1,0,27,6,6,0,0
273,1990,1,-1,1,-2,51,6,6,0,0
273,1991,1,-1,-2,-2,52,6,6,0,0
273,1992,-2,0,2,-2,53,6,6,0,0
274,1990,1,3,0,-2,43,5,4,0,1
274,1991,2,1,0,-1,44,5,4,0,1
274,1992,2,1,0,0,45,5,4,0,1
275,1990,-2,3,0,-2,39,6,4,1,1
275,1991,-2,3,-2,-2,40,6,4,1,1
275,1992,-2,3,0,-2,41,6,4,1,1
276,1990,2,2,1,-1,38,4,6,0,0
276,1991,2,2,2,0,39,4,6,0,0
276,1992,2,2,-1,-1,40,4,6,0,0
277,1990,1,3,0,-1,73,3,4,0,1
277,1991,1,3,1,-2,74,3,4,0,1
277,1992,-2,3,-1,-2,75,3,4,0,1
278,1990,-2,2,-1,0,46,3,1,1,1
278,1991,2,1,0,0,47,3,1,1,1
278,1992,-1,2,1,-1,48,3,1,1,1
279,1990,-2,3,1,-2,67,5,5,0,1
279,1991,-2,1,0,-2,68,5,5,0,1
279,1992,-2,3,0,-2,69,5,5,0,1
280,1990,1,0,0,-1,35,7,6,0,0
280,1991,2,1,1,-1,36,7,6,0,0
280,1992,2,0,0,-1,37,7,6,0,0
281,1990,2,3,0,-1,57,6,1,0,0
281,1991,2,3,0,-1,58,6,1,0,0
281,1992,1,3,-1,-1,59,6,1,0,0
282,1990,2,-3,1,0,74,5,4,0,1
282,1991,2,-3,2,0,75,5,4,0,1
282,1992,2,-2,2,0,76,5,4,0,1
283,1990,2,2,-1,-1,39,6,4,0,1
283,1991,2,3,-1,-1,40,6,4,0,1
283,1992,2,2,-2,0,41,6,4,0,1
284,1990,1,1,0,-1,33,4,1,1,0
284,1991,1,2,1,0,34,4,1,1,0
284,1992,-1,2,-2,1,35,4,1,1,0
285,1990,2,-2,1,0,56,6,4,0,1
285,1991,2,-3,0,0,57,6,4,0,1
285,1992,2,-3,0,0,58,6,4,0,1
286,1990,1,-2,-1,-1,66,2,6,0,1
286,1991,1,-2,-1,-1,67,2,6,0,1
286,1992,-1,-2,-1,0,68,2,6,0,1
287,1990,2,1,0,0,18,2,3,0,1
287,1991,2,0,0,-1,19,2,3,0,1
287,1992,-2,2,1,-2,20,2,3,0,1
288,1990,1,2,0,0,32,4,6,0,1
288,1991,1,2,1,0,33,4,6,0,1
288,1992,-2,2,-2,-2,34,4,6,0,1
289,1990,-1,2,1,-1,38,7,6,0,0
289,1991,1,-1,1,-1,39,7,6,0,0
289,1992,-1,1,0,-1,40,7,6,0,0
290,1990,1,-2,-1,-2,68,1,1,0,1
290,1991,1,-2,-1,-1,69,1,1,0,1
290,1992,-1,-2,-1,-2,70,1,1,0,1
291,1990,1,-1,0,-1,28,6,4,0,0
291,1991,1,-1,0,0,29,6,4,0,0
291,1992,-1,1,-2,0,30,6,4,0,0
292,1990,2,-3,0,0,81,3,4,0,1
292,1991,2,-3,0,1,82,3,4,0,1
292,1992,2,-3,0,1,83,3,4,0,1
293,1990,-2,1,-2,-1,28,3,1,0,1
293,1991,2,-2,-2,-2,29,3,1,0,1
293,1992,-2,2,-2,-2,30,3,1,0,1
294,1990,-1,3,1,-1,44,6,6,0,1
294,1991,1,3,1,0,45,6,6,0,1
294,1992,-1,3,0,-1,46,6,6,0,1
295,1990,2,-2,-1,-2,30,4,1,0,0
295,1991,2,-2,1,0,31,4,1,0,0
295,1992,-1,-2,-1,0,32,4,1,0,0
296,1990,2,-1,1,0,39,4,4,0,0
296,1991,2,-1,1,0,40,4,4,0,0
296,1992,2,-1,2,1,41,4,4,0,0
297,1990,-1,2,1,-2,23,3,4,0,1
297,1991,1,2,1,-1,24,3,4,0,1
297,1992,-1,2,-2,0,25,3,4,0,1
298,1990,-2,3,-2,-1,64,2,1,0,1
298,1991,-2,2,-1,-2,65,2,1,0,1
298,1992,-2,3,-2,-1,66,2,1,0,1
299,1990,-1,2,-1,1,68,2,4,0,1
299,1991,2,2,-1,-2,69,2,4,0,1
299,1992,-2,3,-1,-2,70,2,4,0,1
300,1990,-2,3,0,-1,81,2,4,0,0
300,1991,-1,3,0,-1,82,2,4,0,0
300,1992,-2,3,0,-1,83,2,4,0,0
301,1990,2,-3,1,0,29,3,4,0,1
301,1991,2,-3,-1,-1,30,3,4,0,1
301,1992,1,-3,-1,0,31,3,4,0,1
302,1990,1,-2,0,-1,25,2,4,0,1
302,1991,2,-2,0,-1,26,2,4,0,1
302,1992,2,-3,2,0,27,2,4,0,1
303,1990,2,-1,0,-1,63,3,4,0,0
303,1991,2,-1,0,0,64,3,4,0,0
303,1992,2,-1,0,-1,65,3,4,0,0
304,1990,1,0,-1,-2,55,3,1,0,1
304,1991,1,0,-1,-1,56,3,1,0,1
304,1992,1,-2,-1,-2,57,3,1,0,1
305,1990,-2,2,-2,-2,43,4,4,0,1
305,1991,1,2,-2,-1,44,4,4,0,1
305,1992,-2,0,1,-2,45,4,4,0,1
306,1990,1,2,0,1,37,4,1,1,0
306,1991,1,1,0,0,38,4,1,1,0
306,1992,1,3,1,0,39,4,1,1,0
307,1990,2,-2,2,-1,26,6,4,0,1
307,1991,2,-3,1,-2,27,6,4,0,1
307,1992,1,-2,2,-2,28,6,4,0,1
308,1990,2,-1,2,0,44,6,4,0,0
308,1991,2,-1,-1,-1,45,6,4,0,0
308,1992,1,-1,1,-1,46,6,4,0,0
309,1990,1,1,1,-1,34,6,1,0,0
309,1991,2,1,0,-1,35,6,1,0,0
309,1992,1,2,1,1,36,6,1,0,0
310,1990,1,-2,-1,-2,57,6,4,0,1
310,1991,2,-2,-1,-2,58,6,4,0,1
310,1992,-1,-2,-1,-2,59,6,4,0,1
311,1990,2,-3,-2,0,28,3,4,0,0
311,1991,2,-2,-2,-2,29,3,4,0,0
311,1992,2,-3,0,0,30,3,4,0,0
312,1990,-1,2,1,-2,29,5,4,1,0
312,1991,1,2,0,-2,30,5,4,1,0
312,1992,-1,2,-1,-2,31,5,4,1,0
313,1990,-2,1,1,-2,41,3,1,0,1
313,1991,1,2,2,-2,42,3,1,0,1
