idno,year,approval,partyid,perfin,nateco,age,educ,class,nonwhite,female
469,1991,2,-2,1,-2,44,7,6,0,0
469,1992,-1,-2,0,-2,45,7,6,0,0
470,1990,1,0,2,-2,21,2,4,0,0
470,1991,2,0,1,-2,22,2,4,0,0
470,1992,-1,0,2,-2,23,2,4,0,0
471,1990,2,-2,1,0,29,6,4,0,0
471,1991,2,2,1,0,30,6,4,0,0
471,1992,1,-2,1,0,31,6,4,0,0
472,1990,-1,-1,-1,-2,22,3,1,0,0
472,1991,2,-1,1,-2,23,3,1,0,0
472,1992,-2,2,1,-2,24,3,1,0,0
473,1990,2,-2,1,0,49,7,6,0,1
473,1991,1,-2,1,0,50,7,6,0,1
473,1992,1,-2,1,-1,51,7,6,0,1
474,1990,2,-3,-1,-1,45,2,6,0,1
474,1991,2,-3,1,-1,46,2,6,0,1
474,1992,1,-3,0,-1,47,2,6,0,1
475,1990,2,-2,-2,0,45,3,1,0,1
475,1991,-1,3,-2,2,46,3,1,0,1
475,1992,-2,-2,-2,-2,47,3,1,0,1
476,1990,1,-2,1,1,40,4,3,1,0
476,1991,1,-2,1,-1,41,4,3,1,0
476,1992,1,-1,0,1,42,4,3,1,0
477,1990,-2,3,1,-1,62,4,4,1,0
477,1991,-1,2,1,0,63,4,4,1,0
477,1992,-2,3,1,-1,64,4,4,1,0
478,1990,-2,1,1,-2,32,1,1,0,0
478,1991,2,-1,1,1,33,1,1,0,0
478,1992,-2,-3,-2,0,34,1,1,0,0
479,1990,-1,2,1,0,29,2,1,0,0
479,1991,2,-2,1,0,30,2,1,0,0
479,1992,2,0,0,-1,31,2,1,0,0
480,1990,-2,3,0,-1,41,6,4,0,0
480,1991,-2,3,-1,-2,42,6,4,0,0
480,1992,-2,3,-1,-2,43,6,4,0,0
481,1990,1,2,2,-2,28,4,1,1,0
481,1991,1,2,-1,0,29,4,1,1,0
481,1992,-2,3,1,-1,30,4,1,1,0
482,1990,1,2,1,-1,60,3,4,0,0
482,1991,2,0,1,-1,61,3,4,0,0
482,1992,-1,1,1,-2,62,3,4,0,0
483,1990,2,-3,1,-1,43,6,6,0,0
483,1991,-1,-2,1,-1,44,6,6,0,0
483,1992,1,-3,-1,-1,45,6,6,0,0
484,1990,-2,2,1,-2,42,4,1,1,0
484,1991,1,2,0,-1,43,4,1,1,0
484,1992,-2,3,1,-2,44,4,1,1,0
485,1990,1,0,0,-1,34,3,1,0,0
485,1991,2,-1,0,0,35,3,1,0,0
485,1992,1,-1,0,0,36,3,1,0,0
486,1990,-2,2,1,-1,41,5,1,1,1
486,1991,-2,1,1,-1,42,5,1,1,1
486,1992,-2,2,0,-2,43,5,1,1,1
487,1990,-1,3,0,-1,44,7,4,0,1
487,1991,1,3,-1,-2,45,7,4,0,1
487,1992,-2,3,0,-2,46,7,4,0,1
488,1990,-2,1,2,-1,52,7,6,0,0
488,1991,-2,1,1,-1,53,7,6,0,0
488,1992,-2,1,-1,0,54,7,6,0,0
489,1990,2,-1,1,-1,26,3,1,0,0
489,1991,2,1,1,-1,27,3,1,0,0
489,1992,1,-1,0,-1,28,3,1,0,0
490,1990,1,0,-1,-2,43,3,1,0,0
490,1991,2,1,-1,0,44,3,1,0,0
490,1992,2,-1,1,0,45,3,1,0,0
491,1990,1,2,1,-1,47,3,1,0,0
491,1991,1,2,0,-2,48,3,1,0,0
491,1992,-2,2,-1,-1,49,3,1,0,0
492,1990,2,2,-1,-1,31,2,1,0,0
492,1991,2,3,0,0,32,2,1,0,0
492,1992,-1,3,0,-1,33,2,1,0,0
493,1990,1,2,2,-2,40,6,4,0,1
493,1991,-1,2,1,-1,41,6,4,0,1
493,1992,-1,3,1,-2,42,6,4,0,1
494,1990,1,1,1,0,38,6,1,0,1
494,1991,2,1,2,-1,39,6,1,0,1
494,1992,-2,1,-1,-2,40,6,1,0,1
495,1990,-2,1,0,-2,66,3,3,1,0
495,1991,-2,0,-1,-2,67,3,3,1,0
495,1992,-2,0,0,-2,68,3,3,1,0
496,1990,2,3,1,-1,43,3,6,0,1
496,1991,2,3,1,-1,44,3,6,0,1
496,1992,-2,3,1,-1,45,3,6,0,1
497,1990,-2,3,1,-1,35,7,4,0,1
497,1991,-2,3,1,-2,36,7,4,0,1
497,1992,-2,3,-1,-1,37,7,4,0,1
498,1990,1,2,-1,-2,48,4,1,0,1
498,1991,1,1,-1,-2,49,4,1,0,1
498,1992,-2,1,-2,-2,50,4,1,0,1
499,1990,2,-1,-1,-1,69,5,1,0,0
499,1991,2,-3,0,-2,70,5,1,0,0
499,1992,1,-3,0,0,71,5,1,0,0
500,1990,-2,1,-2,-2,61,5,4,0,1
500,1991,1,1,-2,0,62,5,4,0,1
500,1992,-2,1,-1,-2,63,5,4,0,1
501,1990,1,-1,1,-2,25,6,6,0,0
501,1991,1,-1,2,-1,26,6,6,0,0
501,1992,-1,-1,1,-1,27,6,6,0,0
502,1990,2,1,1,-1,35,4,1,0,0
502,1991,2,-1,1,-1,36,4,1,0,0
502,1992,1,-2,1,0,37,4,1,0,0
503,1990,-2,2,1,-2,20,4,3,0,1
503,1991,1,2,1,-1,21,4,3,0,1
503,1992,-2,2,-1,-1,22,4,3,0,1
504,1990,2,1,-1,-2,35,3,4,0,1
504,1991,2,-1,-1,-2,36,3,4,0,1
504,1992,-1,2,-1,-2,37,3,4,0,1
505,1990,-2,3,-1,-1,40,6,4,0,0
505,1991,-1,3,-1,-1,41,6,4,0,0
505,1992,-2,3,-1,-1,42,6,4,0,0
506,1990,1,-1,-1,-1,38,7,4,0,0
506,1991,2,-2,1,-1,39,7,4,0,0
506,1992,2,-3,1,-2,40,7,4,0,0
507,1990,-2,3,-2,-1,34,3,2,1,1
507,1991,-2,3,-2,-2,35,3,2,1,1
507,1992,-2,3,-2,-2,36,3,2,1,1
508,1990,1,3,1,0,20,4,1,0,0
508,1991,1,2,2,1,21,4,1,0,0
508,1992,1,2,1,-1,22,4,1,0,0
509,1990,2,-3,1,-1,32,7,6,0,0
509,1991,2,-3,1,0,33,7,6,0,0
509,1992,2,-3,1,0,34,7,6,0,0
510,1990,2,-2,1,-1,36,6,4,0,0
510,1991,2,-2,1,-2,37,6,4,0,0
510,1992,2,-3,1,1,38,6,4,0,0
511,1990,-1,2,0,0,80,1,1,0,0
511,1991,2,-3,0,-1,81,1,1,0,0
511,1992,2,3,0,0,82,1,1,0,0
512,1990,1,2,-1,-2,24,3,4,0,1
512,1991,1,2,-2,-2,25,3,4,0,1
512,1992,-1,2,-1,-1,26,3,4,0,1
513,1990,1,3,1,2,33,4,1,1,0
513,1991,1,3,1,0,34,4,1,1,0
513,1992,2,2,1,-2,35,4,1,1,0
514,1990,2,3,1,-1,35,7,6,0,0
514,1991,-2,3,0,-1,36,7,6,0,0
514,1992,-2,3,1,-1,37,7,6,0,0
515,1990,-1,2,0,-2,36,7,1,0,0
515,1991,-2,3,0,-2,37,7,1,0,0
515,1992,-2,3,1,-2,38,7,1,0,0
516,1990,1,-2,1,0,32,6,6,0,0
516,1991,2,-2,1,0,33,6,6,0,0
516,1992,-1,-2,1,0,34,6,6,0,0
517,1990,1,3,-2,-1,57,2,1,1,1
517,1991,1,3,-2,-2,58,2,1,1,1
517,1992,2,0,-1,-2,59,2,1,1,1
518,1990,1,-3,1,-1,38,7,6,0,0
518,1991,2,-3,1,0,39,7,6,0,0
518,1992,1,-2,1,1,40,7,6,0,0
519,1990,1,-1,0,-1,60,3,4,0,1
519,1991,2,-2,0,0,61,3,4,0,1
519,1992,1,1,-1,-2,62,3,4,0,1
520,1990,-1,-1,-2,-2,27,3,4,0,0
520,1991,1,-1,-2,-1,28,3,4,0,0
520,1992,-1,-2,-2,-1,29,3,4,0,0
521,1990,-2,3,2,-1,24,3,1,1,1
521,1991,-2,0,1,0,25,3,1,1,1
521,1992,-2,3,-1,-2,26,3,1,1,1
522,1990,-2,1,-1,-1,43,6,4,0,1
522,1991,-2,2,0,-2,44,6,4,0,1
522,1992,-2,2,1,-2,45,6,4,0,1
523,1990,-2,3,0,-1,31,3,4,1,1
523,1991,-1,3,-1,-2,32,3,4,1,1
523,1992,-2,3,0,-2,33,3,4,1,1
524,1990,2,-1,-1,-1,32,4,1,0,0
524,1991,2,-1,-2,-1,33,4,1,0,0
524,1992,1,-1,-1,0,34,4,1,0,0
525,1990,-2,2,2,0,25,5,1,0,1
525,1991,-1,2,1,0,26,5,1,0,1
525,1992,-1,2,0,-1,27,5,1,0,1
526,1990,2,-3,-1,-1,26,3,4,0,0
526,1991,2,-3,-2,-1,27,3,4,0,0
526,1992,2,-3,1,0,28,3,4,0,0
527,1990,-1,3,-1,-2,62,4,4,0,1
527,1991,1,1,-1,-2,63,4,4,0,1
527,1992,-2,3,-1,-2,64,4,4,0,1
528,1990,2,-2,1,-1,36,6,1,0,0
528,1991,2,-2,1,-1,37,6,1,0,0
528,1992,1,-2,0,-1,38,6,1,0,0
529,1990,2,-2,1,0,51,3,4,0,1
529,1991,2,-2,1,-1,52,3,4,0,1
529,1992,-1,-2,-1,-1,53,3,4,0,1
530,1990,1,-2,1,-1,32,4,1,0,0
530,1991,1,0,1,-1,33,4,1,0,0
530,1992,-2,0,-1,-1,34,4,1,0,0
531,1990,-1,-1,-1,0,20,5,1,0,1
531,1991,2,1,-2,-2,21,5,1,0,1
531,1992,1,-1,-2,-1,22,5,1,0,1
532,1990,1,2,-1,-1,61,3,2,0,1
532,1991,2,2,-1,-1,62,3,2,0,1
532,1992,1,0,0,-2,63,3,2,0,1
533,1990,2,-3,-1,-2,22,2,4,0,1
533,1991,2,-1,0,-1,23,2,4,0,1
533,1992,2,-1,0,-1,24,2,4,0,1
534,1990,2,2,1,-1,31,3,4,0,1
534,1991,2,-1,1,-1,32,3,4,0,1
534,1992,1,-1,1,0,33,3,4,0,1
535,1990,2,-2,2,-1,28,4,1,0,0
535,1991,2,-2,1,0,29,4,1,0,0
535,1992,2,-2,2,0,30,4,1,0,0
536,1990,1,1,1,-2,19,3,1,1,0
536,1991,2,-2,1,1,20,3,1,1,0
536,1992,1,-2,0,0,21,3,1,1,0
537,1990,1,-1,0,-2,45,6,4,0,0
537,1991,1,-2,0,-2,46,6,4,0,0
537,1992,-1,-2,-1,-1,47,6,4,0,0
538,1990,1,2,0,-1,35,5,4,0,1
538,1991,1,2,1,0,36,5,4,0,1
538,1992,1,2,1,0,37,5,4,0,1
539,1990,2,0,-2,-2,27,3,1,0,0
539,1991,2,0,0,-1,28,3,1,0,0
539,1992,-2,0,-1,-1,29,3,1,0,0
540,1990,-2,3,1,-2,55,3,1,1,0
540,1991,-2,3,-2,-2,56,3,1,1,0
540,1992,-2,3,0,-2,57,3,1,1,0
541,1990,1,2,0,-1,66,1,1,1,0
541,1991,-1,3,-1,0,67,1,1,1,0
541,1992,-2,3,0,-1,68,1,1,1,0
542,1990,-2,3,-1,-2,54,4,4,1,0
542,1991,-2,1,-2,-2,55,4,4,1,0
542,1992,-2,3,-1,-2,56,4,4,1,0
543,1990,-2,3,0,-1,57,7,4,1,1
543,1991,-2,3,0,0,58,7,4,1,1
543,1992,-1,-2,0,-1,59,7,4,1,1
544,1990,2,3,-1,-1,37,3,1,0,1
544,1991,-1,3,0,-2,38,3,1,0,1
544,1992,1,2,0,-1,39,3,1,0,1
545,1990,-1,1,0,-2,29,3,4,1,0
545,1991,2,-1,-1,-2,30,3,4,1,0
545,1992,-2,2,0,0,31,3,4,1,0
546,1990,1,1,1,-2,29,2,3,1,0
546,1991,2,-2,1,-2,30,2,3,1,0
546,1992,-1,1,1,-2,31,2,3,1,0
547,1990,1,1,0,-1,73,3,1,0,0
547,1991,1,2,1,0,74,3,1,0,0
547,1992,1,0,0,-1,75,3,1,0,0
548,1990,1,3,-1,-2,32,6,1,0,1
548,1991,1,2,2,-2,33,6,1,0,1
548,1992,-2,3,-1,-1,34,6,1,0,1
549,1990,2,-2,-1,0,28,4,1,0,1
549,1991,2,-2,-1,-1,29,4,1,0,1
549,1992,-2,0,-2,-2,30,4,1,0,1
550,1990,1,2,-1,-1,81,7,6,0,0
550,1991,-1,1,-2,1,82,7,6,0,0
550,1992,-2,1,-1,-1,83,7,6,0,0
551,1990,2,-2,0,0,39,3,4,0,0
551,1991,2,-2,1,-1,40,3,4,0,0
551,1992,1,-1,0,0,41,3,4,0,0
552,1990,1,-1,-1,-1,50,3,4,0,0
552,1991,1,-2,-1,-1,51,3,4,0,0
552,1992,-1,-3,-1,-2,52,3,4,0,0
553,1990,1,2,1,0,75,1,4,0,0
553,1991,2,2,1,-1,76,1,4,0,0
553,1992,2,-3,1,0,77,1,4,0,0
554,1990,-2,1,-2,-2,44,7,3,0,1
554,1991,-1,1,-1,-1,45,7,3,0,1
554,1992,-1,1,1,0,46,7,3,0,1
555,1990,2,2,-1,-1,25,6,4,0,1
555,1991,1,2,-1,-1,26,6,4,0,1
555,1992,-2,1,1,-2,27,6,4,0,1
556,1990,2,-3,0,0,81,3,1,0,1
556,1991,2,-3,1,0,82,3,1,0,1
556,1992,2,-3,-2,0,83,3,1,0,1
557,1990,-2,1,0,-1,44,3,1,0,1
557,1991,2,1,-1,-2,45,3,1,0,1
557,1992,-2,0,0,-2,46,3,1,0,1
558,1990,2,2,2,-2,74,3,4,0,0
558,1991,-1,3,0,-2,75,3,4,0,0
558,1992,-2,2,2,-2,76,3,4,0,0
559,1990,-2,-3,1,-1,68,3,4,0,1
559,1991,-1,-3,-1,-1,69,3,4,0,1
559,1992,1,-2,1,-2,70,3,4,0,1
560,1990,1,2,1,-1,20,4,4,0,0
560,1991,1,1,0,-1,21,4,4,0,0
560,1992,-2,2,0,-1,22,4,4,0,0
561,1990,-1,1,1,0,20,3,1,0,1
561,1991,1,1,-1,-1,21,3,1,0,1
561,1992,-1,1,-2,0,22,3,1,0,1
562,1990,1,2,2,-1,30,6,4,0,0
562,1991,1,2,1,-1,31,6,4,0,0
562,1992,-1,2,1,0,32,6,4,0,0
563,1990,2,-1,-1,0,31,2,1,0,1
563,1991,1,1,-1,-2,32,2,1,0,1
563,1992,-1,2,-2,-2,33,2,1,0,1
564,1990,1,1,0,-1,24,6,1,1,0
564,1991,-1,2,-1,-2,25,6,1,1,0
564,1992,-2,2,0,-2,26,6,1,1,0
565,1990,-2,3,1,0,57,3,1,0,1
565,1991,1,1,2,1,58,3,1,0,1
565,1992,-2,2,0,-1,59,3,1,0,1
566,1990,1,-2,1,-1,40,3,4,0,1
566,1991,2,-3,1,-1,41,3,4,0,1
566,1992,1,-2,0,-2,42,3,4,0,1
567,1990,1,1,0,-2,26,3,3,0,0
567,1991,1,3,-1,-1,27,3,3,0,0
567,1992,-1,3,1,0,28,3,3,0,0
568,1990,1,-2,-1,-1,32,3,4,0,1
568,1991,2,-1,-1,-1,33,3,4,0,1
568,1992,1,-2,2,-2,34,3,4,0,1
569,1990,2,-2,-1,-2,37,3,1,0,0
569,1991,2,0,-2,-2,38,3,1,0,0
569,1992,-2,-1,-2,1,39,3,1,0,0
570,1990,2,-2,0,0,49,3,1,0,0
570,1991,2,-2,0,-1,50,3,1,0,0
570,1992,1,-2,0,-1,51,3,1,0,0
571,1990,1,-1,0,-1,64,7,6,0,1
571,1991,2,-1,-1,-1,65,7,6,0,1
571,1992,1,-1,-1,-1,66,7,6,0,1
572,1990,2,2,-2,-1,32,4,4,0,0
572,1991,1,1,0,-2,33,4,4,0,0
572,1992,-2,2,0,-1,34,4,4,0,0
573,1990,-2,1,1,0,45,7,4,0,1
573,1991,-2,1,2,-2,46,7,4,0,1
573,1992,-2,1,1,-2,47,7,4,0,1
574,1990,-1,3,-1,-2,62,3,4,0,1
574,1991,1,3,-1,-1,63,3,4,0,1
574,1992,-1,2,0,-2,64,3,4,0,1
575,1990,1,3,-2,-2,51,3,1,1,0
575,1991,1,3,1,0,52,3,1,1,0
575,1992,-2,3,0,-2,53,3,1,1,0
576,1990,1,2,0,-2,28,7,4,0,1
576,1991,1,2,0,-1,29,7,4,0,1
576,1992,-1,2,-1,-1,30,7,4,0,1
577,1990,-1,3,-1,-1,37,7,6,0,1
577,1991,-2,2,-1,-2,38,7,6,0,1
577,1992,-2,3,0,-2,39,7,6,0,1
578,1990,-1,3,1,0,37,3,4,1,1
578,1991,2,3,1,0,38,3,4,1,1
578,1992,-2,3,-1,-2,39,3,4,1,1
579,1990,2,2,1,0,34,3,1,0,1
579,1991,1,2,0,0,35,3,1,0,1
579,1992,-2,3,0,-1,36,3,1,0,1
580,1990,1,1,2,-1,29,2,3,0,0
580,1991,2,0,2,0,30,2,3,0,0
580,1992,-1,1,0,0,31,2,3,0,0
581,1990,-2,3,2,0,27,2,1,0,1
581,1991,2,2,2,1,28,2,1,0,1
581,1992,-2,3,2,-2,29,2,1,0,1
582,1990,1,-2,2,-2,33,7,6,1,1
582,1991,2,-1,1,1,34,7,6,1,1
582,1992,1,-1,-1,1,35,7,6,1,1
583,1990,2,2,0,-1,19,2,4,0,1
583,1991,2,2,-1,0,20,2,4,0,1
583,1992,1,2,1,0,21,2,4,0,1
584,1990,-1,1,2,-1,45,4,4,0,0
584,1991,-2,1,1,1,46,4,4,0,0
584,1992,-2,1,-1,-2,47,4,4,0,0
585,1990,1,-2,0,0,31,6,6,0,1
585,1991,1,-2,1,-1,32,6,6,0,1
585,1992,1,1,0,0,33,6,6,0,1
586,1990,-2,1,1,-2,31,4,1,1,1
586,1991,1,1,1,-1,32,4,1,1,1
586,1992,-1,2,1,-1,33,4,1,1,1
587,1990,2,1,0,0,45,2,1,0,0
587,1991,2,2,0,-1,46,2,1,0,0
587,1992,1,2,0,-1,47,2,1,0,0
588,1990,-2,0,1,-1,22,1,4,0,0
588,1991,-1,0,0,-1,23,1,4,0,0
588,1992,-2,0,-2,-2,24,1,4,0,0
589,1990,1,-2,0,-1,57,4,6,0,1
589,1991,1,-2,1,0,58,4,6,0,1
589,1992,1,-2,2,-1,59,4,6,0,1
590,1990,-2,3,-1,-2,44,3,3,1,1
590,1991,2,3,-2,-1,45,3,3,1,1
590,1992,-2,3,-1,-2,46,3,3,1,1
591,1990,1,3,-1,0,38,3,1,0,1
591,1991,-1,3,1,0,39,3,1,0,1
591,1992,1,3,0,0,40,3,1,0,1
592,1990,1,2,2,-1,23,6,4,0,1
592,1991,-2,3,2,-2,24,6,4,0,1
592,1992,-1,2,2,-1,25,6,4,0,1
593,1990,-2,1,1,-1,34,4,4,1,1
593,1991,-1,1,1,-2,35,4,4,1,1
593,1992,-2,2,1,-2,36,4,4,1,1
594,1990,2,-2,2,0,32,4,1,1,0
594,1991,2,-2,2,0,33,4,1,1,0
594,1992,1,-2,1,0,34,4,1,1,0
595,1990,2,2,-1,-2,42,7,6,0,0
595,1991,2,-2,-1,-1,43,7,6,0,0
595,1992,-2,2,-1,-1,44,7,6,0,0
596,1990,1,2,1,-1,51,3,4,0,1
596,1991,1,1,1,-2,52,3,4,0,1
596,1992,-2,3,0,-2,53,3,4,0,1
597,1990,-2,1,2,-2,24,4,1,0,0
597,1991,-1,1,2,0,25,4,1,0,0
597,1992,-1,1,1,-2,26,4,1,0,0
598,1990,-1,-2,2,0,26,7,4,0,1
598,1991,1,-2,1,0,27,7,4,0,1
598,1992,-2,1,-1,-2,28,7,4,0,1
599,1990,2,2,-1,-2,60,4,1,0,1
599,1991,1,3,0,-2,61,4,1,0,1
599,1992,1,1,-2,-2,62,4,1,0,1
600,1990,-1,-1,-2,-2,76,4,6,0,1
600,1991,-2,1,-1,-1,77,4,6,0,1
600,1992,-1,0,-1,-2,78,4,6,0,1
601,1990,-2,2,-1,-2,38,7,6,0,0
601,1991,-2,1,1,-2,39,7,6,0,0
601,1992,-2,1,0,-1,40,7,6,0,0
602,1990,1,-1,-1,-2,68,4,5,0,1
602,1991,1,-1,-1,-2,69,4,5,0,1
602,1992,-1,-2,-2,-2,70,4,5,0,1
603,1990,2,-2,2,-1,75,3,4,0,1
603,1991,2,-2,2,-1,76,3,4,0,1
603,1992,2,-1,1,-1,77,3,4,0,1
604,1990,-2,0,-1,-2,43,3,1,0,1
604,1991,1,-2,-1,-2,44,3,1,0,1
604,1992,-2,0,-1,0,45,3,1,0,1
605,1990,-2,3,1,-2,32,3,1,1,0
605,1991,-2,3,-1,-2,33,3,1,1,0
605,1992,-2,3,1,-2,34,3,1,1,0
606,1990,2,-2,-1,-2,52,4,6,0,0
606,1991,2,-2,-1,0,53,4,6,0,0
606,1992,1,-2,-1,-1,54,4,6,0,0
607,1990,1,1,-1,-2,73,7,4,0,0
607,1991,1,2,-1,-2,74,7,4,0,0
607,1992,-2,2,-1,-2,75,7,4,0,0
608,1990,1,2,1,-2,18,4,4,0,0
608,1991,1,1,1,-2,19,4,4,0,0
608,1992,-1,2,1,-2,20,4,4,0,0
609,1990,1,-1,-1,0,29,2,1,0,1
609,1991,2,1,-2,-1,30,2,1,0,1
609,1992,-1,-1,1,-1,31,2,1,0,1
610,1990,-1,-3,0,-1,35,3,4,0,1
610,1991,2,-3,1,0,36,3,4,0,1
610,1992,-2,-3,0,-2,37,3,4,0,1
611,1990,2,2,-1,-2,47,3,1,0,0
611,1991,2,2,1,-1,48,3,1,0,0
611,1992,2,1,-2,1,49,3,1,0,0
612,1990,1,-1,2,-2,35,3,1,0,0
612,1991,2,-1,0,1,36,3,1,0,0
612,1992,2,-3,-1,1,37,3,1,0,0
613,1990,2,2,0,-1,53,3,4,0,1
613,1991,2,1,1,-1,54,3,4,0,1
613,1992,-2,2,0,-2,55,3,4,0,1
614,1990,1,0,1,-2,24,3,1,0,1
614,1991,1,1,1,-1,25,3,1,0,1
614,1992,-1,1,0,-1,26,3,1,0,1
615,1990,1,1,-1,0,18,3,1,0,1
615,1991,1,1,-1,0,19,3,1,0,1
615,1992,1,2,0,-1,20,3,1,0,1
616,1990,1,3,0,0,64,1,4,0,0
616,1991,1,1,0,0,65,1,4,0,0
616,1992,-2,1,1,-1,66,1,4,0,0
617,1990,2,0,-1,-2,43,5,4,0,1
617,1991,2,-1,-1,-1,44,5,4,0,1
617,1992,1,1,-1,-2,45,5,4,0,1
618,1990,1,1,1,-2,28,4,4,0,1
618,1991,-1,1,1,-1,29,4,4,0,1
618,1992,-1,1,1,-1,30,4,4,0,1
619,1990,1,2,2,-2,36,3,3,0,1
619,1991,2,2,0,-1,37,3,3,0,1
619,1992,-1,3,1,-2,38,3,3,0,1
620,1990,1,-2,1,-1,33,6,6,0,0
620,1991,1,-2,1,0,34,6,6,0,0
620,1992,1,-2,-2,0,35,6,6,0,0
621,1990,2,0,0,1,56,3,1,1,0
621,1991,2,-2,0,1,57,3,1,1,0
621,1992,2,2,0,-1,58,3,1,1,0
622,1990,1,3,0,-1,35,6,1,0,1
622,1991,1,3,-1,0,36,6,1,0,1
622,1992,-2,3,0,-2,37,6,1,0,1
623,1990,1,3,2,0,50,1,1,0,0
623,1991,2,3,1,0,51,1,1,0,0
623,1992,-2,3,-1,-2,52,1,1,0,0
624,1990,2,-2,-1,0,79,3,4,0,1
624,1991,2,-2,1,1,80,3,4,0,1
624,1992,2,-3,0,0,81,3,4,0,1
