country,year,ue,inf,cbi,cwagebrg,GDP_PC,open,uden,lcab,wagexcbi,HasLCAB
1,1955,4.3,1.8,.750044,0,9.182249000000001,.066238,.2964,0,0,1
1,1956,4,3.1,.750044,0,9.181118,.073487,.2931,0,0,1
1,1957,4.1,3.3,.750044,0,9.173988,.076048,.291,0,0,1
1,1958,6.6,1.8,.750044,0,9.145268,.068139,.2699,0,0,1
1,1959,5.3,2.1,.750044,0,9.194108999999999,.06761,.2646,0,0,1
1,1960,5.3,1.5,.750044,0,9.199785,.070134,.2596,0,0,1
1,1961,6.4,1,.750044,0,9.204926,.067962,.2532,0,0,1
1,1962,5.3,1.9,.750044,0,9.245514,.067836,.275,0,0,1
1,1963,5.5,1.5,.750044,0,9.272563999999999,.068093,.2762,0,0,1
1,1964,5,1.7,.750044,0,9.312175,.071014,.2781,0,0,1
1,1965,4.4,2,.750044,0,9.362976,.071057,.282,0,0,1
1,1966,3.6,3.5,.750044,0,9.406236,.074266,.2845,0,0,1
1,1967,3.7,2.9,.750044,0,9.418817000000001,.07338,.2845,0,0,1
1,1968,3.5,5,.750044,0,9.451167,.078152,.2835,0,0,1
1,1969,3.4,5.1,.750044,0,9.47078,.079031,.2783,0,0,1
1,1970,4.8,5.3,.750044,0,9.469854,.084173,.2809,0,0,1
1,1971,5.8,5.3,.750044,0,9.490468999999999,.083781,.2714,0,0,1
1,1972,5.5,4.4,.750044,0,9.528575999999999,.089566,.2688,0,0,1
1,1973,4.8,5.5,.750044,0,9.573524000000001,.106754,.2694,0,0,1
1,1974,5.5,9,.750044,0,9.552369000000001,.144247,.2651,0,0,1
1,1975,8.300000000000001,9.199999999999999,.750044,0,9.523835999999999,.135497,.2598,0,0,1
1,1976,7.6,5.9,.750044,0,9.565985,.141074,.252,0,0,1
1,1977,6.9,5.7,.750044,0,9.604542,.143657,.2391,0,0,1
1,1978,6,7.4,.750044,0,9.644717,.148651,.2329,0,0,1
1,1979,5.8,8.5,.750044,0,9.657394999999999,.164178,.2299,0,0,1
1,1980,7,9.6,.750044,0,9.635281000000001,.178188,.2149,0,0,1
1,1981,7.5,8.9,.750044,0,9.648724,.168966,.208,0,0,1
1,1982,9.5,6.9,.750044,0,9.608915,.149646,.1945,0,0,1
1,1983,9.5,3.3,.750044,0,9.634954,.139648,.1831,0,0,1
1,1984,7.4,3.7,.750044,0,9.696156,.150995,.1673,0,0,1
1,1985,7.1,3.2,.750044,0,9.715349,.141451,.1608,0,0,1
1,1986,6.9,2.7,.750044,0,9.731987,.142776,.1571,0,0,1
1,1987,6.1,3.3,.750044,0,9.751849999999999,.149467,.154,0,0,1
1,1988,5.4,3.4,.750044,0,9.781885000000001,.159572,.1527,0,0,1
1,1989,5.2,5,.750044,0,9.803391,.163163,.1495,0,0,1
1,1990,5.5,4.2,.750044,0,9.801123,.164894,.148872,0,0,1
2,1955,2.7,1.6,.409401,.75,7.627057,.192832,.3559,0,.30705076,1
2,1956,2.5,5,.409401,.75,7.690743,.218956,.3412,0,.30705076,1
2,1957,2,6.3,.409401,.75,7.753624,.236876,.3354,0,.30705076,1
2,1958,2.1,-1.7,.409401,.75,7.798113,.184261,.3305,0,.30705076,1
2,1959,2.2,2.9,.409401,.75,7.874359,.19257,.3244,0,.30705076,1
2,1960,1.7,6,.409401,.75,7.990915,.192192,.3298,0,.30705076,1
2,1961,1.5,7.9,.409401,.75,8.117013999999999,.187051,.345,0,.30705076,1
2,1962,1.3,3.6,.409401,.75,8.175829,.17313,.3538,0,.30705076,1
2,1963,1.3,4.5,.409401,.75,8.265136,.17473,.3426,0,.30705076,1
2,1964,1.2,4.4,.409401,.75,8.376321000000001,.178058,.3479,0,.30705076,1
2,1965,1.3,5.1,.409401,.75,8.409831000000001,.182042,.346,0,.30705076,1
2,1966,1.4,5,.409401,.75,8.501875999999999,.182028,.3401,0,.30705076,1
2,1967,1.3,5.8,.409401,.75,8.597296999999999,.177908,.3372,0,.30705076,1
2,1968,1.2,5.2,.409401,.75,8.712102,.176423,.3387,0,.30705076,1
2,1969,1.1,4.8,.409401,.75,8.805825,.179402,.3455,0,.30705076,1
2,1970,1.1,7.3,.409401,.75,8.896587999999999,.187484,.3449,0,.30705076,1
2,1971,1.2,5.2,.409401,.75,8.923990999999999,.189626,.3393,0,.30705076,1
2,1972,1.4,5.2,.409401,.75,8.989568999999999,.17355,.336,0,.30705076,1
2,1973,1.3,11.9,.409401,.75,9.052398999999999,.181648,.3285,0,.30705076,1
2,1974,1.4,20.6,.409401,.75,9.023408,.255408,.3359,0,.30705076,1
2,1975,1.9,7.8,.409401,.75,9.033723,.227524,.3361,0,.30705076,1
2,1976,2,6.4,.409401,.75,9.068546,.235086,.3275,0,.30705076,1
2,1977,2,5.7,.409401,.75,9.104535,.219694,.3206,0,.30705076,1
2,1978,2.2,4.6,.409401,.75,9.142061999999999,.182257,.3156,0,.30705076,1
2,1979,2.1,2.6,.409401,.75,9.185638000000001,.211138,.3083,0,.30705076,1
2,1980,2,2.8,.409401,.75,9.217515000000001,.25555,.3028,0,.30705076,1
2,1981,2.2,2.7,.409401,.75,9.247636,.251714,.2996,0,.30705076,1
2,1982,2.4,1.8,.409401,.75,9.271906,.247926,.2958,0,.30705076,1
2,1983,2.6,.4,.409401,.75,9.291091,.230421,.2869,0,.30705076,1
2,1984,2.7,1.2,.409401,.75,9.327234000000001,.241713,.2816,0,.30705076,1
2,1985,2.6,1.5,.409401,.75,9.373393999999999,.227936,.2779,0,.30705076,1
2,1986,2.8,1.8,.409401,.75,9.392329,.169876,.2715,0,.30705076,1
2,1987,2.8,-.2,.409401,.75,9.427868,.158011,.2667,0,.30705076,1
2,1988,2.5,.4,.409401,.75,9.484633000000001,.155979,.2605,0,.30705076,1
2,1989,2.3,1.5,.409401,.75,9.525589,.168613,.2536,0,.30705076,1
2,1990,2.1,1.5,.409401,.75,9.570180000000001,.177396,.247976,0,.30705076,1
3,1955,4.3,2.1,.931438,.75,8.543445999999999,.2776,.3657,0,.69857848,1
3,1956,3.5,3,.931438,.75,8.592115,.296843,.3597,0,.69857848,1
3,1957,2.9,3.1,.931438,.75,8.631949000000001,.313632,.3619,0,.69857848,1
3,1958,3,3.4,.931438,.75,8.656781000000001,.298616,.3631,0,.69857848,1
3,1959,2,1.4,.931438,.75,8.721113000000001,.307588,.3659,0,.69857848,1
3,1960,1.1,2.5,.931438,.75,8.790269,.299537,.3584,0,.69857848,1
3,1961,.6,4.3,.931438,.75,8.827175,.287428,.347,0,.69857848,1
3,1962,.6,4.1,.931438,.75,8.856946000000001,.284035,.344,0,.69857848,1
3,1963,.4,2.8,.931438,.75,8.872066999999999,.2892,.3393,0,.69857848,1
3,1964,.4,3,.931438,.75,8.930626,.294526,.3368,0,.69857848,1
3,1965,.3,3.5,.931438,.75,8.976136,.309451,.3352,0,.69857848,1
3,1966,.2,3.6,.931438,.75,8.987447,.314011,.3317,0,.69857848,1
3,1967,1.3,1.3,.931438,.75,8.976514999999999,.318022,.331,.45,.69857848,1
3,1968,1.5,1.8,.931438,.75,9.034677,.33889,.3286,.45,.69857848,1
3,1969,.9,4.2,.931438,.75,9.102086999999999,.354322,.3261,.508333,.69857848,1
3,1970,.8,7.6,.931438,.75,9.151121,.347831,.3295,.8,.69857848,1
3,1971,.9,7.8,.931438,.75,9.167954999999999,.341598,.3295,.8,.69857848,1
3,1972,.8,5.4,.931438,.75,9.200896,.337456,.3305,.8,.69857848,1
3,1973,.8,6.5,.931438,.75,9.241353999999999,.353014,.3307,.722222,.69857848,1
3,1974,1.6,6.8,.931438,.75,9.231221,.417024,.3391,.738426,.69857848,1
3,1975,3.6,6.1,.931438,.75,9.219696000000001,.395383,.3393,.75,.69857848,1
3,1976,3.7,3.5,.931438,.75,9.279120000000001,.427318,.345,.75,.69857848,1
3,1977,3.6,3.6,.931438,.75,9.308555,.425659,.3467,.75,.69857848,1
3,1978,3.5,4.1,.931438,.75,9.339173000000001,.411826,.3499,.75,.69857848,1
3,1979,3.2,4,.931438,.75,9.383117,.436841,.3472,.75,.69857848,1
3,1980,3,4.3,.931438,.75,9.385973,.470263,.3433,.751225,.69857848,1
3,1981,4.4,4.2,.931438,.75,9.376363,.498912,.3403,.764706,.69857848,1
3,1982,6.1,4.7,.931438,.75,9.364433999999999,.5067739999999999,.3307,.637255,.69857848,1
3,1983,8,3.3,.931438,.75,9.388989,.493354,.3252,0,.69857848,1
3,1984,7.1,2,.931438,.75,9.417517,.5272520000000001,.3198,0,.69857848,1
3,1985,7.2,1.7,.931438,.75,9.43628,.548146,.3208,0,.69857848,1
3,1986,6.4,3.1,.931438,.75,9.460243,.487629,.3145,0,.69857848,1
3,1987,6.2,2.1,.931438,.75,9.474011000000001,.470581,.3106,0,.69857848,1
3,1988,6.2,1.5,.931438,.75,9.50718,.480976,.3085,0,.69857848,1
3,1989,5.6,2.5,.931438,.75,9.535100999999999,.51606,.3077,0,.69857848,1
3,1990,5,3.4,.931438,.75,9.570878,.500864,.306631,0,.69857848,1
4,1955,2.1,2.1,.436667,.25,8.470102000000001,.198371,.2032,0,.10916675,1
4,1956,1.6,4.9,.436667,.25,8.533657,.188565,.1994,.545455,.10916675,1
4,1957,1.2,6,.436667,.25,8.572817000000001,.19543,.1801,.455206,.10916675,1
4,1958,1.4,11.8,.436667,.25,8.588210999999999,.184307,.1893,.211111,.10916675,1
4,1959,1.9,6.3,.436667,.25,8.611958,.19799,.1936,0,.10916675,1
4,1960,1.8,3.5,.442917,.25,8.669570999999999,.218941,.1958,0,.11072925,1
4,1961,1.5,3.4,.442917,.25,8.713911,.212238,.1971,0,.11072925,1
4,1962,1.4,4.7,.442917,.25,8.76421,.202151,.1981,0,.11072925,1
4,1963,1.3,6.4,.442917,.25,8.802522,.206653,.1974,0,.11072925,1
4,1964,1.4,4.1,.442917,.25,8.860499000000001,.211095,.1953,0,.11072925,1
4,1965,1.5,2.7,.442917,.25,8.896177,.209942,.1977,0,.11072925,1
4,1966,1.8,2.9,.442917,.25,8.941807000000001,.215457,.1967,0,.11072925,1
4,1967,1.9,3.2,.442917,.25,8.980423999999999,.20948,.1956,0,.11072925,1
4,1968,2.6,4.2,.442917,.25,9.015298,.216291,.2157,0,.11072925,1
4,1969,2.3,6.6,.442917,.25,9.078863999999999,.241003,.2182,0,.11072925,1
4,1970,2.5,5.6,.442917,.25,9.126958999999999,.260594,.2155,0,.11072925,1
4,1971,2.7,5.8,.442917,.25,9.163038999999999,.263973,.2146,0,.11072925,1
4,1972,2.8,6.2,.419292,.25,9.193906,.272878,.2138,0,.104823,1
4,1973,2.7,7.8,.419292,.25,9.241451,.291835,.2145,0,.104823,1
4,1974,2.8,11.1,.419292,.25,9.260082000000001,.365521,.2127,0,.104823,1
4,1975,4,13.4,.419292,.25,9.239608,.312267,.2161,0,.104823,1
4,1976,4.4,9.9,.419292,.25,9.282754000000001,.341854,.2115,0,.104823,1
4,1977,4.9,9,.419292,.25,9.310457,.347054,.2057,0,.104823,1
4,1978,5.2,9.5,.419292,.25,9.335561999999999,.332717,.1955,0,.104823,1
4,1979,5.9,10.4,.419292,.25,9.364262,.355747,.1856,0,.104823,1
4,1980,6.3,12.2,.419292,.25,9.372119,.377643,.1756,0,.104823,1
4,1981,7.3,11.8,.419292,.25,9.371268000000001,.389127,.1743,.573292,.104823,1
4,1982,8.1,12.6,.419292,.25,9.390159000000001,.385169,.1645,.985294,.104823,1
4,1983,8.300000000000001,9.5,.419292,.25,9.387314,.381777,.1582,.987395,.104823,1
4,1984,9.699999999999999,7.2,.419292,.25,9.395491,.403619,.154,.987974,.104823,1
4,1985,10.2,5.9,.419292,.25,9.409682999999999,.398886,.1443,.987805,.104823,1
4,1986,10.4,5.1,.419292,.25,9.434044,.347076,.1322,.621951,.104823,1
4,1987,10.5,2.9,.419292,.25,9.452816,.344551,.121,.5,.104823,1
4,1988,10,3.2,.419292,.25,9.492432000000001,.359328,.1117,.670732,.104823,1
4,1989,9.4,3.2,.419292,.25,9.520909,.385243,.1015,.846154,.104823,1
4,1990,8.9,3.4,.419292,.25,9.539932,.376493,.09691,.846154,.104823,1
5,1955,7,3.3,.365104,.25,8.182839,.190333,.3804,.190476,.091275997,1
5,1956,8.6,4,.365104,.25,8.217439000000001,.202744,.3425,.190476,.091275997,1
5,1957,7.2,2,.365104,.25,8.252185000000001,.220909,.277,.077922,.091275997,1
5,1958,6.3,2.4,.365104,.25,8.286773,.191587,.2546,.079365,.091275997,1
5,1959,5.7,-.3,.365104,.25,8.344267,.1962,.2333,.031746,.091275997,1
5,1960,4.4,2.1,.365104,.25,8.425955,.22569,.2305,0,.091275997,1
5,1961,3.8,2.8,.365104,.25,8.500861,.227829,.2347,0,.091275997,1
5,1962,3.3,5.8,.365104,.25,8.557950999999999,.231379,.2424,.104167,.091275997,1
5,1963,2.9,8.5,.365104,.25,8.61214,.238042,.2449,.0625,.091275997,1
5,1964,3.2,6.5,.365104,.25,8.626765000000001,.226923,.2478,.346154,.091275997,1
5,1965,4.2,4.2,.365104,.25,8.646641000000001,.232992,.2336,.346154,.091275997,1
5,1966,4.4,2.2,.365104,.25,8.701014000000001,.245118,.2303,.346154,.091275997,1
5,1967,4,2.8,.365104,.25,8.766862,.248051,.2318,.346154,.091275997,1
5,1968,4.2,1.7,.365104,.25,8.821142,.252846,.2802,.173077,.091275997,1
5,1969,4.2,4.1,.365104,.25,8.878219,.270555,.2951,.222222,.091275997,1
5,1970,3.8,6.9,.365104,.25,8.931684000000001,.262083,.3337,.262346,.091275997,1
5,1971,3.9,7.2,.365104,.25,8.936298000000001,.263904,.3597,.37037,.091275997,1
5,1972,4.5,6.3,.365104,.25,8.952992999999999,.27713,.3738,.157882,.091275997,1
5,1973,4.4,11.6,.365104,.25,9.020994,.301923,.3885,.255858,.091275997,1
5,1974,3.7,18.5,.365104,.25,9.067508999999999,.380851,.4216,.342617,.091275997,1
5,1975,4,17.5,.365104,.25,9.021839999999999,.346797,.4357,0,.091275997,1
5,1976,4.6,18,.365104,.25,9.083529,.388222,.4527,0,.091275997,1
5,1977,4.9,19.1,.365104,.25,9.106756000000001,.384319,.4442,0,.091275997,1
5,1978,4.9,13.9,.365104,.25,9.136048000000001,.376225,.4497,0,.091275997,1
5,1979,5.2,15.9,.365104,.25,9.193296,.401953,.4412,.141304,.091275997,1
5,1980,5.2,20.7,.365104,.25,9.24213,.394852,.4413,.259699,.091275997,1
5,1981,5.8,18.3,.365104,.25,9.238441999999999,.418728,.4252,.363757,.091275997,1
5,1982,6.4,17.9,.365104,.25,9.236203,.398822,.4093,.363095,.091275997,1
5,1983,7,15.3,.365104,.25,9.239608,.365769,.3935,.32567,.091275997,1
5,1984,7,10.2,.365104,.25,9.264923,.386201,.3875,.310345,.091275997,1
5,1985,7.1,8.800000000000001,.365104,.25,9.288042000000001,.386113,.3623,.310345,.091275997,1
5,1986,7.5,7.6,.365104,.25,9.316051,.325826,.3441,.310345,.091275997,1
5,1987,7.9,6.1,.365104,.25,9.346182000000001,.317945,.3377,.256226,.091275997,1
5,1988,7.9,5.9,.365104,.25,9.385805,.317271,.3384,.372222,.091275997,1
5,1989,7.8,5.5,.365104,.25,9.413036,.337493,.3353,.372222,.091275997,1
5,1990,7.2,6.9,.365104,.25,9.432523,.32109,.333696,.372222,.091275997,1
6,1955,1.4,4.2,.399973,0,8.732143000000001,.357927,.4073,0,0,1
6,1956,1.5,6.4,.399973,0,8.740497,.346846,.4031,0,0,1
6,1957,1.9,3.7,.399973,0,8.755421999999999,.348677,.4037,0,0,1
6,1958,2.8,4,.399973,0,8.754319000000001,.316193,.3963,0,0,1
6,1959,2.9,1.3,.399973,0,8.790725999999999,.315613,.3946,0,0,1
6,1960,2.2,1,.448583,0,8.828055000000001,.326149,.397,0,0,1
6,1961,1.9,3.3,.448583,0,8.849513999999999,.309916,.3955,0,0,1
6,1962,2.9,3.7,.448583,0,8.850517999999999,.301631,.3937,0,0,1
6,1963,3.5,2,.448583,0,8.884887000000001,.306211,.4027,0,0,1
6,1964,2.6,3.7,.448583,0,8.932345,.308074,.4059,.166667,0,1
6,1965,2.2,5.1,.448583,0,8.946244999999999,.29667,.4063,1,0,1
6,1966,2.2,4.6,.448583,0,8.960468000000001,.292572,.401,1,0,1
6,1967,3.1,3,.448583,0,8.983815999999999,.289183,.4023,1,0,1
6,1968,3.1,4.1,.448583,0,9.017968,.327368,.4046,1,0,1
6,1969,2.9,5.4,.448583,0,9.025696,.332322,.4166,1,0,1
6,1970,3,7.3,.448583,0,9.052165,.332413,.4465,.5,0,1
6,1971,3.8,9.4,.448583,0,9.065892,.326736,.4483,0,0,1
6,1972,4.2,8.300000000000001,.415083,0,9.101641000000001,.319749,.4557,0,0,1
6,1973,3.1,7.1,.415083,0,9.170038999999999,.374495,.4532,0,0,1
6,1974,3.1,14.9,.415083,0,9.149634000000001,.470403,.4635,.75,0,1
6,1975,4.5,27.2,.415083,0,9.139059,.412404,.4758,1,0,1
6,1976,5.7,14.9,.415083,0,9.164192,.449988,.4779,1,0,1
6,1977,6.1,13.9,.415083,0,9.186968999999999,.467249,.4926,1,0,1
6,1978,5.9,11.1,.415083,0,9.223553000000001,.444508,.4999,1,0,1
6,1979,5,14.5,.415083,0,9.253208000000001,.441741,.5009,.416667,0,1
6,1980,6.4,19.8,.415083,0,9.226902000000001,.419079,.4861,0,0,1
6,1981,9.800000000000001,11.7,.415083,0,9.212039000000001,.400765,.4586,0,0,1
6,1982,11.3,7.1,.415083,0,9.231807999999999,.403297,.441,0,0,1
6,1983,12.5,4.9,.415083,0,9.270965,.416426,.4298,0,0,1
6,1984,11.7,4.2,.415083,0,9.295783999999999,.458662,.4168,0,0,1
6,1985,11.2,6,.415083,0,9.326967,.457321,.4047,0,0,1
6,1986,11.1,3.5,.415083,0,9.369564,.413585,.3939,0,0,1
6,1987,10.2,4.8,.415083,0,9.415971000000001,.410683,.3935,0,0,1
6,1988,8.300000000000001,6.6,.415083,0,9.470317,.399266,.3829,0,0,1
6,1989,6.9,6.8,.415083,0,9.491073,.41761,.383353,0,0,1
6,1990,6.5,5.8,.415083,0,9.489259000000001,.416929,.383795,0,0,1
7,1955,4,.6,.614141,0,8.850517999999999,.322598,.2897,0,0,1
7,1956,3.2,3.6,.614141,0,8.913954,.336991,.2947,0,0,1
7,1957,4.3,2.2,.614141,0,8.90123,.320975,.2877,0,0,1
7,1958,6.5,1.4,.614141,0,8.881003,.295937,.2913,0,0,1
7,1959,5.5,2,.614141,0,8.896177,.297571,.2856,0,0,1
7,1960,6.3,1.2,.614141,0,8.889860000000001,.29237,.2759,0,0,1
7,1961,6.5,1.8,.614141,0,8.890273000000001,.301272,.2691,0,0,1
7,1962,5.4,1.7,.614141,0,8.936560999999999,.299415,.2597,0,0,1
7,1963,5,1.7,.614141,0,8.971575,.299077,.2513,0,0,1
7,1964,4.3,2.9,.614141,0,9.017241,.319065,.2509,0,0,1
