country,year,ue,inf,cbi,cwagebrg,GDP_PC,open,uden,lcab,wagexcbi,HasLCAB
14,1961,.9,2.4,.564036,.5,8.736329,.911448,.3872,0,.28201801,1
14,1962,.8,3.5,.564036,.5,8.764366000000001,.886597,.3997,0,.28201801,1
14,1963,.8,4.7,.564036,.5,8.791334000000001,.899593,.3994,0,.28201801,1
14,1964,.7,8.699999999999999,.564036,.5,8.870241999999999,.9010049999999999,.3861,0,.28201801,1
14,1965,.8,6.1,.564036,.5,8.908695,.868614,.3842,.238095,.28201801,1
14,1966,1.1,6,.564036,.5,8.926385,.849106,.3904,.327381,.28201801,1
14,1967,2.1,4.2,.564036,.5,8.968650999999999,.8149999999999999,.3885,0,.28201801,1
14,1968,2,4.2,.564036,.5,9.024131000000001,.826325,.3842,0,.28201801,1
14,1969,1.3,6.4,.564036,.5,9.076695000000001,.867306,.3732,0,.28201801,1
14,1970,1.3,5.6,.564036,.5,9.126849999999999,.867459,.3752,0,.28201801,1
14,1971,1.7,8.5,.564036,.5,9.155462,.865414,.3731,.052083,.28201801,1
14,1972,2.9,9.4,.564036,.5,9.178127,.828471,.3575,.125,.28201801,1
14,1973,2.9,8.4,.564036,.5,9.21672,.885301,.3541,.416667,.28201801,1
14,1974,3.6,9.300000000000001,.564036,.5,9.247154,1.024565,.3504,.625,.28201801,1
14,1975,5.2,11.2,.564036,.5,9.235521,.927359,.361,.625,.28201801,1
14,1976,5.5,8.9,.564036,.5,9.277998999999999,.972096,.3532,.625,.28201801,1
14,1977,5.3,6.3,.564036,.5,9.296702,.919211,.3537,.625,.28201801,1
14,1978,5.3,5.2,.564036,.5,9.315421000000001,.86396,.3515,0,.28201801,1
14,1979,5.4,4.2,.564036,.5,9.331318,.956832,.3481,0,.28201801,1
14,1980,6,5.7,.564036,.5,9.331141000000001,1.02341,.3282,0,.28201801,1
14,1981,8.5,5.5,.564036,.5,9.312806999999999,1.088623,.3023,.05,.28201801,1
14,1982,11.4,6,.564036,.5,9.293670000000001,1.070775,.2852,0,.28201801,1
14,1983,12,1.8,.564036,.5,9.304104000000001,1.062171,.2709,0,.28201801,1
14,1984,11.8,1.8,.564036,.5,9.331495,1.15348,.259,0,.28201801,1
14,1985,10.6,1.7,.564036,.5,9.353488,1.17267,.2519,0,.28201801,1
14,1986,9.9,.7,.564036,.5,9.375601,.873516,.2478,0,.28201801,1
14,1987,9.6,-1,.564036,.5,9.380758,.846255,.2271,0,.28201801,1
14,1988,9.199999999999999,1.6,.564036,.5,9.399886,.874676,.2249,0,.28201801,1
14,1989,8.300000000000001,1.3,.564036,.5,9.440738,.927442,.2282,.475728,.28201801,1
14,1990,7.2,3.2,.564036,.5,9.474933,.908172,.21944,.5,.28201801,1
15,1955,1.7,4.5,.224567,1,8.530504000000001,.507043,.4955,1,.224567,1
15,1956,2,7.5,.224567,1,8.550435,.516023,.5787,1,.224567,1
15,1957,2.1,3.5,.224567,1,8.578099999999999,.511795,.5800999999999999,1,.224567,1
15,1958,3.4,.8,.224567,1,8.583543000000001,.502362,.5855,1,.224567,1
15,1959,3.3,.8,.224567,1,8.602637,.492183,.5803,1,.224567,1
15,1960,2.4,1,.224567,1,8.632306,.506261,.5766,1,.224567,1
15,1961,1.8,2.6,.224567,1,8.67488,.504576,.5821,1,.224567,1
15,1962,2.1,4.8,.224567,1,8.712431,.484732,.5788,1,.224567,1
15,1963,2.5,3.4,.224567,1,8.758412,.496089,.5793,.916667,.224567,1
15,1964,2.2,4.7,.224567,1,8.803274,.510209,.5750999999999999,1,.224567,1
15,1965,1.8,4.8,.224567,1,8.846496999999999,.516139,.5731000000000001,.833333,.224567,1
15,1966,1.6,4,.224567,1,8.88364,.519278,.5664,0,.224567,1
15,1967,1.5,3,.224567,1,8.932741,.53665,.5600000000000001,0,.224567,1
15,1968,2.1,4.4,.224567,1,8.942983999999999,.5203449999999999,.5581,0,.224567,1
15,1969,2,4.2,.224567,1,8.982184,.529415,.5562,0,.224567,1
15,1970,1.6,12.8,.224567,1,8.991438,.550726,.5556,0,.224567,1
15,1971,1.5,6.7,.224567,1,9.026538,.524262,.52955,.75,.224567,1
15,1972,1.7,5,.234948,1,9.076352,.512478,.5034999999999999,.833333,.23494799,1
15,1973,1.5,9.199999999999999,.234948,1,9.112728000000001,.564381,.5103,.166667,.23494799,1
15,1974,1.5,10.3,.234948,1,9.154933,.626594,.5247000000000001,1,.23494799,1
15,1975,2.3,10,.234948,1,9.187379,.594936,.5147,1,.23494799,1
15,1976,1.8,7.5,.234948,1,9.25225,.608418,.5006,1,.23494799,1
15,1977,1.5,8.300000000000001,.234948,1,9.280612,.604824,.5097,1,.23494799,1
15,1978,1.8,6.4,.234948,1,9.324115000000001,.550277,.5147,1,.23494799,1
15,1979,2,6.6,.234948,1,9.368967,.577643,.5282,1,.23494799,1
15,1980,1.6,14.6,.234948,1,9.404343000000001,.61491,.5574,1,.23494799,1
15,1981,2,14,.234948,1,9.409682999999999,.591916,.5516,.833333,.23494799,1
15,1982,2.6,10.2,.234948,1,9.407304,.587912,.5505,0,.23494799,1
15,1983,3.4,6.1,.234948,1,9.450459,.57137,.5407999999999999,0,.23494799,1
15,1984,3.1,6.4,.234948,1,9.50666,.590345,.5458,0,.23494799,1
15,1985,2.6,5.2,.234948,1,9.557046,.606349,.541,0,.23494799,1
15,1986,2,-1.4,.234948,1,9.594446,.552634,.5414,.75,.23494799,1
15,1987,2.1,6,.234948,1,9.603192999999999,.528218,.5318000000000001,1,.23494799,1
15,1988,3.2,2.9,.234948,1,9.593832000000001,.464777,.5308,1,.23494799,1
15,1989,4.9,2,.234948,1,9.590828999999999,.513704,.5384,.791667,.23494799,1
15,1990,5.3,4.7,.234948,1,9.609251,.5284489999999999,.540192,.236111,.23494799,1
18,1955,1.7,4,.302917,1,8.798455000000001,.379107,.6862,1,.302917,1
18,1956,1.3,5.6,.302917,1,8.820995,.389229,.6869,1,.302917,1
18,1957,1.6,4.3,.302917,1,8.841882,.400729,.6881,1,.302917,1
18,1958,2.2,3.2,.302917,1,8.857799999999999,.370146,.6934,1,.302917,1
18,1959,1.8,1.1,.302917,1,8.904358999999999,.36086,.6954,1,.302917,1
18,1960,1.3,4.9,.302917,1,8.934850000000001,.391935,.7008,1,.302917,1
18,1961,1.1,2.9,.302917,1,8.981807,.373765,.6225000000000001,1,.302917,1
18,1962,1.1,4,.302917,1,9.015905999999999,.367183,.6325,1,.302917,1
18,1963,1.4,1.9,.302917,1,9.059634000000001,.374904,.6418,1,.302917,1
18,1964,1.2,4.4,.302917,1,9.120305999999999,.383805,.6492,1,.302917,1
18,1965,1,6,.302917,1,9.148678,.386763,.6492,1,.302917,1
18,1966,1.3,6.6,.302917,1,9.157572,.376377,.6428,1,.302917,1
18,1967,1.7,5,.302917,1,9.182249000000001,.361483,.6539,1,.302917,1
18,1968,1.8,2.4,.302917,1,9.211739,.370797,.6572,1,.302917,1
18,1969,1.5,3.4,.302917,1,9.251386,.394597,.6661,1,.302917,1
18,1970,1.2,6,.302917,1,9.284148,.414568,.6618000000000001,1,.302917,1
18,1971,2.1,7.1,.302917,1,9.28387,.399613,.6766,1,.302917,1
18,1972,2.2,7,.302917,1,9.302281000000001,.39442,.6885,1,.302917,1
18,1973,2,7,.302917,1,9.338118,.443914,.7016,1,.302917,1
18,1974,1.6,9.5,.302917,1,9.367088000000001,.563636,.7175,1,.302917,1
18,1975,1.3,14.5,.302917,1,9.389156,.480076,.7285,1,.302917,1
18,1976,1.3,11.9,.302917,1,9.394410000000001,.486464,.7382,.833333,.302917,1
18,1977,1.5,10.5,.302917,1,9.367857000000001,.475374,.7599,0,.302917,1
18,1978,1.8,9.6,.302917,1,9.376871,.462982,.7706,0,.302917,1
18,1979,1.7,7.9,.302917,1,9.414179000000001,.521667,.7732,0,.302917,1
18,1980,1.6,11.7,.302917,1,9.429957999999999,.515042,.7801,0,.302917,1
18,1981,2.1,9.5,.302917,1,9.423029,.502524,.7841,0,.302917,1
18,1982,2.6,8.699999999999999,.302917,1,9.431482000000001,.53981,.7891,.166667,.302917,1
18,1983,2.9,9.699999999999999,.302917,1,9.447939,.578832,.798,1,.302917,1
18,1984,2.6,7.7,.302917,1,9.487821,.580862,.8086,1,.302917,1
18,1985,2.4,6.8,.302917,1,9.506809000000001,.582863,.8126,1,.302917,1
18,1986,2.2,7.1,.302917,1,9.526973999999999,.5252869999999999,.8241000000000001,1,.302917,1
18,1987,1.9,5.3,.302917,1,9.555914,.526298,.846,1,.302917,1
18,1988,1.6,6.6,.302917,1,9.575538999999999,.523509,.8384,1,.302917,1
18,1989,1.4,8,.302917,1,9.594309000000001,.5255880000000001,.8289,1,.302917,1
18,1990,1.6,10.5,.302917,1,9.599812,.485646,.833195,1,.302917,1
19,1955,1,1,.8412500000000001,.75,8.999866000000001,.442022,.3891,0,.63093752,1
19,1956,1.1,.8,.8412500000000001,.75,9.052398999999999,.471024,.3898,0,.63093752,1
19,1957,.7,2.3,.8412500000000001,.75,9.068546,.487492,.3812,0,.63093752,1
19,1958,1.2,5.1,.8412500000000001,.75,9.014811999999999,.437,.3818,0,.63093752,1
19,1959,.8,-.1,.8412500000000001,.75,9.082848,.457118,.3706,.047619,.63093752,1
19,1960,.4,2.8,.8412500000000001,.75,9.149422,.475374,.3697,.285714,.63093752,1
19,1961,.2,4.1,.8412500000000001,.75,9.218011000000001,.487286,.3611,.285714,.63093752,1
19,1962,.2,5.8,.8412500000000001,.75,9.242032999999999,.484249,.3523,.285714,.63093752,1
19,1963,.2,4.8,.8412500000000001,.75,9.267004,.476238,.346,.285714,.63093752,1
19,1964,0,5.3,.8412500000000001,.75,9.303739999999999,.475405,.3419,.285714,.63093752,1
19,1965,0,3.8,.8412500000000001,.75,9.319195000000001,.472742,.3381,.285714,.63093752,1
19,1966,0,4.8,.8412500000000001,.75,9.333176999999999,.477187,.3339,.285714,.63093752,1
19,1967,0,4.4,.8412500000000001,.75,9.351753,.468054,.3235,.285714,.63093752,1
19,1968,0,3.1,.8412500000000001,.75,9.373989,.489667,.3174,.285714,.63093752,1
19,1969,0,2.6,.8412500000000001,.75,9.418654999999999,.525098,.3129,.285714,.63093752,1
19,1970,0,4.7,.8412500000000001,.75,9.468233,.551422,.2887,.285714,.63093752,1
19,1971,0,9.199999999999999,.8412500000000001,.75,9.498146999999999,.517282,.2908,.285714,.63093752,1
19,1972,0,9.800000000000001,.8412500000000001,.75,9.517752,.500823,.2877,.285714,.63093752,1
19,1973,0,8.1,.8412500000000001,.75,9.540004,.511276,.2856,.285714,.63093752,1
19,1974,0,6.9,.8412500000000001,.75,9.553292000000001,.554798,.2885,.285714,.63093752,1
19,1975,.9,7.1,.8412500000000001,.75,9.472011999999999,.482803,.3207,.285714,.63093752,1
19,1976,1.8,2.7,.8412500000000001,.75,9.460710000000001,.5203449999999999,.3343,.285714,.63093752,1
19,1977,1.2,.3,.8412500000000001,.75,9.485621,.582599,.3279,.285714,.63093752,1
19,1978,.9,3.6,.8412500000000001,.75,9.486682999999999,.554245,.3227,.285714,.63093752,1
19,1979,.9,2,.8412500000000001,.75,9.513033999999999,.585609,.3166,.285714,.63093752,1
19,1980,.6,2.7,.851563,.75,9.568085,.649019,.3113,.285714,.63867223,1
19,1981,.6,6.9,.851563,.75,9.57408,.611201,.3043,.285714,.63867223,1
19,1982,1.2,7.3,.851563,.75,9.557187000000001,.565316,.3014,.285714,.63867223,1
19,1983,2.4,3.3,.851563,.75,9.561489999999999,.564198,.3002,.285714,.63867223,1
19,1984,3,2.8,.851563,.75,9.574775000000001,.608724,.297,.285714,.63867223,1
19,1985,2.4,2.7,.851563,.75,9.606697,.620061,.2846,.285714,.63867223,1
19,1986,2.1,3.8,.851563,.75,9.632400000000001,.577309,.2786,.285714,.63867223,1
19,1987,1.8,2.5,.851563,.75,9.648014,.560063,.2765,.285714,.63867223,1
19,1988,2.1,3,.851563,.75,9.671682000000001,.582947,.2693,.285714,.63867223,1
19,1989,1.8,3.3,.851563,.75,9.699166,.618034,.2656,.285714,.63867223,1
19,1990,1.8,4.5,.851563,.75,9.711418999999999,.5887520000000001,.263761,.285714,.63867223,1
20,1955,.8,3.2,.473771,.25,8.883224,.3506,.46998,0,.11844275,1
20,1956,1.4,6.9,.473771,.25,8.861067,.316436,.471081,0,.11844275,1
20,1957,2,.1,.473771,.25,8.858511,.314165,.47243,0,.11844275,1
20,1958,2.6,0,.473771,.25,8.906935000000001,.272471,.474083,0,.11844275,1
20,1959,2.5,4.5,.473771,.25,8.949624999999999,.282394,.476111,0,.11844275,1
20,1960,1.9,3.2,.473771,.25,8.959569,.280841,.4786,0,.11844275,1
20,1961,3.5,1.2,.473771,.25,8.932741,.278812,.47,0,.11844275,1
20,1962,2.8,1.2,.473771,.25,8.984318,.26855,.4757,0,.11844275,1
20,1963,2.7,3.7,.473771,.25,9.03229,.27916,.4768,0,.11844275,1
20,1964,1.7,2.7,.473771,.25,9.088286,.290255,.4727,0,.11844275,1
20,1965,1.5,2.9,.473771,.25,9.085117,.284866,.4725,0,.11844275,1
20,1966,1.7,3.3,.473771,.25,9.120963,.262165,.4491,0,.11844275,1
20,1967,1.9,3.1,.473771,.25,9.144307,.266815,.4408,0,.11844275,1
20,1968,1.8,3.1,.473771,.25,9.219003000000001,.259712,.4368,0,.11844275,1
20,1969,1.8,4.9,.473771,.25,9.249946,.25937,.4339,0,.11844275,1
20,1970,1.6,4.9,.473771,.25,9.283219000000001,.263563,.4342,0,.11844275,1
20,1971,1.9,6.3,.473771,.25,9.295233,.246179,.4452,0,.11844275,1
20,1972,2.6,9.4,.473771,.25,9.318657,.230416,.4499,0,.11844275,1
20,1973,2.3,14.7,.473771,.25,9.351319,.2412,.4625,1,.11844275,1
20,1974,2.6,18.4,.473771,.25,9.340579,.271134,.4747,1,.11844275,1
20,1975,4.8,15.1,.473771,.25,9.350711,.245194,.4742,.916667,.11844275,1
20,1976,4.7,11.1,.473771,.25,9.370927,.250639,.4673,0,.11844275,1
20,1977,5.6,7.7,.473771,.25,9.364091,.265484,.458,0,.11844275,1
20,1978,6.2,7.9,.473771,.25,9.405989,.258741,.4587,0,.11844275,1
20,1979,6.2,11,.473771,.25,9.411402000000001,.28286,.4643,0,.11844275,1
20,1980,6,10.1,.473771,.25,9.435083000000001,.293814,.464,0,.11844275,1
20,1981,5.7,10.2,.473771,.25,9.448491000000001,.276254,.4599,0,.11844275,1
20,1982,7.1,10.9,.473771,.25,9.403601999999999,.284214,.4586,0,.11844275,1
20,1983,9.9,7.5,.473771,.25,9.45595,.253823,.4457,.75,.11844275,1
20,1984,8.9,6.1,.473771,.25,9.493563,.26903,.4446,1,.11844275,1
20,1985,8.199999999999999,7,.473771,.25,9.516574,.302009,.4537,1,.11844275,1
20,1986,8,7.2,.473771,.25,9.518413000000001,.290589,.4517,1,.11844275,1
20,1987,8,7.7,.473771,.25,9.554072,.283018,.4448,1,.11844275,1
20,1988,7.2,9.1,.473771,.25,9.595874999999999,.277419,.4361,1,.11844275,1
20,1989,6.1,7,.473771,.25,9.606024,.291222,.4269,1,.11844275,1
20,1990,6.8,4.5,.473771,.25,9.578104,.277437,.428731,1,.11844275,1
21,1955,0,1.5,.120058,.25,8.836083,.552249,.58157,0,.0300145,1
21,1956,0,3.1,.120058,.25,8.820551999999999,.525409,.581519,0,.0300145,1
21,1957,.1,1.8,.120058,.25,8.855093,.514652,.5814510000000001,0,.0300145,1
21,1958,.1,1.4,.120058,.25,8.843038,.460448,.581388,1,.0300145,1
21,1959,.1,2.9,.120058,.25,8.859363,.422683,.581376,1,.0300145,1
21,1960,.1,2.1,.150495,.25,8.982184,.434127,.581494,1,.037623748,1
21,1961,0,.4,.150495,.25,8.995412999999999,.435322,.581844,0,.037623748,1
21,1962,.1,3.6,.150495,.25,9.006264,.372157,.582517,0,.037623748,1
21,1963,.1,3.6,.150495,.25,9.034438,.398258,.583519,0,.037623748,1
21,1964,.1,4.3,.150495,.25,9.068431,.407802,.58465,0,.037623748,1
21,1965,.1,3.6,.150495,.25,9.108529000000001,.381893,.585349,0,.037623748,1
21,1966,0,.7,.150495,.25,9.118335,.38663,.584561,0,.037623748,1
21,1967,.4,4.4,.150495,.25,9.071538,.339708,.580774,0,.037623748,1
21,1968,.7,4.9,.150495,.25,9.062303999999999,.383363,.572414,0,.037623748,1
21,1969,.3,2.7,.150495,.25,9.118444,.384963,.558809,0,.037623748,1
21,1970,.1,10.2,.150495,.25,9.147614000000001,.377846,.541709,0,.037623748,1
21,1971,.3,13.5,.150495,.25,9.182558,.34709,.527,0,.037623748,1
21,1972,.5,10.5,.150495,.25,9.210739999999999,.351032,.54781,0,.037623748,1
21,1973,.2,7.8,.150495,.25,9.27153,.380987,.577098,1,.037623748,1
21,1974,.1,3.1,.150495,.25,9.313618999999999,.430797,.568556,1,.037623748,1
21,1975,.3,16.6,.150495,.25,9.261604,.37794,.579539,1,.037623748,1
21,1976,.4,17.4,.150495,.25,9.27153,.431622,.584,0,.037623748,1
21,1977,.6,15.1,.150495,.25,9.214829999999999,.454258,.588081,0,.037623748,1
21,1978,1.7,14.2,.150495,.25,9.213934,.413081,.596623,0,.037623748,1
21,1979,1.9,19.6,.150495,.25,9.243969,.460829,.614928,0,.037623748,1
21,1980,2.7,13.7,.150495,.25,9.245901,.484404,.617368,0,.037623748,1
21,1981,3.5,15.6,.150495,.25,9.288689,.468247,.607,0,.037623748,1
21,1982,3.7,10.9,.150495,.25,9.296151,.478863,.611267,0,.037623748,1
21,1983,5.4,1.5,.150495,.25,9.306013999999999,.459411,.603945,0,.037623748,1
21,1984,4.6,8.199999999999999,.150495,.25,9.345395999999999,.517254,.5659999999999999,.416667,.037623748,1
21,1985,3.6,15.2,.150495,.25,9.345133000000001,.517262,.5600000000000001,1,.037623748,1
21,1986,4,17,.150495,.25,9.367686000000001,.415222,.56977,1,.037623748,1
21,1987,4.1,15.4,.150495,.25,9.366318,.390051,.5801809999999999,1,.037623748,1
21,1988,5.6,7.9,.150495,.25,9.350189,.367482,.5867329999999999,1,.037623748,1
21,1989,6.8,5,.150495,.25,9.372629,.413545,.58965,1,.037623748,1
21,1990,7.6,4.4,.150495,.25,9.351232,.43602,.590425,.833333,.037623748,1
