countryid,year,sftprev,sftpeth,sftpreg,sftpgen,poldurab,unuurbpc,ciob,cioc,POLITY,SumEvents
OMA,1982,0,0,0,0,25,31.53,11,3,-10,4
OMA,1987,0,0,0,0,30,46.51,14,6,-10,0
OMA,1992,0,0,0,0,35,62.14,14,8,-9,0
OMA,1997,0,0,0,0,40,75.59999999999999,16,7,-9,0
PAK,1972,0,1,1,1,0,24.89,24,8,0,8
PAK,1977,0,1,1,1,0,26.4,26,7,-7,10.5
PAK,1982,0,0,0,0,5,28.07,29,5,-7,10.5
PAK,1987,0,1,0,0,2,29.81,32,8,-4,10.5
PAK,1992,0,1,0,0,4,31.88,30,10,8,10
PAK,1997,0,1,0,0,9,34.3,34,14,7,14
PAN,1957,0,0,0,0,1,38.47,8,1,4,0
PAN,1962,0,0,0,0,6,41.25,13,1,4,0
PAN,1967,0,0,0,0,11,44.43,13,2,4,0
PAN,1972,0,0,0,0,4,47.64,14,1,-7,2
PAN,1977,0,0,0,0,9,49.04,17,2,-7,2
PAN,1982,0,0,0,0,14,50.45,18,2,-5,2
PAN,1987,0,0,0,0,19,52.1,24,4,-6,0
PAN,1992,0,0,0,0,2,53.74,25,2,8,0
PAN,1997,0,0,0,0,7,55.64,24,2,9,0
PAR,1957,0,0,0,0,3,35.07,11,1,-9,0
PAR,1962,0,0,0,0,8,35.57,15,1,-9,0
PAR,1967,0,0,0,0,13,36.24,14,1,-8,0
PAR,1972,0,0,0,0,18,37.07,14,1,-8,0
PAR,1977,0,0,0,0,23,38.98,15,1,-8,0
PAR,1982,0,0,0,0,28,41.69,17,0,-8,0
PAR,1987,0,0,0,0,33,44.98,23,1,-8,0
PAR,1992,0,0,0,0,3,48.7,23,1,2,0
PAR,1997,0,0,0,0,4,52.42,27,1,7,0
PER,1957,0,0,0,0,24,40.79,14,0,4,0
PER,1962,0,0,0,0,29,46.28,17,1,5,0
PER,1967,0,0,0,0,34,51.87,18,2,5,0
PER,1972,0,0,0,0,4,57.41,22,3,-7,1
PER,1977,0,0,0,0,9,61.46,22,4,-7,1
PER,1982,1,0,1,0,2,64.56999999999999,23,6,7,2
PER,1987,1,0,1,0,7,66.86,29,7,7,13
PER,1992,1,0,1,0,0,68.90000000000001,28,5,-3,32
PER,1997,1,0,1,0,3,70.87,29,6,2,38
PHI,1957,0,0,0,0,7,28.7,13,1,5,0
PHI,1962,0,0,0,0,12,30.3,15,1,5,0
PHI,1967,0,0,0,0,17,31.6,16,3,5,0
PHI,1972,1,1,1,1,0,32.98,17,5,-9,7
PHI,1977,1,1,1,1,5,35.56,19,5,-9,19.5
PHI,1982,1,1,1,1,10,37.48,27,4,-7,34.5
PHI,1987,1,1,1,1,0,43.05,29,7,8,45.5
PHI,1992,1,1,1,1,5,48.8,30,7,9,50
PHI,1997,1,1,1,1,10,54.04,31,8,9,43
PKS,1957,0,0,0,0,1,19.71,15,5,8,12
PKS,1962,0,0,0,0,0,22.1,19,7,1,7
PKS,1967,0,0,0,0,5,23.54,20,8,1,3
PNG,1977,0,0,0,0,1,11.93,7,3,10,0
PNG,1982,0,0,0,0,6,13.05,13,7,10,0
PNG,1987,0,0,0,0,11,14,14,8,10,0
PNG,1992,0,0,0,0,16,14.99,19,5,10,5
PNG,1997,0,0,0,0,21,16.05,18,6,10,10
POL,1957,0,0,0,0,9,43.24,16,8,-7,0
POL,1962,0,0,0,0,14,47.9,17,9,-7,0
POL,1967,0,0,0,0,19,50.01,19,8,-7,0
POL,1972,0,0,0,0,24,52.32,22,10,-7,0
POL,1977,0,0,0,0,29,55.4,23,11,-7,0
POL,1982,0,0,0,0,34,58.1,23,12,-8,0
POL,1987,0,0,0,0,39,59.98,26,10,-6,0
POL,1992,0,0,0,0,1,61.83,26,13,8,0
POL,1997,0,0,0,0,6,63.65,32,9,9,0
POR,1957,0,0,0,0,27,20.58,20,6,-9,0
POR,1962,0,0,0,0,32,22.06,18,9,-9,0
POR,1967,0,0,0,0,37,23.92,21,8,-9,0
POR,1972,0,0,0,0,42,25.91,24,9,-9,0
POR,1977,0,0,0,0,1,27.66,27,9,9,0
POR,1982,0,0,0,0,6,29.44,28,7,10,0
POR,1987,0,0,0,0,11,31.41,34,8,10,0
POR,1992,0,0,0,0,16,33.47,33,13,10,0
POR,1997,0,0,0,0,21,35.59,36,14,10,0
PRK,1957,0,0,0,0,9,35.46,5,2,-8,0
PRK,1962,0,0,0,0,14,40.2,5,3,-8,0
PRK,1967,0,0,0,0,19,45.09,6,2,-9,0
PRK,1972,0,0,0,0,24,54.2,8,5,-9,0
PRK,1977,0,0,0,0,29,56.7,6,3,-9,0
PRK,1982,0,0,0,0,34,56.9,9,4,-9,0
PRK,1987,0,0,0,0,39,58.9,12,5,-9,0
PRK,1992,0,0,0,0,44,59.9,15,6,-9,0
PRK,1997,0,0,0,0,49,61.21,14,5,-9,0
QAT,1972,0,0,0,0,1,79.90000000000001,4,1,-10,0
QAT,1977,0,0,0,0,6,82.94,9,5,-10,0
QAT,1982,0,0,0,0,11,85.59999999999999,13,4,-10,0
QAT,1987,0,0,0,0,16,87.90000000000001,16,5,-10,0
QAT,1992,0,0,0,0,21,89.88,15,7,-10,0
QAT,1997,0,0,0,0,26,91.37,18,7,-10,0
ROK,1957,0,0,0,0,9,24.39,13,0,-4,0
ROK,1962,0,0,1,0,1,27.71,16,1,-7,2
ROK,1967,0,0,0,0,4,32.35,15,4,3,3
ROK,1972,0,0,0,0,9,40.71,21,6,1,3
ROK,1977,0,0,0,0,14,48.04,22,6,1,1
ROK,1982,0,0,0,0,1,56.86,26,7,1,1
ROK,1987,0,0,0,0,0,64.89,30,7,0,1
ROK,1992,0,0,0,0,4,73.84999999999999,33,9,9,1
ROK,1997,0,0,0,0,9,81.28,35,9,10,0
RUM,1957,0,0,0,0,9,30.6,13,7,-7,0
RUM,1962,0,0,0,0,14,34.21,15,8,-7,0
RUM,1967,0,0,0,0,19,37.7,18,7,-7,0
RUM,1972,0,0,0,0,24,41.83,22,7,-7,0
RUM,1977,0,0,0,0,29,46.17,24,7,-8,0
RUM,1982,0,0,0,0,34,49.08,23,9,-8,0
RUM,1987,0,0,0,0,39,51.35,36,10,-8,0
RUM,1992,0,0,0,0,2,53.61,26,11,5,3
RUM,1997,0,0,0,0,1,55.86,29,10,8,3
RUS,1992,0,1,0,0,1,74,26,13,6,2
RUS,1997,0,0,0,0,6,75.92,32,13,4,6
RVN,1957,0,0,0,0,2,,10,3,-3,30
RVN,1962,1,0,0,1,7,,13,3,-3,35
RVN,1967,1,0,0,1,12,,13,3,-3,39
RVN,1972,1,0,0,1,17,,15,4,-3,50.5
RWA,1962,0,0,0,0,2,2.4,3,0,-5,28
RWA,1967,0,0,0,0,7,2.77,13,0,-5,40
RWA,1972,0,0,0,0,12,3.19,13,1,-5,32
RWA,1977,0,0,0,0,17,4,14,3,-7,12
RWA,1982,0,0,0,0,22,4.71,15,3,-7,0
RWA,1987,0,0,0,0,27,5.01,18,2,-7,0
RWA,1992,0,1,1,1,0,5.33,19,1,0,8
RWA,1997,0,1,1,1,2,5.66,18,1,-6,23
SAF,1957,0,0,0,0,47,44.86,15,4,4,0
SAF,1962,0,0,0,0,52,46.64,16,3,4,0
SAF,1967,0,0,0,0,57,47.25,16,5,4,0
SAF,1972,0,0,0,0,62,47.81,18,6,4,0
SAF,1977,1,0,0,0,67,47.97,19,7,4,5
SAF,1982,0,0,0,0,72,48.14,18,7,4,5
SAF,1987,1,1,0,0,77,48.33,18,7,4,15
SAF,1992,1,1,0,0,82,48.83,19,6,5,22
SAF,1997,0,0,0,0,3,49.33,29,6,9,28
SAL,1957,0,0,0,0,7,37.42,12,0,-5,0
SAL,1962,0,0,0,0,12,38.35,13,0,-3,0
SAL,1967,0,0,0,0,3,38.91,14,0,0,0
SAL,1972,0,0,0,0,8,39.4,14,0,-1,0
SAL,1977,1,0,1,1,0,40.41,16,0,-6,2
SAL,1982,1,0,1,1,0,41.56,18,0,0,14
SAL,1987,1,0,1,1,3,42.71,20,1,8,29
SAL,1992,1,0,1,1,8,43.88,19,1,9,42
SAL,1997,0,0,0,0,13,45.05,21,1,9,30
SAU,1957,0,0,0,0,31,22.05,8,0,-10,0
SAU,1962,0,0,0,0,36,29.73,11,1,-10,0
SAU,1967,0,0,0,0,41,38.77,12,2,-10,0
SAU,1972,0,0,0,0,46,48.67,13,2,-10,0
SAU,1977,0,0,0,0,51,58.35,17,5,-10,0
SAU,1982,0,0,0,0,56,65.86,18,4,-10,0
SAU,1987,0,0,0,0,61,72.65000000000001,21,5,-10,0
SAU,1992,0,0,0,0,66,78.53,21,6,-10,0
SAU,1997,0,0,0,0,71,82.78,25,6,-10,0
SEN,1962,0,0,1,0,0,31.93,14,0,0,1
SEN,1967,0,0,0,0,3,32.67,16,0,-7,3
SEN,1972,0,0,0,0,8,33.42,19,1,-7,3
SEN,1977,0,0,0,0,13,34.18,19,6,-6,2
SEN,1982,0,0,0,0,1,35.9,20,8,1,0
SEN,1987,0,0,0,0,6,37.85,22,8,1,0
SEN,1992,0,1,0,0,11,40.36,23,10,1,2
SEN,1997,0,1,0,0,16,43.67,27,9,1,7
SIE,1962,0,0,0,0,1,11,8,1,6,0
SIE,1967,0,0,1,0,0,13.95,14,3,-7,1
SIE,1972,0,0,0,0,1,17.54,13,6,-6,4
SIE,1977,0,0,0,0,6,21.41,16,7,-6,4
SIE,1982,0,0,0,0,11,24.06,17,7,-7,3
SIE,1987,0,0,0,0,16,26.93,19,9,-7,0
SIE,1992,1,0,1,0,21,30,21,9,-7,4
SIE,1997,1,0,1,0,0,33.26,19,8,-7,22
SIN,1967,0,0,0,0,2,100,7,2,-2,0
SIN,1972,0,0,0,0,7,100,13,4,-2,0
SIN,1977,0,0,0,0,12,100,17,7,-2,0
SIN,1982,0,0,0,0,17,100,21,7,-2,0
SIN,1987,0,0,0,0,22,100,18,8,-2,0
SIN,1992,0,0,0,0,27,100,18,8,-2,0
SIN,1997,0,0,0,0,32,100,20,9,-2,0
SLO,1997,0,0,0,0,4,58.78,29,6,7,0
SLV,1992,0,0,0,0,1,50.47,0,0,10,0
SLV,1997,0,0,0,0,6,51.32,24,2,10,0
SOM,1962,0,0,0,0,2,17.31,7,0,7,0
SOM,1967,0,0,0,0,7,19.46,10,0,7,0
SOM,1972,0,0,0,0,3,20.35,11,0,-7,1
SOM,1977,0,0,0,0,8,21.27,11,2,-7,1
SOM,1982,0,0,0,0,13,22.22,12,2,-7,1
SOM,1987,0,0,0,0,18,23.2,17,3,-7,0
SOM,1992,1,1,1,1,0,24.21,17,5,0,18
SOM,1997,1,1,1,1,0,25.63,17,4,0,38
SPN,1957,0,0,0,0,18,54.22,20,6,-7,0
SPN,1962,0,0,0,0,23,56.57,23,11,-7,0
SPN,1967,0,0,0,0,28,61.28,24,11,-7,0
SPN,1972,0,0,0,0,33,66.04000000000001,27,12,-7,0
SPN,1977,0,0,0,0,0,69.56999999999999,30,13,0,0
SPN,1982,0,0,0,0,4,72.79000000000001,31,13,9,0
SPN,1987,0,0,0,0,9,74.20999999999999,34,14,10,0
SPN,1992,0,0,0,0,14,75.34999999999999,34,16,10,0
SPN,1997,0,0,0,0,19,76.45,37,16,10,0
SRI,1957,0,0,0,0,9,16.09,9,6,7,0
SRI,1962,0,0,0,0,14,17.92,12,6,7,0
SRI,1967,0,0,0,0,19,19.86,12,8,7,0
SRI,1972,0,0,0,0,24,21.87,16,9,8,1
SRI,1977,0,0,0,0,29,22.04,20,9,8,1
SRI,1982,0,0,0,0,34,21.57,24,10,6,1
SRI,1987,1,1,0,1,39,21.1,27,12,5,10
SRI,1992,1,1,0,1,44,21.26,27,10,5,21
SRI,1997,1,1,0,1,49,22.07,27,10,5,32
SUD,1957,0,1,1,1,3,8.08,10,1,8,3
SUD,1962,0,1,1,1,4,10.3,16,1,-7,18
SUD,1967,0,1,1,1,2,13.04,16,2,7,33
SUD,1972,0,1,1,1,1,16.38,17,2,-7,46.5
SUD,1977,0,0,0,0,6,18.94,21,4,-7,31.5
SUD,1982,0,0,0,0,11,19.96,21,4,-7,16.5
SUD,1987,0,1,1,1,1,22.37,24,5,7,18
SUD,1992,0,1,1,1,3,26.62,24,7,-7,39.5
SUD,1997,0,1,1,1,8,31.35,25,7,-7,60
SWA,1972,0,0,0,0,4,9.710000000000001,6,2,0,0
SWA,1977,0,0,0,0,4,14.01,9,3,-10,0
SWA,1982,0,0,0,0,9,17.85,12,5,-10,0
SWA,1987,0,0,0,0,14,21.81,14,6,-10,0
SWA,1992,0,0,0,0,19,26.36,18,2,-10,0
SWA,1997,0,0,0,0,24,31.07,19,2,-9,0
SWD,1957,0,0,0,0,40,69.31999999999999,21,6,10,0
SWD,1962,0,0,0,0,45,72.59,23,7,10,0
SWD,1967,0,0,0,0,50,77.06999999999999,23,7,10,0
SWD,1972,0,0,0,0,55,81.13,29,8,10,0
SWD,1977,0,0,0,0,60,82.73,30,8,10,0
SWD,1982,0,0,0,0,65,83.09,33,11,10,0
SWD,1987,0,0,0,0,70,83.09999999999999,35,13,10,0
SWD,1992,0,0,0,0,75,83.09999999999999,36,12,10,0
SWD,1997,0,0,0,0,80,83.09999999999999,36,16,10,0
SWZ,1957,0,0,0,0,57,47.66,20,6,10,0
SWZ,1962,0,0,0,0,62,51.02,19,7,10,0
SWZ,1967,0,0,0,0,67,52.82,22,7,10,0
SWZ,1972,0,0,0,0,72,54.46,27,7,10,0
SWZ,1977,0,0,0,0,77,55.75,29,6,10,0
SWZ,1982,0,0,0,0,82,57,29,8,10,0
SWZ,1987,0,0,0,0,87,58.34,33,9,10,0
SWZ,1992,0,0,0,0,92,59.69,35,11,10,0
SWZ,1997,0,0,0,0,97,61.02,37,10,10,0
SYR,1957,0,0,0,0,3,33.63,10,2,7,0
SYR,1962,0,0,1,0,1,36.76,9,1,-2,6
SYR,1967,0,0,0,0,4,40.01,16,1,-7,9
SYR,1972,0,0,0,0,9,43.35,18,7,-9,9
SYR,1977,0,0,0,0,14,45.06,22,9,-9,3
SYR,1982,0,0,0,1,19,46.71,20,7,-9,5.5
SYR,1987,0,0,0,0,24,48.44,21,8,-9,5.5
SYR,1992,0,0,0,0,29,50.2,24,9,-9,5.5
SYR,1997,0,0,0,0,34,52.22,24,9,-9,0
TAJ,1992,1,0,1,0,0,32.2,0,0,-6,4
TAJ,1997,1,0,1,0,5,32.2,13,5,-5,19
TAW,1957,0,0,0,0,8,,1,0,-8,0
TAW,1962,0,0,0,0,13,,0,0,-8,0
TAW,1967,0,0,0,0,18,,1,0,-8,0
TAW,1972,0,0,0,0,23,,2,1,-8,0
TAW,1977,0,0,0,0,28,,7,1,-7,0
TAW,1982,0,0,0,0,33,,5,1,-7,0
TAW,1987,0,0,0,0,0,,5,1,-1,0
TAW,1992,0,0,0,0,0,,5,1,7,0
TAW,1997,0,0,0,0,5,,5,2,9,0
TAZ,1962,0,0,0,0,,4.71,6,1,,0
TAZ,1967,0,0,0,0,4,5.25,14,4,-7,0
TAZ,1972,0,0,0,0,9,6.69,17,5,-7,0
TAZ,1977,0,0,0,0,14,10.08,19,7,-7,0
TAZ,1982,0,0,0,0,19,14.75,20,7,-7,0
TAZ,1987,0,0,0,0,24,17.6,24,7,-7,0
TAZ,1992,0,0,0,0,29,20.8,23,5,-6,0
TAZ,1997,0,0,0,0,2,24.24,25,5,1,0
THI,1957,0,0,1,0,2,11.47,13,4,-3,1
THI,1962,0,0,0,0,4,12.51,13,6,-7,1
THI,1967,0,1,1,0,9,12.86,14,7,-7,1
THI,1972,0,1,1,0,1,13.29,17,8,-7,1
THI,1977,0,1,1,0,0,15.1,19,8,0,5
THI,1982,0,1,1,0,4,17.04,21,8,2,6
THI,1987,0,0,0,0,9,17.87,25,9,2,5
THI,1992,0,1,1,0,0,18.72,26,11,9,3
THI,1997,0,1,1,0,5,19.95,29,12,9,12
TKM,1992,0,0,0,0,1,44.88,0,0,-9,0
TKM,1997,0,0,0,0,6,44.88,14,4,-9,0
TOG,1962,0,0,0,0,1,9.779999999999999,6,0,-6,0
TOG,1967,0,0,0,0,6,11.33,12,0,-7,0
TOG,1972,0,0,0,0,11,13.12,13,1,-7,0
TOG,1977,0,0,0,0,16,16.32,15,3,-7,0
TOG,1982,0,0,0,0,21,22.9,15,4,-7,0
TOG,1987,0,0,0,0,26,26.51,19,4,-7,0
TOG,1992,0,0,0,0,0,28.45,23,3,0,0
TOG,1997,0,0,0,0,4,30.71,23,3,-2,0
TRI,1962,0,0,0,0,0,64.47,1,0,8,0
TRI,1967,0,0,0,0,5,63.72,11,2,8,0
TRI,1972,0,0,0,0,10,63,14,5,8,0
TRI,1977,0,0,0,0,15,63,18,6,8,0
TRI,1982,0,0,0,0,20,63.09,21,7,8,0
TRI,1987,0,0,0,0,25,66.16,22,7,9,0
TRI,1992,0,0,0,0,30,69.09999999999999,22,4,9,0
TRI,1997,0,0,0,0,35,71.73999999999999,24,3,9,0
TUN,1957,0,0,0,0,,32.9,13,0,,9
TUN,1962,0,0,0,0,3,36.04,13,2,-9,9
TUN,1967,0,0,0,0,8,39.51,17,3,-9,6
TUN,1972,0,0,0,0,13,44.53,22,8,-9,0
TUN,1977,0,0,0,0,18,49.85,24,12,-9,0
TUN,1982,0,0,0,0,23,51.54,26,12,-8,0
TUN,1987,0,0,0,0,0,53.84,30,14,-5,0
TUN,1992,0,0,0,0,5,57.95,29,14,-5,0
TUN,1997,0,0,0,0,10,61.95,32,13,-3,0
TUR,1957,0,0,0,0,4,25.71,16,7,4,0
TUR,1962,0,0,0,0,1,29.74,20,7,10,0
TUR,1967,0,0,0,0,6,34.12,19,7,9,0
TUR,1972,0,0,0,0,1,38.42,22,8,-2,3
TUR,1977,0,0,0,0,4,41.6,23,11,9,3
TUR,1982,0,1,1,0,2,43.78,24,9,-5,6
TUR,1987,0,1,1,0,4,52.45,29,10,7,11
TUR,1992,0,1,1,0,9,61.18,30,12,9,21
TUR,1997,0,1,1,0,14,69.23999999999999,31,12,8,28
UAE,1972,0,0,0,0,1,57.18,0,0,-8,0
UAE,1977,0,0,0,0,6,65.40000000000001,9,4,-8,0
UAE,1982,0,0,0,0,11,71.48,14,5,-8,0
UAE,1987,0,0,0,0,16,76.87,19,6,-8,0
UAE,1992,0,0,0,0,21,80.91,20,6,-8,0
UAE,1997,0,0,0,0,26,83.84,22,6,-8,0
UGA,1962,0,0,0,0,0,5.07,1,1,7,0
UGA,1967,1,1,1,1,0,6.48,13,4,-6,3
UGA,1972,1,1,1,1,5,7.96,16,5,-7,12
UGA,1977,1,1,1,1,10,8.34,19,7,-7,27
UGA,1982,1,1,1,1,1,8.800000000000001,19,8,3,39.5
UGA,1987,1,1,1,1,1,9.92,22,9,-7,45.5
UGA,1992,1,1,1,1,6,11.16,21,7,-7,40.5
UGA,1997,1,1,1,1,4,12.54,21,7,-2,35
UK,1957,0,0,0,0,57,84.95,20,13,10,0
UK,1962,0,0,0,0,62,85.68000000000001,24,16,10,0
UK,1967,0,0,0,0,67,87.08,24,17,10,0
UK,1972,0,0,0,0,72,88.48,27,19,10,4
UK,1977,0,0,0,0,77,88.73999999999999,30,20,10,9
UK,1982,0,0,0,0,82,88.79000000000001,30,23,10,14
UK,1987,0,0,0,0,87,88.93000000000001,32,24,10,15
UK,1992,0,0,0,0,92,89.08,32,21,10,15
UK,1997,0,0,0,0,97,89.23,34,20,10,12
UKR,1992,0,0,0,0,1,67.53,10,0,6,0
UKR,1997,0,0,0,0,6,70.15000000000001,19,2,7,0
URU,1957,0,0,0,0,5,79.09999999999999,14,3,8,0
URU,1962,0,0,0,0,10,80.14,15,3,8,0
URU,1967,0,0,0,0,15,81.14,15,1,8,0
URU,1972,0,0,1,0,0,82.09999999999999,17,3,0,3
URU,1977,0,0,0,0,4,83.05,17,2,-8,4
URU,1982,0,0,0,0,9,85.23999999999999,18,2,-7,4
URU,1987,0,0,0,0,2,87.19,25,4,9,1
URU,1992,0,0,0,0,7,88.91,26,4,10,0
URU,1997,0,0,0,0,12,90.27,26,3,10,0
USS,1957,0,0,0,0,35,,12,6,-7,0
USS,1962,0,0,0,0,40,,13,8,-7,0
USS,1967,0,0,0,0,45,,17,8,-7,0
USS,1972,0,0,0,0,50,,20,10,-7,0
USS,1977,0,0,0,0,55,,20,11,-7,0
USS,1982,0,0,0,0,60,,23,13,-7,0
USS,1987,0,1,1,0,65,,25,13,-7,0
UZB,1992,0,0,0,0,1,40.57,0,0,-9,0
UZB,1997,0,0,0,0,6,41.14,16,2,-9,0
VEN,1957,0,0,0,0,17,54.09,16,1,-3,0
VEN,1962,0,0,0,0,4,61.2,16,3,6,0
VEN,1967,0,0,0,0,9,66.67,17,3,6,0
VEN,1972,0,0,0,0,2,71.56999999999999,17,4,9,0
VEN,1977,0,0,0,0,7,75.75,21,4,9,0
VEN,1982,0,0,0,0,12,79.42,21,5,9,0
VEN,1987,0,0,0,0,17,81.94,27,6,9,0
VEN,1992,0,0,0,0,22,83.98,25,5,8,0
VEN,1997,0,0,0,0,27,85.83,29,5,8,0
VIE,1977,0,0,0,0,23,18.78,18,8,-7,47
VIE,1982,0,0,0,0,28,19.25,15,7,-7,28
VIE,1987,0,0,0,0,33,19.56,18,6,-7,10.5
VIE,1992,0,0,0,0,38,19.73,18,6,-7,0
VIE,1997,0,0,0,0,43,19.44,21,6,-7,0
YAR,1957,0,0,0,0,9,,4,0,-6,0
YAR,1962,1,0,0,0,0,,5,0,0,4
YAR,1967,1,0,0,0,0,,7,0,-3,24
YAR,1972,0,0,0,0,5,,9,0,-3,32
YAR,1977,0,0,0,0,0,,10,2,-6,28
YAR,1982,0,0,0,0,5,,13,2,-6,8
YAR,1987,0,0,0,0,10,,16,3,-6,0
YEM,1992,0,0,1,0,0,28.9,17,7,0,5
YEM,1997,0,0,0,0,3,33.5,18,6,0,8
YGS,1992,0,0,0,0,39,53.19,31,7,-5,0
YGS,1997,0,0,0,0,44,56.61,24,1,-6,0
YPR,1967,0,0,0,0,0,,7,0,-5,0
YPR,1972,0,0,0,0,5,,9,0,-6,0
YPR,1977,0,0,0,0,10,,9,3,-7,0
YPR,1982,0,0,0,0,15,,10,4,-8,0
YPR,1987,0,0,0,0,20,,12,5,-7,2
YUG,1957,0,0,0,0,4,,15,2,-7,0
YUG,1962,0,0,0,0,9,,21,5,-7,0
YUG,1967,0,0,0,0,14,,21,6,-7,0
YUG,1972,0,0,0,0,19,,25,7,-7,0
YUG,1977,0,0,0,0,24,,28,8,-7,0
YUG,1982,0,0,0,0,29,,30,7,-5,1
YUG,1987,0,0,0,0,34,,31,6,-5,1
ZAI,1962,1,1,1,1,0,22.3,11,1,0,12
ZAI,1967,0,0,0,0,2,26.1,13,1,-9,23
ZAI,1972,0,0,0,0,7,30.3,17,3,-9,23
ZAI,1977,0,1,0,1,12,29.5,20,3,-9,12
ZAI,1982,0,0,0,0,17,28.72,21,6,-9,4
ZAI,1987,0,0,0,0,22,27.95,24,5,-9,5
ZAI,1992,1,1,1,0,27,27.95,25,3,-8,6
ZAI,1997,1,1,1,0,0,28.72,26,3,-7,15
ZAM,1967,0,0,0,0,3,23.32,9,3,2,0
ZAM,1972,0,0,1,0,0,30.17,15,5,-9,5
ZAM,1977,0,0,0,0,5,34.84,15,6,-9,5
ZAM,1982,0,0,0,0,10,39.82,18,8,-9,5
ZAM,1987,0,0,0,0,15,40.92,22,8,-9,0
ZAM,1992,0,0,0,0,1,41.97,22,4,6,0
ZAM,1997,0,0,0,0,1,43.03,23,4,1,1
ZIM,1967,0,0,0,0,44,14.42,5,0,4,0
ZIM,1972,1,1,1,0,49,16.93,8,0,4,0
ZIM,1977,1,1,1,0,54,19.56,2,0,4,7
ZIM,1982,1,1,1,0,59,22.27,17,5,5,16
ZIM,1987,1,1,1,0,0,25.21,20,6,-6,26
ZIM,1992,0,0,0,0,5,28.38,22,3,-6,19
ZIM,1997,0,0,0,0,10,31.78,23,5,-6,10
