justice,service,retire,age,pension,pagree
1,1,0,44,0,1
1,2,0,45,0,1
1,3,0,46,0,1
1,4,0,47,0,1
1,5,0,48,0,1
1,6,0,49,0,1
1,7,1,50,0,1
2,1,0,50,0,1
2,2,0,51,0,1
2,3,1,52,0,1
3,1,0,57,0,1
3,2,0,58,0,1
3,3,0,59,0,1
3,4,0,60,0,1
3,5,0,61,0,1
3,6,0,62,0,1
3,7,0,63,0,1
3,8,0,64,0,1
3,9,0,65,0,1
3,10,0,66,0,1
3,11,0,67,0,1
3,12,0,68,0,0
3,13,0,69,0,0
3,14,0,70,0,0
3,15,0,71,0,0
3,16,0,72,0,0
3,17,0,73,0,0
3,18,0,74,0,0
3,19,0,75,0,0
3,20,0,76,0,0
3,21,0,77,0,0
4,1,0,47,0,1
4,2,0,48,0,1
4,3,0,49,0,1
4,4,0,50,0,1
4,5,0,51,0,1
4,6,0,52,0,1
4,7,0,53,0,1
4,8,0,54,0,1
4,9,0,55,0,1
4,10,0,56,0,1
5,1,0,58,0,1
5,2,0,59,0,1
5,3,0,60,0,1
5,4,0,61,0,1
5,5,0,62,0,1
5,6,0,63,0,1
5,7,1,64,0,1
6,1,0,38,0,1
6,2,0,39,0,1
6,3,0,40,0,1
6,4,0,41,0,1
6,5,0,42,0,1
6,6,0,43,0,1
6,7,0,44,0,1
6,8,0,45,0,1
6,9,0,46,0,1
6,10,0,47,0,1
7,1,0,59,0,1
7,2,1,60,0,1
8,1,0,47,0,1
8,2,0,48,0,1
8,3,0,49,0,1
8,4,0,50,0,1
8,5,0,51,0,1
8,6,0,52,0,1
8,7,0,53,0,1
8,8,0,54,0,0
8,9,0,55,0,0
8,10,0,56,0,0
8,11,0,57,0,0
8,12,0,58,0,0
8,13,0,59,0,0
8,14,0,60,0,0
9,1,0,54,0,1
9,2,0,55,0,1
9,3,0,56,0,1
9,4,0,57,0,1
9,5,0,58,0,1
9,6,0,59,0,0
9,7,0,60,0,0
9,8,0,61,0,0
9,9,0,62,0,0
9,10,0,63,0,0
9,11,0,64,0,0
9,12,0,65,0,0
9,13,0,66,0,0
9,14,0,67,0,0
9,15,0,68,0,0
9,16,0,69,0,0
10,1,0,50,0,1
10,2,0,51,0,1
10,3,0,52,0,1
10,4,0,53,0,1
10,5,1,54,0,1
11,1,0,36,0,1
11,2,0,37,0,1
11,3,0,38,0,1
11,4,0,39,0,1
11,5,0,40,0,0
11,6,0,41,0,0
11,7,0,42,0,0
11,8,0,43,0,0
11,9,0,44,0,0
11,10,0,45,0,0
11,11,0,46,0,0
11,12,0,47,0,0
11,13,0,48,0,0
11,14,0,49,0,0
11,15,0,50,0,0
11,16,0,51,0,0
11,17,0,52,0,0
11,18,0,53,0,0
11,19,0,54,0,0
11,20,0,55,0,0
11,21,0,56,0,0
11,22,0,57,0,0
11,23,0,58,0,0
11,24,0,59,0,0
11,25,0,60,0,0
11,26,0,61,0,0
11,27,0,62,0,0
11,28,0,63,0,0
11,29,0,64,0,0
11,30,0,65,0,0
11,31,0,66,0,0
11,32,0,67,0,0
11,33,0,68,0,0
12,1,0,45,0,1
12,2,0,46,0,0
12,3,0,47,0,0
12,4,0,48,0,0
12,5,1,49,0,0
13,1,0,45,0,0
13,2,0,46,0,0
13,3,0,47,0,0
13,4,0,48,0,0
13,5,0,49,0,0
13,6,0,50,0,0
13,7,0,51,0,0
13,8,0,52,0,0
13,9,0,53,0,0
13,10,0,54,0,0
13,11,0,55,0,0
13,12,0,56,0,0
13,13,0,57,0,0
13,14,0,58,0,0
13,15,0,59,0,0
13,16,0,60,0,0
13,17,0,61,0,0
13,18,0,62,0,0
13,19,0,63,0,0
13,20,0,64,0,0
13,21,0,65,0,0
13,22,0,66,0,0
13,23,0,67,0,0
13,24,0,68,0,0
13,25,0,69,0,0
13,26,0,70,0,0
13,27,0,71,0,0
13,28,0,72,0,0
13,29,0,73,0,0
13,30,0,74,0,0
13,31,0,75,0,0
13,32,0,76,0,0
13,33,0,77,0,0
13,34,0,78,0,0
13,35,0,79,0,0
14,1,0,32,0,1
14,2,0,33,0,1
14,3,0,34,0,1
14,4,0,35,0,1
14,5,0,36,0,1
14,6,0,37,0,1
14,7,0,38,0,1
14,8,0,39,0,1
14,9,0,40,0,1
14,10,0,41,0,1
14,11,0,42,0,1
14,12,0,43,0,1
14,13,0,44,0,1
14,14,0,45,0,1
14,15,0,46,0,1
14,16,0,47,0,1
14,17,0,48,0,1
14,18,0,49,0,1
14,19,0,50,0,1
14,20,0,51,0,1
14,21,0,52,0,1
14,22,0,53,0,1
14,23,0,54,0,1
14,24,0,55,0,1
14,25,0,56,0,1
14,26,0,57,0,1
14,27,0,58,0,1
14,28,0,59,0,1
14,29,0,60,0,1
14,30,0,61,0,1
14,31,0,62,0,1
15,1,0,49,0,1
15,2,0,50,0,1
15,3,0,51,0,1
15,4,0,52,0,1
15,5,0,53,0,1
15,6,0,54,0,1
15,7,0,55,0,1
15,8,0,56,0,1
15,9,0,57,0,1
15,10,0,58,0,1
15,11,0,59,0,1
15,12,0,61,0,1
15,13,0,61,0,1
15,14,0,62,0,1
15,15,0,63,0,1
15,16,0,64,0,1
15,17,0,65,0,1
16,1,0,42,0,1
16,2,0,43,0,1
16,3,0,44,0,1
16,4,0,45,0,1
16,5,0,46,0,1
16,6,0,47,0,1
16,7,0,48,0,1
16,8,0,49,0,1
16,9,0,50,0,1
16,10,0,51,0,1
16,11,0,52,0,1
16,12,0,53,0,1
16,13,0,54,0,1
16,14,0,55,0,1
16,15,0,56,0,1
16,16,0,57,0,1
16,17,0,58,0,1
16,18,0,59,0,1
16,19,0,60,0,1
16,20,0,61,0,1
17,1,0,58,0,1
17,2,0,59,0,1
17,3,0,60,0,1
17,4,0,61,0,1
17,5,0,62,0,1
17,6,0,63,0,1
17,7,0,64,0,1
17,8,0,65,0,1
17,9,0,66,0,1
17,10,0,67,0,1
17,11,0,68,0,1
17,12,0,69,0,1
17,13,0,70,0,1
17,14,0,71,0,1
17,15,0,72,0,1
17,16,0,73,0,1
17,17,0,74,0,1
17,18,0,75,0,1
17,19,0,76,0,1
17,20,0,77,0,1
17,21,0,78,0,1
17,22,0,79,0,1
17,23,0,80,0,1
17,24,0,81,0,1
17,25,1,82,0,1
18,1,0,32,0,1
18,2,0,33,0,1
18,3,0,34,0,1
18,4,0,35,0,1
18,5,0,36,0,1
18,6,0,37,0,1
18,7,0,38,0,1
18,8,0,39,0,1
18,9,0,40,0,1
18,10,0,41,0,1
18,11,0,42,0,1
18,12,0,43,0,1
18,13,0,44,0,1
18,14,0,45,0,1
18,15,0,46,0,1
18,16,0,47,0,1
18,17,0,48,0,1
18,18,0,49,0,1
18,19,0,50,0,1
18,20,0,51,0,1
18,21,0,52,0,1
18,22,0,53,0,1
18,23,0,54,0,1
18,24,0,55,0,1
18,25,0,56,0,1
18,26,0,57,0,1
18,27,0,58,0,1
18,28,0,59,0,1
18,29,0,60,0,1
18,30,0,61,0,0
18,31,0,62,0,0
18,32,0,63,0,0
18,33,0,64,0,0
18,34,0,65,0,1
19,1,0,55,0,1
19,2,0,56,0,1
19,3,0,57,0,1
19,4,0,58,0,1
19,5,0,59,0,1
19,6,0,60,0,1
19,7,0,61,0,1
19,8,0,62,0,1
19,9,0,63,0,1
19,10,0,64,0,1
19,11,0,65,0,1
19,12,0,66,0,1
19,13,0,67,0,1
19,14,0,68,0,1
19,15,0,69,0,1
19,16,0,70,0,1
19,17,0,71,0,1
19,18,0,72,0,1
19,19,0,73,0,0
19,20,0,74,0,0
19,21,0,75,0,0
20,1,0,49,0,1
20,2,0,50,0,1
20,3,0,51,0,1
21,1,0,44,0,1
21,2,0,45,0,1
21,3,0,46,0,1
21,4,0,47,0,1
21,5,0,48,0,1
21,6,0,49,0,1
21,7,0,50,0,1
21,8,0,51,0,1
21,9,0,52,0,1
21,10,0,53,0,1
21,11,0,54,0,1
21,12,0,55,0,0
21,13,0,56,0,0
21,14,0,57,0,0
21,15,0,58,0,0
21,16,0,59,0,1
21,17,0,60,0,1
21,18,0,61,0,1
21,19,0,62,0,1
21,20,0,63,0,0
21,21,0,64,0,0
21,22,0,65,0,0
21,23,0,66,0,0
21,24,0,67,0,1
21,25,0,68,0,1
21,26,0,69,0,1
21,27,0,70,0,1
21,28,0,71,0,1
21,29,0,72,0,1
21,30,0,73,0,1
21,31,0,74,0,1
21,32,0,75,0,0
22,1,0,50,0,1
22,2,0,51,0,1
22,3,0,52,0,1
22,4,0,53,0,1
22,5,0,54,0,1
22,6,0,55,0,1
22,7,0,56,0,1
22,8,0,57,0,1
22,9,0,58,0,1
22,10,0,59,0,1
22,11,0,60,0,1
22,12,0,61,0,0
22,13,0,62,0,0
22,14,0,63,0,0
22,15,0,64,0,0
23,1,0,45,0,1
23,2,0,46,0,1
23,3,0,47,0,1
23,4,0,48,0,1
23,5,0,49,0,1
23,6,0,50,0,1
23,7,0,51,0,0
23,8,0,52,0,0
23,9,0,53,0,0
23,10,0,54,0,0
23,11,0,55,0,1
23,12,0,56,0,1
23,13,0,57,0,1
23,14,0,58,0,1
23,15,0,59,0,0
23,16,0,60,0,0
23,17,0,61,0,0
23,18,0,62,0,0
23,19,0,63,0,1
23,20,0,64,0,1
23,21,0,65,0,1
23,22,0,66,0,1
23,23,0,67,0,1
23,24,0,68,0,1
23,25,0,69,0,1
23,26,0,70,0,1
23,27,0,71,0,0
23,28,0,72,0,0
23,29,0,73,0,0
23,30,0,74,0,0
23,31,0,75,0,0
23,32,0,76,0,1
23,33,0,77,0,1
24,1,0,59,0,1
24,2,0,60,0,1
24,3,0,61,0,1
24,4,0,62,0,1
24,5,0,63,0,1
24,6,0,64,0,0
24,7,0,65,0,0
24,8,0,66,0,0
24,9,0,67,0,0
24,10,0,68,0,1
24,11,0,69,0,1
24,12,0,70,0,1
24,13,0,71,0,1
24,14,0,72,0,0
24,15,0,73,0,0
24,16,0,74,0,0
24,17,0,75,0,0
24,18,0,76,0,1
24,19,0,77,0,1
24,20,0,78,0,1
24,21,0,79,0,1
24,22,0,80,0,1
24,23,0,81,0,1
24,24,0,82,0,1
24,25,0,83,0,1
24,26,0,84,0,0
24,27,0,85,0,0
24,28,0,86,0,0
24,29,0,87,0,0
25,1,0,52,0,1
25,2,0,53,0,1
25,3,0,54,0,1
25,4,0,55,0,1
25,5,0,56,0,1
25,6,0,57,0,0
26,7,0,58,0,1
26,8,0,59,0,1
26,9,0,60,0,1
26,10,0,61,0,1
26,11,0,62,0,0
26,12,0,63,0,0
26,13,0,64,0,0
26,14,0,65,0,0
26,15,0,66,0,1
26,16,0,67,0,1
26,17,0,68,0,1
26,18,0,69,0,1
26,19,0,70,0,0
26,20,0,71,0,0
26,21,0,72,0,0
26,22,0,73,0,0
26,23,0,74,0,1
26,24,0,75,0,1
26,25,0,76,0,1
26,26,0,77,0,1
26,27,0,78,0,1
26,28,0,79,0,1
26,29,0,80,0,1
26,30,0,81,0,1
26,31,0,82,0,0
26,32,0,83,0,0
26,33,0,84,0,0
26,34,0,85,0,0
26,35,0,86,0,0
27,1,0,57,0,1
27,2,0,58,0,1
27,3,0,59,0,1
27,4,0,60,0,0
27,5,0,61,0,0
27,6,0,62,0,0
27,7,0,63,0,0
27,8,0,64,0,1
27,9,0,65,0,1
27,10,0,66,0,1
27,11,0,67,0,1
27,12,0,68,0,0
27,13,0,69,0,0
27,14,0,70,0,0
27,15,0,71,0,0
28,1,0,57,0,0
28,2,0,58,0,0
28,3,0,59,0,0
28,4,0,60,0,1
28,5,0,61,0,1
28,6,0,62,0,1
28,7,0,63,0,1
28,8,0,64,0,0
28,9,0,65,0,0
28,10,0,66,0,0
28,11,0,67,0,0
28,12,0,68,0,1
28,13,0,69,0,1
28,14,0,70,0,1
28,15,0,71,0,1
28,16,0,72,0,1
28,17,0,73,0,1
28,18,0,74,0,1
28,19,0,75,0,1
29,1,0,52,0,1
29,2,0,53,0,1
29,3,0,54,0,1
29,4,0,55,0,1
29,5,0,56,0,0
29,6,0,57,0,0
29,7,0,58,0,0
29,8,0,59,0,0
29,9,0,60,0,1
29,10,0,61,0,1
29,11,0,62,0,1
29,12,0,63,0,1
29,13,0,64,0,1
29,14,0,65,0,1
29,15,0,66,0,1
29,16,0,67,0,1
29,17,0,68,0,0
29,18,0,69,0,0
29,19,0,70,0,0
29,20,0,71,0,0
29,21,0,72,0,0
29,22,0,73,0,1
29,23,0,74,0,1
29,24,0,75,0,1
29,25,0,76,0,0
29,26,0,77,1,0
29,27,0,78,1,0
29,28,1,79,1,0
30,1,0,55,0,1
30,2,0,56,0,1
30,3,0,57,0,1
30,4,0,58,0,1
30,5,0,59,0,0
30,6,0,60,0,0
30,7,0,61,0,0
31,1,0,52,0,1
31,2,0,53,0,1
31,3,0,54,0,1
31,4,0,55,0,0
31,5,0,56,0,0
31,6,0,57,0,0
31,7,0,58,0,0
31,8,0,59,0,1
31,9,0,60,0,1
31,10,0,61,0,1
31,11,0,62,0,1
31,12,0,63,0,1
31,13,0,64,0,1
31,14,0,65,0,1
31,15,0,66,0,1
31,16,0,67,0,0
31,17,0,68,0,0
31,18,0,69,0,0
31,19,0,70,0,0
31,20,0,71,0,0
31,21,0,72,0,1
31,22,0,73,0,1
31,23,0,74,0,1
31,24,0,75,0,0
31,25,1,76,1,0
32,1,0,41,0,1
32,2,0,42,0,1
32,3,0,43,0,0
32,4,0,44,0,0
32,5,0,45,0,0
32,6,0,46,0,0
32,7,1,47,0,0
33,1,0,41,0,1
33,2,0,42,0,1
33,3,0,43,0,1
33,4,0,44,0,1
33,5,0,45,0,1
33,6,0,46,0,1
33,7,0,47,0,1
33,8,0,48,0,1
33,9,1,49,0,0
34,1,0,54,0,1
34,2,0,55,0,1
34,3,0,56,0,1
34,4,0,57,0,0
34,5,0,58,0,0
34,6,0,59,0,0
34,7,0,60,0,0
34,8,0,61,0,0
34,9,0,62,0,1
34,10,0,63,0,1
34,11,0,64,0,1
34,12,0,65,0,0
34,13,0,66,0,0
34,14,0,67,0,0
34,15,0,68,0,0
34,16,0,69,0,0
34,17,0,70,1,0
34,18,0,71,1,0
34,19,0,72,1,0
34,20,0,73,1,0
34,21,0,74,1,0
34,22,0,75,1,0
34,23,0,76,1,0
34,24,0,77,1,0
35,1,0,57,0,1
35,2,0,58,0,1
35,3,0,59,0,1
35,4,0,60,0,1
35,5,0,61,0,0
35,6,0,62,0,0
35,7,0,63,0,0
35,8,0,64,0,1
35,9,0,65,0,1
35,10,0,66,0,1
35,11,0,67,0,1
35,12,0,68,0,1
35,13,0,69,0,1
35,14,0,70,1,1
35,15,0,71,1,1
35,16,0,72,1,1
35,17,0,73,1,1
35,18,0,74,1,1
35,19,0,75,1,1
35,20,1,76,1,1
36,1,0,46,0,1
36,2,0,47,0,1
36,3,0,48,0,1
36,4,0,49,0,1
36,5,0,50,0,0
36,6,0,51,0,0
36,7,0,52,0,0
36,8,0,53,0,1
36,9,0,54,0,1
36,10,0,55,0,1
36,11,0,56,0,1
36,12,0,57,0,1
36,13,0,58,0,1
36,14,0,59,0,1
36,15,0,60,0,1
36,16,0,61,0,1
36,17,0,62,0,1
36,18,0,63,0,1
36,19,0,64,0,1
36,20,0,65,0,1
36,21,0,66,0,1
36,22,0,67,0,1
36,23,0,68,0,1
36,24,0,69,0,0
36,25,0,70,1,0
36,26,0,71,1,0
36,27,0,72,1,0
36,28,0,73,1,1
36,29,0,74,1,1
37,1,0,47,0,1
37,2,0,48,0,1
37,3,0,49,0,1
37,4,0,50,0,1
37,5,0,51,0,0
37,6,0,52,0,0
37,7,0,53,0,0
37,8,0,54,0,1
37,9,0,55,0,1
37,10,0,56,0,1
37,11,0,57,0,1
37,12,0,58,0,1
37,13,0,59,0,1
37,14,0,60,0,1
37,15,0,61,0,1
37,16,1,62,0,1
38,1,0,46,0,0
38,2,0,47,0,0
38,3,0,48,0,0
38,4,0,49,0,1
38,5,0,50,0,1
38,6,0,51,0,1
38,7,0,52,0,0
38,8,0,53,0,0
38,9,0,54,0,0
38,10,0,55,0,0
38,11,0,56,0,0
38,12,0,57,0,0
38,13,0,58,0,0
38,14,0,59,0,0
38,15,0,60,0,0
38,16,0,61,0,0
38,17,0,62,0,0
38,18,0,63,0,0
38,19,0,64,0,0
38,20,0,65,0,0
38,21,0,66,0,0
38,22,0,67,0,0
38,23,0,68,0,1
38,24,0,69,0,1
38,25,0,70,1,1
38,26,0,71,1,1
38,27,0,72,1,0
38,28,0,73,1,0
38,29,0,74,1,0
38,30,0,75,1,0
38,31,0,76,1,1
38,32,0,77,1,1
38,33,0,78,1,1
38,34,0,79,1,1
38,35,1,80,1,0
39,1,0,56,0,1
39,2,0,57,0,1
39,3,0,58,0,0
39,4,0,59,0,0
39,5,0,60,0,0
39,6,0,61,0,1
39,7,0,62,0,1
39,8,0,63,0,1
39,9,0,64,0,1
39,10,0,65,0,1
40,1,0,61,0,1
40,2,0,62,0,1
40,3,0,63,0,1
40,4,0,64,0,1
40,5,0,65,0,1
40,6,0,66,0,1
40,7,0,67,0,1
40,8,0,68,0,1
40,9,0,69,0,1
40,10,0,70,1,1
40,11,1,71,1,1
41,1,0,57,0,1
41,2,0,58,0,1
41,3,0,59,0,1
41,4,0,60,0,1
41,5,0,61,0,1
41,6,0,62,0,1
41,7,0,63,0,1
41,8,0,64,0,1
41,9,0,65,0,1
41,10,0,66,0,1
41,11,0,67,0,1
41,12,0,68,0,1
41,13,0,69,0,1
41,14,0,70,1,1
41,15,0,71,1,1
41,16,0,72,1,0
41,17,0,73,1,0
41,18,0,74,1,0
41,19,0,75,1,0
41,20,0,76,1,1
41,21,0,77,1,1
41,22,0,78,1,1
41,23,0,79,1,1
42,1,0,62,0,1
42,2,0,63,0,1
42,3,0,64,0,1
42,4,0,65,0,1
42,5,0,66,0,1
42,6,0,67,0,1
42,7,0,68,0,1
42,8,0,69,0,1
42,9,0,70,0,1
42,10,1,71,1,1
43,1,0,57,0,1
43,2,0,58,0,1
43,3,0,59,0,1
43,4,0,60,0,1
43,5,0,61,0,1
43,6,0,62,0,1
43,7,0,63,0,1
43,8,0,64,0,1
43,9,0,65,0,1
43,10,0,66,0,1
43,11,0,67,0,1
43,12,0,68,0,0
43,13,0,69,0,0
43,14,0,70,1,0
43,15,0,71,1,0
44,1,0,44,0,1
44,2,0,45,0,1
44,3,0,46,0,1
44,4,0,47,0,1
44,5,0,48,0,1
44,6,0,49,0,1
44,7,0,50,0,1
44,8,0,51,0,1
44,9,0,52,0,0
44,10,0,53,0,0
44,11,0,54,0,0
44,12,0,55,0,0
44,13,0,56,0,1
44,14,0,57,0,1
44,15,0,58,0,1
44,16,0,59,0,1
44,17,0,60,0,0
44,18,0,61,0,0
44,19,0,62,0,0
44,20,0,63,0,0
44,21,0,64,0,1
44,22,0,65,0,1
44,23,0,66,0,1
44,24,0,67,0,1
44,25,0,68,0,1
44,26,0,69,0,1
44,27,0,70,1,1
44,28,0,71,1,1
44,29,0,72,1,1
44,30,0,73,1,1
44,31,0,74,1,1
44,32,0,75,1,1
44,33,0,76,1,1
44,34,0,77,1,1
44,35,0,78,1,1
45,1,0,56,0,1
45,2,0,57,0,1
45,3,0,58,0,1
45,4,0,59,0,1
45,5,0,60,0,0
45,6,0,61,0,0
45,7,0,62,0,0
46,1,0,56,0,1
46,2,0,57,0,1
46,3,0,58,0,1
46,4,0,59,0,1
46,5,0,60,0,0
46,6,0,61,0,0
46,7,0,62,0,0
46,8,0,63,0,0
46,9,0,64,0,1
47,1,0,53,0,1
47,2,0,54,0,1
47,3,0,55,0,1
47,4,0,56,0,0
47,5,0,57,0,0
47,6,0,58,0,0
47,7,0,59,0,0
47,8,0,60,0,1
47,9,0,61,0,1
47,10,0,62,0,1
47,11,0,63,0,1
47,12,0,64,0,0
47,13,0,65,0,0
47,14,0,66,0,0
47,15,0,67,0,0
47,16,0,68,0,1
47,17,0,69,0,1
47,18,0,70,1,1
47,19,0,71,1,1
47,20,0,72,1,1
47,21,1,73,1,1
48,1,0,62,0,1
48,2,0,63,0,1
48,3,0,64,0,1
48,4,0,65,0,0
48,5,0,66,0,0
48,6,0,67,0,0
48,7,0,68,0,0
48,8,0,69,0,1
48,9,0,70,0,1
48,10,0,71,1,1
48,11,0,72,1,1
48,12,0,73,1,0
49,1,0,62,0,1
49,2,0,63,0,0
49,3,0,64,0,0
49,4,0,65,0,0
49,5,0,66,0,0
49,6,0,67,0,1
50,1,0,55,0,1
50,2,0,56,0,0
50,3,0,57,0,0
50,4,0,58,0,0
50,5,0,59,0,0
50,6,0,60,0,1
50,7,0,61,0,1
50,8,0,62,0,1
50,9,0,63,0,1
50,10,0,64,0,0
50,11,0,65,0,0
50,12,0,66,0,0
50,13,0,67,0,0
50,14,0,68,0,0
50,15,0,69,0,0
50,16,0,70,1,0
50,17,0,71,1,0
50,18,0,72,1,0
50,19,0,73,1,0
50,20,0,74,1,0
50,21,0,75,1,0
50,22,0,76,1,0
50,23,0,77,1,0
51,1,0,52,0,1
51,2,0,53,0,1
51,3,0,54,0,1
51,4,0,55,0,0
51,5,0,56,0,0
51,6,0,57,0,0
51,7,0,58,0,0
