State,StateID,Year,MurderPer100K,DeathPenalty,Population,UrbanPct,AvgEducation,SchoolSpendEq,AvgIdeol,CitizenIdeol,EliteIdeol
Alabama,1,1985,9.8000002,1,4021,60,11.60314,89,33.349998,27.877131,38.416672
Alabama,1,1986,10.1,1,4051,60,11.71014,89,34.799999,37.791248,49.75
Alabama,1,1987,9.3000002,1,4084,60,11.81713,89,34.799999,38.516708,34.42857
Alabama,1,1988,9.8999996,1,4102,60,11.92413,89,35.990002,45.029911,40.94643
Alabama,1,1989,10.2,1,4030,60,12.03113,89,35.990002,37.472172,31.73214
Alabama,1,1990,11.6,1,4041,56.799999,12.13812,89,38.119999,33.83577,29.285721
Alabama,1,1991,11.5,1,4089,56.799999,12.24607,89,38.119999,39.809151,33.01786
Alabama,1,1992,11,1,4131,56.799999,12.35498,89,39.299999,39.622028,34.57143
Alabama,1,1993,11.6,1,4181,56.799999,12.46485,89,39.299999,39.01672,55.133331
Alabama,1,1994,11.9,1,4219,56.799999,12.57571,89,40.299999,39.415359,60.25
Alaska,2,1985,9.8000002,0,533,64.300003,13.14187,69,42.380001,38.52906,51.861858
Alaska,2,1986,8.6000004,0,544,64.300003,13.19961,69,42.380001,44.195381,56.450878
Alaska,2,1987,10.1,0,539,64.300003,13.25734,69,42.380001,47.606869,60.937241
Alaska,2,1988,5.6999998,0,542,64.300003,13.31507,69,42.380001,48.03413,63.18869
Alaska,2,1989,8,0,547,64.300003,13.37281,69,42.380001,39.92857,54.861069
Alaska,2,1990,7.5,0,550,61,13.43054,69,42.380001,50.346779,61.29348
Alaska,2,1991,7.4000001,0,570,61,13.48852,69,42.380001,42.252609,49.828159
Alaska,2,1992,7.5,0,587,61,13.54675,69,42.380001,46.582512,54.597309
Alaska,2,1993,9,0,598,61,13.60524,69,42.380001,46.05986,50.895229
Alaska,2,1994,6.3000002,0,606,61,13.66397,69,41.77,32.85638,40.55368
Arizona,3,1985,8,1,3161,83.800003,12.65567,74,31.379999,33.112549,36.875
Arizona,3,1986,9.3000002,1,3280,83.800003,12.73412,74,31.379999,35.244091,39.049999
Arizona,3,1987,7.5,1,3400,83.800003,12.81257,74,31.379999,38.00145,6.900002
Arizona,3,1988,8.5,1,3489,83.800003,12.89102,74,37.41,37.737202,36.380001
Arizona,3,1989,6.6999998,1,3622,83.800003,12.96947,74,37.41,37.225971,48.31834
Arizona,3,1990,7.6999998,1,3665,86.5,13.04791,74,29.809999,38.652012,47.330002
Arizona,3,1991,7.8000002,1,3750,86.5,13.12684,74,29.809999,35.661991,31.42667
Arizona,3,1992,8.1000004,1,3835,86.5,13.20624,74,29.809999,43.210171,33.959999
Arizona,3,1993,8.6000004,1,3945,86.5,13.28612,74,29.809999,39.20747,7.618753
Arizona,3,1994,10.5,1,4075,86.5,13.36648,74,25.32,33.25238,7.5500031
Arkansas,4,1985,7.9000001,1,2360,51.599998,11.52834,83,41.459999,46.153221,66.599998
Arkansas,4,1986,8.1000004,1,2371,51.599998,11.6349,83,46.439999,40.696671,62.400002
Arkansas,4,1987,7.5999999,1,2388,51.599998,11.74147,83,46.439999,50.925331,74
Arkansas,4,1988,8.6999998,1,2395,51.599998,11.84803,83,50.029999,56.596329,80.599998
Arkansas,4,1989,8.3999996,1,2346,51.599998,11.9546,83,50.029999,53.948101,78.75
Arkansas,4,1990,10.3,1,2351,52,12.06116,83,50.029999,41.137539,62.375
Arkansas,4,1991,11.1,1,2372,52,12.16867,83,50.029999,40.27739,63.900002
Arkansas,4,1992,10.8,1,2395,52,12.27715,83,51.200001,45.694469,76
Arkansas,4,1993,10.2,1,2426,52,12.38659,83,51.200001,42.232029,70.75
Arkansas,4,1994,12,1,2453,52,12.497,83,51.200001,40.295879,64.875
California,5,1985,10.5,1,26353,91.300003,12.80108,65,75.650002,50.979271,47.7327
California,5,1986,11.3,1,26977,91.300003,12.86666,65,63.93,51.10915,47.407169
California,5,1987,10.6,1,27653,91.300003,12.93224,65,63.93,53.229679,45.614189
California,5,1988,10.4,1,28314,91.300003,12.99782,65,42,56.605179,48.8797
California,5,1989,10.9,1,28218,91.300003,13.0634,65,42,55.777328,50.86441
California,5,1990,11.9,1,29760,93.699997,13.12898,65,42.18,53.49765,48.844292
California,5,1991,12.7,1,30380,93.699997,13.19489,65,42.18,51.67017,48.406559
California,5,1992,12.7,1,30909,93.699997,13.26113,65,42.400002,52.472,48.919651
California,5,1993,13.1,1,31217,93.699997,13.3277,65,42.400002,53.25452,49.397018
California,5,1994,11.8,1,31431,93.699997,13.39461,65,33.59,48.930889,43.749199
Colorado,6,1985,5.8000002,1,3232,80.599998,13.22339,82,40.540001,39.416199,45.133331
Colorado,6,1986,7,1,3265,80.599998,13.29315,82,44.990002,42.599709,48.01667
Colorado,6,1987,5.8000002,1,3293,80.599998,13.3629,82,44.990002,42.35664,45.375
Colorado,6,1988,5.6999998,1,3301,80.599998,13.43265,82,44.799999,51.123871,52.9375
Colorado,6,1989,4.4000001,1,3276,80.599998,13.50241,82,44.799999,45.977489,46.75
Colorado,6,1990,4.1999998,1,3294,83.800003,13.57216,82,44.799999,44.102509,44.1875
Colorado,6,1991,5.9000001,1,3377,83.800003,13.64228,82,44.799999,46.33654,46.834621
Colorado,6,1992,6.1999998,1,3463,83.800003,13.71275,82,44.799999,47.75729,48.104809
Colorado,6,1993,5.8000002,1,3564,83.800003,13.78359,82,44.799999,42.86269,56.388062
Colorado,6,1994,5.4000001,1,3656,83.800003,13.8548,82,46.5,41.300812,54.141102
Connecticut,7,1985,3.8,1,3175,78.800003,12.80575,72,66.980003,70.426033,71.418877
Connecticut,7,1986,4.5999999,1,3194,78.800003,12.9047,72,76.889999,79.121964,79.204643
Connecticut,7,1987,4.9000001,1,3212,78.800003,13.00364,72,76.889999,77.973579,90.125
Connecticut,7,1988,5.4000001,1,3233,78.800003,13.10259,72,76.889999,81.913742,93.5
Connecticut,7,1989,5.9000001,1,3283,78.800003,13.20153,72,64.830002,72.487221,91.019287
Connecticut,7,1990,5.0999999,1,3287,87,13.30048,72,67.18,66.988129,85.626183
Connecticut,7,1991,5.6999998,1,3291,87,13.40016,72,67.18,61.638069,70.900497
Connecticut,7,1992,5.0999999,1,3279,87,13.5006,72,67.580002,66.204002,73.457512
Connecticut,7,1993,6.3000002,1,3278,87,13.60178,72,67.580002,62.474499,71.138313
Connecticut,7,1994,6.5999999,1,3275,87,13.70373,72,57.869999,55.51228,61.482552
Delaware,8,1985,4.8000002,1,618,70.599998,12.56744,92,52.349998,46.20871,33.767681
Delaware,8,1986,4.9000001,1,626,70.599998,12.65357,92,36.810001,48.824249,33.745121
Delaware,8,1987,5.0999999,1,637,70.599998,12.73971,92,36.810001,59.77681,48.868599
Delaware,8,1988,5.1999998,1,648,70.599998,12.82585,92,27.379999,48.765591,40.980789
Delaware,8,1989,5.0999999,1,660,70.599998,12.91199,92,27.379999,49.569771,25.506399
Delaware,8,1990,5,1,658,79.199997,12.99812,92,27.379999,57.284389,42.673779
Delaware,8,1991,5.4000001,1,666,79.199997,13.08484,92,27.379999,55.069382,37.716461
Delaware,8,1992,4.5999999,1,690,79.199997,13.17212,92,27.299999,59.661789,41.745731
Delaware,8,1993,5,1,698,79.199997,13.26,92,27.299999,54.858509,73.263412
Delaware,8,1994,4.6999998,1,706,79.199997,13.34846,92,38.07,54.824108,72.134758
Florida,9,1985,11.4,1,11367,84.300003,12.31098,79,40.970001,38.587479,60
Florida,9,1986,11.7,1,11688,84.300003,12.39747,79,43.639999,35.669258,56.846149
Florida,9,1987,11.4,1,12022,84.300003,12.48395,79,43.639999,40.333389,37.35714
Florida,9,1988,11.4,1,12335,84.300003,12.57043,79,40.5,41.697769,39.10714
Florida,9,1989,11.1,1,12638,84.300003,12.65691,79,40.5,43.43346,41.22744
Florida,9,1990,10.7,1,12938,88,12.74339,79,40.5,41.88308,40.13055
Florida,9,1991,9.3999996,1,13277,88,12.83047,79,40.5,42.77663,66.560677
Florida,9,1992,9,1,13510,88,12.91814,79,43.049999,44.751598,67.29409
Florida,9,1993,8.8999996,1,13726,88,13.0064,79,43.049999,46.800961,70.402603
Florida,9,1994,8.3000002,1,13953,88,13.09527,79,43.049999,42.85112,62.02034
Georgia,10,1985,10.4,1,5975,62.400002,11.85983,86,33.220001,25.48201,34.388889
Georgia,10,1986,11.2,1,6101,62.400002,11.9851,86,33.220001,23.633261,32.111111
Georgia,10,1987,11.8,1,6227,62.400002,12.11036,86,33.220001,39.64835,55.25
Georgia,10,1988,11.7,1,6342,62.400002,12.23562,86,33.669998,40.535549,57.950001
Georgia,10,1989,12.7,1,6411,62.400002,12.36089,86,33.669998,31.893881,47.772732
Georgia,10,1990,11.8,1,6478,68.699997,12.48615,86,35.599998,37.840889,47.409088
Georgia,10,1991,12.8,1,6623,68.699997,12.61269,86,35.599998,36.408508,51.772732
Georgia,10,1992,11,1,6765,68.699997,12.7405,86,35.599998,44.470661,61.81818
Georgia,10,1993,11.4,1,6902,68.699997,12.86961,86,35.599998,38.067669,63.5625
Georgia,10,1994,10,1,7055,68.699997,13.00003,86,43.369999,33.722832,57.4375
Hawaii,11,1985,4.0999999,0,1050,86.5,12.62593,100,79.040001,66.762337,78.375
Hawaii,11,1986,4.8000002,0,1064,86.5,12.69996,100,79.040001,48.54842,62.333328
Hawaii,11,1987,4.8000002,0,1082,86.5,12.77399,100,79.040001,66.814774,86.166656
Hawaii,11,1988,4,0,1098,86.5,12.84801,100,79.040001,81.086906,89.5
Hawaii,11,1989,4.8000002,0,1095,86.5,12.92204,100,79.040001,69.372833,84.833344
Hawaii,11,1990,4,0,1108,90.5,12.99607,100,80.160004,72.074043,89.735626
Hawaii,11,1991,4,0,1135,90.5,13.07053,100,80.160004,77.952217,94.25
Hawaii,11,1992,3.5999999,0,1153,90.5,13.14541,100,70.849998,74.957977,90.625
Hawaii,11,1993,3.8,0,1166,90.5,13.22071,100,70.849998,82.22216,95.75
Hawaii,11,1994,4.1999998,0,1179,90.5,13.29646,100,82.209999,76.733513,90.625
Idaho,12,1985,2.2,1,1005,54,12.74766,77,34.57,16.34495,20.16667
Idaho,12,1986,3.2,1,1003,54,12.81308,77,34.57,23.564569,27.66667
Idaho,12,1987,3.0999999,1,1000,54,12.87849,77,34.57,26.04162,29.66667
Idaho,12,1988,3.5999999,1,1003,54,12.94391,77,37.919998,29.32123,32.916672
Idaho,12,1989,2.5999999,1,994,54,13.00933,77,37.919998,20.98237,24.85714
Idaho,12,1990,2.7,1,1007,62.200001,13.07475,77,35.150002,21.926929,23.22698
Idaho,12,1991,1.8,1,1039,62.200001,13.14049,77,35.150002,34.27623,39.40625
Idaho,12,1992,3.5,1,1066,62.200001,13.20657,77,35.150002,40.724609,48.8125
Idaho,12,1993,2.9000001,1,1100,62.200001,13.27298,77,35.150002,35.139061,39.916672
Idaho,12,1994,3.5,1,1133,62.200001,13.33972,77,38.650002,22.917299,27
Illinois,13,1985,8,1,11539,83.300003,12.4908,70,37.189999,52.00581,41.712761
Illinois,13,1986,8.8999996,1,11553,83.300003,12.59038,70,37.23,52.2901,40.288792
Illinois,13,1987,8.3000002,1,11584,83.300003,12.68996,70,37.23,53.427841,42.072201
Illinois,13,1988,8.6000004,1,11614,83.300003,12.78954,70,37.23,58.42329,48.334019
Illinois,13,1989,9,1,11410,83.300003,12.88911,70,37.23,53.544289,41.383469
Illinois,13,1990,10.3,1,11431,86.400002,12.98869,70,43.91,51.47366,38.205078
Illinois,13,1991,11.3,1,11543,86.400002,13.08904,70,43.91,50.713749,39.48737
Illinois,13,1992,11.4,1,11610,86.400002,13.19016,70,43.25,57.434761,47.805199
Illinois,13,1993,11.4,1,11686,86.400002,13.29206,70,43.25,51.635681,29.23657
Illinois,13,1994,11.7,1,11752,86.400002,13.39476,70,44.93,47.117691,28.70059
Indiana,14,1985,5.8000002,1,5500,64.199997,12.2613,85,9.5799999,38.602791,9.7142878
Indiana,14,1986,6,1,5503,64.199997,12.35117,85,9.4899998,42.607029,11.92857
Indiana,14,1987,5.5999999,1,5530,64.199997,12.44104,85,9.4899998,47.429581,14.59
Indiana,14,1988,6.4000001,1,5556,64.199997,12.5309,85,9.4899998,52.341339,17.466669
Indiana,14,1989,6.3000002,1,5524,64.199997,12.62077,85,9.4899998,47.27039,61.01685
Indiana,14,1990,6.1999998,1,5544,69.099998,12.71064,85,9.4899998,43.918308,53.856998
Indiana,14,1991,7.5,1,5610,69.099998,12.80115,85,9.4899998,46.148129,60.34375
Indiana,14,1992,8.1999998,1,5652,69.099998,12.89231,85,20.969999,49.886261,64.140633
Indiana,14,1993,7.5,1,5706,69.099998,12.98411,85,20.969999,46.361679,62.787998
Indiana,14,1994,7.9000001,1,5752,69.099998,13.07657,85,21.280001,35.487141,51.28743
Iowa,15,1985,1.9,0,2873,58.599998,12.49591,85,18.17,57.651749,58.108002
Iowa,15,1986,1.8,0,2840,58.599998,12.57324,85,18.1,52.207699,52.639999
Iowa,15,1987,2.0999999,0,2823,58.599998,12.65057,85,18.1,54.326061,55.023998
Iowa,15,1988,1.7,0,2834,58.599998,12.72791,85,20.459999,61.033119,61.880001
Iowa,15,1989,1.9,0,2771,58.599998,12.80524,85,20.459999,49.645592,52.066669
Iowa,15,1990,1.9,0,2777,59.400002,12.88257,85,23.030001,49.97662,52.083328
Iowa,15,1991,2,0,2795,59.400002,12.96037,85,23.030001,50.021721,46.948002
Iowa,15,1992,1.6,0,2808,59.400002,13.03863,85,23.030001,53.04253,51.438332
Iowa,15,1993,2.3,0,2821,59.400002,13.11737,85,23.030001,46.271858,36.799999
Iowa,15,1994,1.7,0,2829,59.400002,13.19659,85,22.35,42.37067,33.138
Kansas,16,1985,4.9000001,1,2448,66.699997,12.75828,75,28.42,30.491859,34.650002
Kansas,16,1986,4.4000001,1,2459,66.699997,12.83782,75,28.42,30.18224,34.474998
Kansas,16,1987,4.4000001,1,2475,66.699997,12.91736,75,28.42,35.771919,12.2896
Kansas,16,1988,3.4000001,1,2495,66.699997,12.9969,75,28.540001,44.158649,23.725599
Kansas,16,1989,5.5,1,2473,66.699997,13.07644,75,28.540001,33.905418,16.2229
Kansas,16,1990,4,1,2478,69.5,13.15599,75,21.309999,37.608219,21.342501
Kansas,16,1991,6.0999999,1,2495,69.5,13.23601,75,21.309999,33.406219,43.863998
Kansas,16,1992,6,1,2518,69.5,13.31652,75,21.280001,44.992069,58.636002
Kansas,16,1993,6.4000001,1,2535,69.5,13.39753,75,21.280001,37.52972,48.373501
Kansas,16,1994,5.8000002,1,2554,69.5,13.47902,75,22.16,31.99003,41.492001
Kentucky,17,1985,6.9000001,1,3724,50.900002,11.48456,88,47.700001,40.282558,62.5
Kentucky,17,1986,6.6999998,1,3722,50.900002,11.59614,88,44.279999,43.955502,68.800003
Kentucky,17,1987,7.5,1,3723,50.900002,11.70772,88,44.279999,45.55233,77
Kentucky,17,1988,6.1999998,1,3727,50.900002,11.81929,88,48.52,48.79615,80.599998
Kentucky,17,1989,7.9000001,1,3677,50.900002,11.93087,88,48.52,38.977741,64
Kentucky,17,1990,7.1999998,1,3685,55.900002,12.04245,88,47.130001,39.090939,68.400002
Kentucky,17,1991,6.8000002,1,3713,55.900002,12.15508,88,47.130001,38.34515,71.400002
Kentucky,17,1992,5.8000002,1,3753,55.900002,12.26875,88,44.720001,49.22155,77.800003
Kentucky,17,1993,6.5999999,1,3794,55.900002,12.38349,88,44.720001,44.370811,72.599998
Kentucky,17,1994,6.4000001,1,3827,55.900002,12.4993,88,45.400002,38.21991,62.5
Louisiana,18,1985,10.9,1,4484,68.599998,11.63935,74,35.459999,31.698,51.5
Louisiana,18,1986,12.8,1,4497,68.599998,11.74104,74,35.459999,34.928669,54.75
Louisiana,18,1987,11.1,1,4448,68.599998,11.84272,74,35.459999,35.380669,59.92857
Louisiana,18,1988,11.6,1,4408,68.599998,11.9444,74,37.080002,42.740311,69.25
Louisiana,18,1989,14.9,1,4253,68.599998,12.04609,74,37.080002,31.28883,48.5
Louisiana,18,1990,17.200001,1,4220,72.900002,12.14777,74,37.080002,29.79122,47
Louisiana,18,1991,16.9,1,4252,72.900002,12.25031,74,37.080002,26.69841,27.78125
Louisiana,18,1992,17.4,1,4273,72.900002,12.35372,74,37.82,37.882931,58.166672
Louisiana,18,1993,20.299999,1,4290,72.900002,12.458,74,37.82,33.116501,64.083344
Louisiana,18,1994,19.799999,1,4315,72.900002,12.56316,74,38,34.559849,59.333328
Maine,19,1985,2.4000001,0,1164,47.5,12.67415,84,53.98,54.62582,74.177261
Maine,19,1986,2,0,1171,47.5,12.80629,84,64.959999,63.299591,84.491829
Maine,19,1987,2.5,0,1186,47.5,12.93843,84,64.959999,70.652473,69.034393
Maine,19,1988,3.0999999,0,1205,47.5,13.07057,84,65.519997,78.231979,75.705467
Maine,19,1989,3.2,0,1220,47.5,13.20271,84,65.519997,64.333908,61.092861
Maine,19,1990,2.4000001,0,1228,42.599998,13.33486,84,58.07,59.14975,57.01786
Maine,19,1991,1.2,0,1235,42.599998,13.46832,84,58.07,72.868027,71.75
Maine,19,1992,1.7,0,1237,42.599998,13.60312,84,57.43,69.503731,68.875
Maine,19,1993,1.6,0,1240,42.599998,13.73927,84,57.43,65.819862,64.132141
Maine,19,1994,2.3,0,1240,42.599998,13.87678,84,57.66,64.173859,63.73571
Maryland,20,1985,7.9000001,1,4391,80.300003,12.59033,90,69.120003,63.335732,77.5
Maryland,20,1986,9,1,4461,80.300003,12.73279,90,68.940002,64.842102,78
Maryland,20,1987,9.6000004,1,4536,80.300003,12.87525,90,70.440002,73.536972,85.75
Maryland,20,1988,9.6999998,1,4622,80.300003,13.01771,90,70.440002,77.68512,86.6875
Maryland,20,1989,11.6,1,4727,80.300003,13.16017,90,76.379997,69.462181,78.6875
Maryland,20,1990,11.5,1,4781,85,13.30263,90,77.769997,62.238689,75.625
Maryland,20,1991,11.7,1,4860,85,13.44664,90,77.769997,64.214211,79.428574
Maryland,20,1992,12.1,1,4914,85,13.5922,90,76.949997,66.264542,81.714287
Maryland,20,1993,12.7,1,4958,85,13.73933,90,76.949997,67.71006,92.916656
Maryland,20,1994,11.6,1,5006,85,13.88806,90,78.040001,62.335781,86.166656
Massachusetts,21,1985,3.5,0,5823,83.300003,12.60199,67,76.580002,90.101936,91.454536
Massachusetts,21,1986,3.5999999,0,5835,83.300003,12.6521,67,76.580002,88.162231,88.545464
Massachusetts,21,1987,3,0,5856,83.300003,12.70221,67,76.580002,89.101913,93.458344
Massachusetts,21,1988,3.5,0,5889,83.300003,12.75233,67,76.580002,93.911911,95.041656
Massachusetts,21,1989,4.3000002,0,6016,83.300003,12.80244,67,76.580002,89.569992,92.875
Massachusetts,21,1990,4,0,6016,90.5,12.85255,67,79.120003,88.297478,90.625
Massachusetts,21,1991,4.1999998,0,5996,90.5,12.90286,67,79.120003,81.329468,78.061371
Massachusetts,21,1992,3.5999999,0,5999,90.5,12.95337,67,79.120003,82.394272,80.383301
Massachusetts,21,1993,3.9000001,0,6018,90.5,13.00407,67,79.120003,72.336143,65.050003
Massachusetts,21,1994,3.5,0,6041,90.5,13.05497,67,79.120003,68.445587,60.575001
Michigan,22,1985,11.2,0,9088,70.699997,12.44021,84,53.18,56.14579,68.551353
Michigan,22,1986,11.3,0,9143,70.699997,12.52702,84,50.240002,63.248859,77.680382
Michigan,22,1987,12.2,0,9205,70.699997,12.61384,84,50.41,64.020882,80.03257
Michigan,22,1988,10.8,0,9240,70.699997,12.70066,84,48.330002,73.277863,84.815826
Michigan,22,1989,10.7,0,9253,70.699997,12.78748,84,48.330002,59.964401,75.493668
Michigan,22,1990,10.4,0,9295,75.199997,12.8743,84,48.330002,62.285801,74.443542
Michigan,22,1991,10.8,0,9368,75.199997,12.9617,84,48.330002,60.901058,40.81361
Michigan,22,1992,9.8999996,0,9423,75.199997,13.0497,84,48.029999,60.996651,43.106281
Michigan,22,1993,9.8000002,0,9460,75.199997,13.1383,84,48.029999,52.387451,22.6451
Michigan,22,1994,9.8000002,0,9496,75.199997,13.2275,84,48.029999,50.616581,24.119249
Minnesota,23,1985,2.0999999,0,4191,66.900002,12.77464,82,37.200001,54.567139,73.800522
Minnesota,23,1986,2.5,0,4213,66.900002,12.86104,82,37.200001,57.622978,76.200523
Minnesota,23,1987,2.5999999,0,4244,66.900002,12.94744,82,37.200001,62.522388,87.800003
Minnesota,23,1988,2.9000001,0,4307,66.900002,13.03384,82,30.82,65.037033,90.099998
Minnesota,23,1989,2.5,0,4338,66.900002,13.12024,82,30.82,53.544579,84.285957
Minnesota,23,1990,2.7,0,4375,69,13.20664,82,35.689999,58.374401,87.596718
Minnesota,23,1991,3,0,4432,69,13.29361,82,35.689999,55.568409,51.449181
Minnesota,23,1992,3.3,0,4474,69,13.38116,82,45.84,60.748371,56.189411
Minnesota,23,1993,3.4000001,0,4524,69,13.46928,82,45.84,59.09016,56.845242
Minnesota,23,1994,3.2,0,4567,69,13.55797,82,46.470001,46.81448,45.214291
Mississippi,24,1985,10.6,1,2613,47.299999,11.50815,87,28.559999,28.269939,45
Mississippi,24,1986,11.2,1,2624,47.299999,11.61323,87,31.040001,29.860041,45.625
Mississippi,24,1987,10.2,1,2624,47.299999,11.7183,87,31.040001,41.2738,60.200001
Mississippi,24,1988,8.6000004,1,2620,47.299999,11.82338,87,37.110001,45.656158,69.800003
Mississippi,24,1989,9.6999998,1,2574,47.299999,11.92846,87,37.110001,39.357121,46.375
Mississippi,24,1990,12.2,1,2573,49.099998,12.03354,87,36.279999,33.040989,44.099998
Mississippi,24,1991,12.8,1,2592,49.099998,12.13954,87,36.279999,28.97686,36.299999
Mississippi,24,1992,12.3,1,2613,49.099998,12.24648,87,35.34,35.79567,30.549999
Mississippi,24,1993,13.5,1,2640,49.099998,12.35435,87,32.990002,31.38043,28.525
Mississippi,24,1994,15.3,1,2669,49.099998,12.46318,87,33.169998,30.17848,28.950001
Missouri,25,1985,8.1000004,1,5036,68.099998,12.20663,72,49.23,48.12841,46.14286
Missouri,25,1986,9.1999998,1,5066,68.099998,12.30267,72,45.509998,50.539089,48.410709
Missouri,25,1987,8.3000002,1,5107,68.099998,12.39872,72,45.509998,52.589951,49.941669
Missouri,25,1988,8,1,5141,68.099998,12.49476,72,45.509998,56.531448,54.299999
Missouri,25,1989,7.9000001,1,5096,68.099998,12.59081,72,45.509998,48.436359,46.35833
Missouri,25,1990,8.8000002,1,5117,69.599998,12.68685,72,38.84,51.10075,49.575001
Missouri,25,1991,10.5,1,5158,69.599998,12.78363,72,38.84,49.387451,48.291672
Missouri,25,1992,10.5,1,5193,69.599998,12.88115,72,32.860001,56.2407,55.450001
